ec,support_count,query_count,fallback_episodes
1.21.98.3,27,135,27
1.21.98.4,5,25,0
1.21.99.-,22,110,22
1.21.99.1,22,110,22
1.21.99.3,14,70,0
1.21.99.4,12,60,0
1.21.99.5,47,235,47
1.23.1.-,16,80,16
1.23.1.1,17,85,0
1.23.1.2,13,65,13
1.23.1.3,39,195,39
1.23.1.4,25,125,25
1.23.5.1,22,110,22
1.3.-.-,8,40,0
1.3.1.-,8,40,0
1.3.1.1,20,100,20
1.3.1.100,44,220,44
1.3.1.103,34,170,34
1.3.1.104,16,80,0
1.3.1.106,22,110,22
1.3.1.107,33,165,33
1.3.1.108,22,110,22
1.3.1.112,47,235,47
1.3.1.113,46,230,46
1.3.1.114,45,225,45
1.3.1.115,42,210,42
1.3.1.116,36,180,36
1.3.1.119,44,220,44
1.3.1.120,38,190,38
1.3.1.121,29,145,29
1.3.1.122,19,95,0
1.3.1.123,36,180,36
1.3.1.125,40,200,40
1.3.1.128,32,160,32
1.3.1.13,33,165,33
1.3.1.14,3,15,0
1.3.1.19,35,175,35
1.3.1.2,47,235,47
1.3.1.20,13,65,0
1.3.1.21,43,215,43
1.3.1.22,11,55,0
1.3.1.24,30,150,30
1.3.1.25,28,140,28
1.3.1.28,21,105,21
1.3.1.29,12,60,12
1.3.1.3,17,85,17
1.3.1.31,24,120,24
1.3.1.32,12,60,0
1.3.1.33,10,50,0
1.3.1.34,32,160,32
1.3.1.36,22,110,22
1.3.1.38,17,85,17
1.3.1.39,38,190,38
1.3.1.44,14,70,0
1.3.1.45,14,70,14
1.3.1.48,10,50,0
1.3.1.53,46,230,46
1.3.1.54,14,70,14
1.3.1.56,13,65,0
1.3.1.57,45,225,45
1.3.1.58,18,90,18
1.3.1.6,19,95,19
1.3.1.60,20,100,20
1.3.1.70,10,50,0
1.3.1.71,16,80,0
1.3.1.72,26,130,26
1.3.1.73,24,120,24
1.3.1.74,16,80,0
1.3.1.75,12,60,12
1.3.1.76,7,35,0
1.3.1.83,23,115,23
1.3.1.84,23,115,23
1.3.1.85,38,190,38
1.3.1.86,30,150,30
1.3.1.87,9,45,0
1.3.1.88,30,150,30
1.3.1.89,8,40,0
1.3.1.9,3,15,0
1.3.1.90,13,65,13
1.3.1.91,20,100,0
1.3.1.92,38,190,38
1.3.1.93,24,120,24
1.3.1.94,12,60,0
1.3.1.95,46,230,46
1.3.1.96,39,195,39
1.3.1.97,38,190,38
1.3.1.98,3,15,0
1.3.1.n3,52,260,52
1.3.2.-,23,115,23
1.3.3.-,19,95,0
1.3.3.11,6,30,0
1.3.3.12,39,195,39
1.3.3.14,38,190,38
1.3.3.3,1,5,0
1.3.3.4,14,70,0
1.3.3.5,19,95,19
1.3.3.6,12,60,0
1.3.3.8,29,145,29
1.3.4.1,23,115,23
1.3.5.1,10,50,0
1.3.5.3,12,60,12
1.3.5.5,12,60,0
1.3.5.6,14,70,14
1.3.7.1,41,205,41
1.3.7.11,14,70,0
1.3.7.12,44,220,44
1.3.7.15,18,90,0
1.3.7.2,15,75,0
1.3.7.3,12,60,0
1.3.7.5,12,60,0
1.3.7.6,45,225,45
1.3.7.7,7,35,0
1.3.7.8,21,105,21
1.3.8.-,14,70,0
1.3.8.1,16,80,0
1.3.8.10,24,120,24
1.3.8.11,26,130,26
1.3.8.12,36,180,36
1.3.8.13,9,45,0
1.3.8.14,14,70,14
1.3.8.15,46,230,46
1.3.8.17,15,75,0
1.3.8.2,44,220,44
1.3.8.4,17,85,17
1.3.8.5,15,75,0
1.3.8.6,17,85,17
1.3.8.7,8,40,0
1.3.8.8,8,40,0
1.3.8.9,22,110,22
1.3.98.-,27,135,27
1.3.98.3,6,30,0
1.3.98.4,36,180,36
1.3.98.5,4,20,0
1.3.98.6,20,100,20
1.3.98.7,17,85,17
1.3.99.-,11,55,0
1.3.99.16,21,105,21
1.3.99.17,26,130,26
1.3.99.26,41,205,41
1.3.99.27,22,110,22
1.3.99.28,32,160,32
1.3.99.29,41,205,41
1.3.99.30,19,95,19
1.3.99.32,43,215,43
1.3.99.36,42,210,42
1.3.99.37,40,200,40
1.3.99.38,17,85,17
1.3.99.39,29,145,29
1.3.99.41,48,240,48
1.3.99.5,42,210,42
1.3.99.n1,18,90,18
1.4.-.-,38,190,38
1.4.1.-,13,65,0
1.4.1.1,4,20,0
1.4.1.11,44,220,44
1.4.1.12,45,225,45
1.4.1.13,10,50,0
1.4.1.14,0,0,0
1.4.1.16,21,105,21
1.4.1.17,45,225,45
1.4.1.19,35,175,35
1.4.1.2,7,35,0
1.4.1.20,13,65,0
1.4.1.23,21,105,21
1.4.1.24,4,20,0
1.4.1.28,36,180,36
1.4.1.3,10,50,0
1.4.1.9,14,70,14
1.4.2.2,35,175,35
1.4.2.3,26,130,26
1.4.3.-,11,55,0
1.4.3.1,7,35,0
1.4.3.10,38,190,38
1.4.3.11,32,160,32
1.4.3.13,12,60,0
1.4.3.19,16,80,16
1.4.3.2,7,35,0
1.4.3.21,10,50,0
1.4.3.22,15,75,15
1.4.3.26,14,70,14
1.4.3.3,6,30,0
1.4.3.4,5,25,0
1.4.3.5,3,15,0
1.4.4.2,3,15,0
1.4.5.-,55,275,55
1.4.5.1,27,135,27
1.4.7.1,30,150,30
1.4.9.-,22,110,22
1.4.9.1,3,15,0
1.4.9.2,26,130,26
1.4.99.-,7,35,0
1.5.-.-,11,55,0
1.5.1.-,10,50,0
1.5.1.1,21,105,21
1.5.1.10,22,110,22
1.5.1.11,29,145,29
1.5.1.15,12,60,0
1.5.1.16,20,100,20
1.5.1.20,17,85,17
1.5.1.21,39,195,39
1.5.1.24,22,110,22
1.5.1.25,23,115,23
1.5.1.27,28,140,28
1.5.1.3,8,40,0
1.5.1.30,21,105,21
1.5.1.32,37,185,37
1.5.1.33,33,165,33
1.5.1.34,17,85,17
1.5.1.36,8,40,0
1.5.1.37,22,110,22
1.5.1.38,18,90,0
1.5.1.39,14,70,14
1.5.1.41,24,120,24
1.5.1.42,7,35,0
1.5.1.43,31,155,31
1.5.1.45,41,205,41
1.5.1.46,15,75,15
1.5.1.47,48,240,48
1.5.1.49,14,70,0
1.5.1.5,6,30,0
1.5.1.50,11,55,0
1.5.1.51,32,160,32
1.5.1.52,33,165,33
1.5.1.53,16,80,16
1.5.1.55,35,175,35
1.5.1.56,38,190,38
1.5.1.57,29,145,29
1.5.1.6,13,65,13
1.5.1.7,17,85,17
1.5.1.8,17,85,17
1.5.1.9,20,100,20
1.5.3.-,4,20,0
1.5.3.1,14,70,0
1.5.3.14,44,220,44
1.5.3.15,36,180,36
1.5.3.17,47,235,47
1.5.3.22,23,115,23
1.5.3.24,7,35,0
1.5.3.5,36,180,36
1.5.3.6,35,175,35
1.5.3.7,16,80,16
1.5.5.-,29,145,29
1.5.5.1,9,45,0
1.5.5.2,10,50,0
1.5.5.3,29,145,29
1.5.7.3,35,175,35
1.5.8.-,36,180,36
1.5.8.1,28,140,28
1.5.8.2,35,175,35
1.5.98.1,9,45,0
1.5.98.2,15,75,15
1.5.99.-,17,85,17
1.5.99.12,16,80,0
1.5.99.13,27,135,27
1.5.99.14,29,145,29
1.5.99.15,36,180,36
1.5.99.4,23,115,23
1.6.-.-,8,40,0
1.6.1.1,9,45,0
1.6.2.-,11,55,0
1.6.2.2,5,25,0
1.6.2.6,49,245,49
1.6.3.-,13,65,0
1.6.3.1,15,75,15
1.6.3.4,14,70,0
1.6.3.5,31,155,31
1.6.5.-,6,30,0
1.6.5.10,9,45,0
1.6.5.12,40,200,40
1.6.5.2,9,45,0
1.6.5.4,19,95,0
1.6.5.5,9,45,0
1.6.5.6,32,160,32
1.6.5.7,47,235,47
1.6.5.9,9,45,0
1.6.99.-,11,55,0
1.6.99.1,5,25,0
1.7.-.-,4,20,0
1.7.1.-,26,130,26
1.7.1.1,13,65,0
1.7.1.13,5,25,0
1.7.1.14,34,170,34
1.7.1.15,20,100,20
1.7.1.17,8,40,0
1.7.1.3,8,40,0
1.7.1.4,10,50,10
1.7.1.7,4,20,0
1.7.1.9,41,205,41
1.7.2.-,13,65,0
1.7.2.1,15,75,0
1.7.2.2,7,35,0
1.7.2.3,14,70,0
1.7.2.4,9,45,0
1.7.2.5,25,125,25
1.7.2.6,23,115,23
1.7.2.7,25,125,25
1.7.2.8,40,200,40
1.7.2.9,29,145,29
1.7.3.3,8,40,0
1.7.5.1,9,45,0
1.7.7.1,12,60,0
1.7.7.2,41,205,41
1.7.99.1,4,20,0
1.8.-.-,7,35,0
1.8.1.-,6,30,0
1.8.1.12,12,60,12
1.8.1.14,8,40,0
1.8.1.16,42,210,42
1.8.1.2,5,25,0
1.8.1.20,41,205,41
1.8.1.22,19,95,0
1.8.1.4,7,35,0
1.8.1.5,41,205,41
1.8.1.7,11,55,0
1.8.1.8,10,50,0
1.8.1.9,7,35,0
1.8.2.2,11,55,11
1.8.2.3,28,140,28
1.8.3.2,6,30,0
1.8.3.4,12,60,0
1.8.3.5,22,110,22
1.8.3.6,31,155,31
1.8.3.7,21,105,21
1.8.4.10,7,35,0
1.8.4.11,5,25,0
1.8.4.12,5,25,0
1.8.4.13,42,210,42
1.8.4.14,5,25,0
1.8.4.2,20,100,20
1.8.4.8,3,15,0
1.8.4.9,18,90,18
1.8.5.-,6,30,0
1.8.5.1,13,65,0
1.8.5.2,25,125,25
1.8.5.3,21,105,21
1.8.5.4,17,85,17
1.8.5.5,34,170,34
1.8.5.6,36,180,36
1.8.5.7,41,205,41
1.8.5.8,37,185,37
1.8.7.1,8,40,0
1.8.7.2,11,55,0
1.8.98.-,15,75,0
1.8.98.1,20,100,20
1.8.98.2,46,230,46
1.8.98.3,44,220,44
1.8.98.5,15,75,0
1.8.98.7,17,85,17
1.8.99.-,18,90,18
1.9.6.1,8,40,0
1.97.-.-,42,210,42
1.97.1.-,2,10,0
1.97.1.1,26,130,26
1.97.1.12,8,40,0
1.97.1.13,31,155,31
1.97.1.14,13,65,13
1.97.1.4,7,35,0
2.-.-.-,4,20,0
2.1.-.-,6,30,0
2.1.1.-,9,45,0
2.1.1.1,20,100,20
2.1.1.10,12,60,0
2.1.1.100,14,70,0
2.1.1.103,15,75,15
2.1.1.104,9,45,0
2.1.1.106,46,230,46
2.1.1.107,4,20,0
2.1.1.109,41,205,41
2.1.1.11,26,130,26
2.1.1.110,28,140,28
2.1.1.111,39,195,39
2.1.1.113,10,50,0
2.1.1.114,17,85,0
2.1.1.117,16,80,0
2.1.1.127,20,100,20
2.1.1.128,17,85,17
2.1.1.129,41,205,41
2.1.1.13,37,185,37
2.1.1.130,21,105,21
2.1.1.131,27,135,27
2.1.1.132,17,85,17
2.1.1.133,18,90,18
2.1.1.136,42,210,42
2.1.1.137,34,170,34
2.1.1.14,7,35,0
2.1.1.140,37,185,37
2.1.1.141,28,140,28
2.1.1.143,29,145,29
2.1.1.144,5,25,0
2.1.1.145,17,85,17
2.1.1.146,22,110,22
2.1.1.148,8,40,0
2.1.1.150,15,75,15
2.1.1.151,26,130,26
2.1.1.152,44,220,44
2.1.1.154,29,145,29
2.1.1.155,22,110,22
2.1.1.158,29,145,29
2.1.1.159,10,50,0
2.1.1.160,17,85,17
2.1.1.163,5,25,0
2.1.1.166,4,20,0
2.1.1.167,36,180,36
2.1.1.168,44,220,44
2.1.1.169,42,210,42
2.1.1.17,6,30,0
2.1.1.171,20,100,20
2.1.1.175,43,215,43
2.1.1.176,5,25,0
2.1.1.177,1,5,0
2.1.1.178,8,40,0
2.1.1.179,17,85,17
2.1.1.180,25,125,25
2.1.1.181,5,25,0
2.1.1.182,4,20,0
2.1.1.183,10,50,0
2.1.1.185,11,55,0
2.1.1.187,35,175,35
2.1.1.189,5,25,0
2.1.1.190,9,45,0
2.1.1.192,6,30,0
2.1.1.193,9,45,0
2.1.1.195,8,40,0
2.1.1.196,7,35,0
2.1.1.197,7,35,0
2.1.1.198,9,45,0
2.1.1.2,14,70,14
2.1.1.20,16,80,16
2.1.1.200,8,40,0
2.1.1.201,5,25,0
2.1.1.202,41,205,41
2.1.1.203,18,90,18
2.1.1.204,12,60,0
2.1.1.205,21,105,21
2.1.1.206,7,35,0
2.1.1.210,20,100,20
2.1.1.211,9,45,0
2.1.1.212,35,175,35
2.1.1.213,14,70,14
2.1.1.214,18,90,18
2.1.1.215,43,215,43
2.1.1.216,5,25,0
2.1.1.217,30,150,30
2.1.1.218,11,55,11
2.1.1.219,39,195,39
2.1.1.22,19,95,19
2.1.1.220,13,65,0
2.1.1.221,5,25,0
2.1.1.222,9,45,0
2.1.1.223,10,50,0
2.1.1.224,9,45,0
2.1.1.225,19,95,19
2.1.1.226,20,100,20
2.1.1.227,23,115,23
2.1.1.228,4,20,0
2.1.1.229,18,90,18
2.1.1.231,37,185,37
2.1.1.232,20,100,20
2.1.1.233,14,70,0
2.1.1.235,31,155,31
2.1.1.237,44,220,44
2.1.1.239,41,205,41
2.1.1.240,32,160,32
2.1.1.241,39,195,39
2.1.1.242,7,35,0
2.1.1.243,30,150,30
2.1.1.244,9,45,0
2.1.1.245,17,85,17
2.1.1.246,17,85,17
2.1.1.249,9,45,0
2.1.1.251,36,180,36
2.1.1.254,43,215,43
2.1.1.256,18,90,18
2.1.1.257,7,35,0
2.1.1.258,38,190,38
2.1.1.259,32,160,32
2.1.1.260,31,155,31
2.1.1.261,10,50,0
2.1.1.262,27,135,27
2.1.1.263,39,195,39
2.1.1.264,5,25,0
2.1.1.265,40,200,40
2.1.1.266,31,155,31
2.1.1.267,17,85,17
2.1.1.269,18,90,18
2.1.1.27,26,130,26
2.1.1.270,23,115,23
2.1.1.271,18,90,18
2.1.1.272,38,190,38
2.1.1.273,19,95,19
2.1.1.274,38,190,38
2.1.1.275,38,190,38
2.1.1.277,12,60,12
2.1.1.278,43,215,43
2.1.1.279,39,195,39
2.1.1.28,13,65,0
2.1.1.280,25,125,25
2.1.1.282,11,55,0
2.1.1.283,32,160,32
2.1.1.286,35,175,35
2.1.1.287,16,80,16
2.1.1.288,17,85,17
2.1.1.289,23,115,23
2.1.1.292,34,170,34
2.1.1.293,26,130,26
2.1.1.294,35,175,35
2.1.1.295,18,90,18
2.1.1.297,6,30,0
2.1.1.299,23,115,23
2.1.1.300,45,225,45
2.1.1.301,46,230,46
2.1.1.302,40,200,40
2.1.1.304,45,225,45
2.1.1.308,38,190,38
2.1.1.309,46,230,46
2.1.1.310,41,205,41
2.1.1.311,43,215,43
2.1.1.312,21,105,21
2.1.1.313,44,220,44
2.1.1.314,21,105,0
2.1.1.315,45,225,45
2.1.1.317,14,70,0
2.1.1.318,44,220,44
2.1.1.319,10,50,0
2.1.1.320,7,35,0
2.1.1.321,23,115,23
2.1.1.323,37,185,37
2.1.1.328,49,245,49
2.1.1.329,14,70,0
2.1.1.33,3,15,0
2.1.1.330,35,175,35
2.1.1.334,18,90,18
2.1.1.335,59,295,59
2.1.1.336,15,75,0
2.1.1.337,36,180,36
2.1.1.338,27,135,27
2.1.1.339,35,175,35
2.1.1.34,17,85,0
2.1.1.341,38,190,38
2.1.1.342,42,210,42
2.1.1.343,40,200,40
2.1.1.344,50,250,50
2.1.1.345,22,110,22
2.1.1.346,11,55,11
2.1.1.347,36,180,36
2.1.1.348,15,75,0
2.1.1.35,9,45,0
2.1.1.351,45,225,45
2.1.1.352,49,245,49
2.1.1.354,17,85,0
2.1.1.356,17,85,0
2.1.1.357,23,115,23
2.1.1.359,8,40,0
2.1.1.362,14,70,0
2.1.1.364,21,105,21
2.1.1.365,40,200,40
2.1.1.367,26,130,26
2.1.1.369,42,210,42
2.1.1.372,14,70,0
2.1.1.374,18,90,18
2.1.1.375,26,130,26
2.1.1.376,33,165,33
2.1.1.378,41,205,41
2.1.1.379,44,220,44
2.1.1.380,39,195,39
2.1.1.381,31,155,31
2.1.1.383,43,215,43
2.1.1.386,12,60,0
2.1.1.387,45,225,45
2.1.1.393,49,245,49
2.1.1.395,36,180,36
2.1.1.396,19,95,19
2.1.1.397,39,195,39
2.1.1.41,9,45,0
2.1.1.42,24,120,24
2.1.1.44,20,100,20
2.1.1.47,31,155,31
2.1.1.49,14,70,14
2.1.1.5,19,95,19
2.1.1.53,19,95,19
2.1.1.56,3,15,0
2.1.1.57,3,15,0
2.1.1.59,38,190,38
2.1.1.6,6,30,0
2.1.1.60,19,95,19
2.1.1.61,3,15,0
2.1.1.63,10,50,0
2.1.1.64,6,30,0
2.1.1.65,35,175,35
2.1.1.67,8,40,0
2.1.1.68,13,65,0
2.1.1.69,22,110,22
2.1.1.7,32,160,32
2.1.1.70,42,210,42
2.1.1.71,11,55,0
2.1.1.72,4,20,0
2.1.1.74,3,15,0
2.1.1.76,19,95,19
2.1.1.77,2,10,0
2.1.1.79,7,35,0
2.1.1.8,17,85,17
2.1.1.80,10,50,0
2.1.1.82,20,100,20
2.1.1.85,12,60,0
2.1.1.89,39,195,39
2.1.1.90,30,150,30
2.1.1.94,47,235,47
2.1.1.96,24,120,24
2.1.1.98,7,35,0
2.1.1.n11,8,40,8
2.1.1.n4,45,225,45
2.1.1.n7,34,170,34
2.1.2.10,5,25,0
2.1.2.11,6,30,0
2.1.2.13,8,40,0
2.1.2.2,9,45,0
2.1.2.3,3,15,0
2.1.2.7,28,140,28
2.1.2.8,20,100,20
2.1.2.9,5,25,0
2.1.3.-,7,35,0
2.1.3.11,40,200,40
2.1.3.15,2,10,0
2.1.3.16,47,235,47
2.1.3.2,3,15,0
2.1.3.3,1,5,0
2.1.3.5,18,90,18
2.1.3.6,14,70,0
2.1.4.1,14,70,14
2.1.4.2,16,80,16
2.1.5.1,46,230,46
2.10.1.1,7,35,0
2.2.1.-,22,110,22
2.2.1.1,9,45,0
2.2.1.10,17,85,0
2.2.1.11,47,235,47
2.2.1.13,13,65,13
2.2.1.15,16,80,16
2.2.1.2,4,20,0
2.2.1.3,27,135,27
2.2.1.6,4,20,0
2.2.1.8,36,180,36
2.2.1.9,6,30,0
2.3.-.-,8,40,0
2.3.1.-,0,0,0
2.3.1.1,2,10,0
2.3.1.101,8,40,0
2.3.1.102,38,190,38
2.3.1.103,50,250,50
2.3.1.108,11,55,0
2.3.1.109,5,25,0
2.3.1.110,41,205,41
2.3.1.116,21,105,21
2.3.1.117,6,30,0
2.3.1.118,11,55,0
2.3.1.12,10,50,0
2.3.1.121,37,185,37
2.3.1.122,10,50,0
2.3.1.129,3,15,0
2.3.1.13,18,90,18
2.3.1.135,22,110,22
2.3.1.136,29,145,29
2.3.1.137,21,105,21
2.3.1.140,21,105,21
2.3.1.144,17,85,17
2.3.1.145,17,85,17
2.3.1.146,24,120,24
2.3.1.149,25,125,25
2.3.1.15,3,15,0
2.3.1.155,8,40,0
2.3.1.156,31,155,31
2.3.1.157,4,20,0
2.3.1.158,24,120,24
2.3.1.16,4,20,0
2.3.1.161,28,140,28
2.3.1.165,0,0,0
2.3.1.169,11,55,0
2.3.1.17,14,70,14
2.3.1.170,37,185,37
2.3.1.174,12,60,12
2.3.1.175,31,155,31
2.3.1.176,15,75,0
2.3.1.177,32,160,32
2.3.1.178,22,110,22
2.3.1.180,3,15,0
2.3.1.181,4,20,0
2.3.1.183,17,85,17
2.3.1.184,6,30,0
2.3.1.187,45,225,45
2.3.1.189,3,15,0
2.3.1.19,18,90,18
2.3.1.191,8,40,0
2.3.1.193,7,35,0
2.3.1.194,39,195,39
2.3.1.196,40,200,40
2.3.1.198,52,260,52
2.3.1.199,4,20,0
2.3.1.20,6,30,0
2.3.1.200,33,165,33
2.3.1.201,40,200,40
2.3.1.202,44,220,44
2.3.1.203,22,110,22
2.3.1.204,11,55,0
2.3.1.205,40,200,40
2.3.1.206,38,190,38
2.3.1.208,28,140,28
2.3.1.21,11,55,0
2.3.1.210,35,175,35
2.3.1.212,44,220,44
2.3.1.216,42,210,42
2.3.1.217,13,65,13
2.3.1.219,34,170,34
2.3.1.220,42,210,42
2.3.1.221,0,0,0
2.3.1.222,13,65,0
2.3.1.223,48,240,48
2.3.1.224,26,130,26
2.3.1.225,5,25,0
2.3.1.23,12,60,0
2.3.1.231,17,85,17
2.3.1.232,34,170,34
2.3.1.233,25,125,25
2.3.1.234,4,20,0
2.3.1.235,21,105,21
2.3.1.236,0,0,0
2.3.1.238,25,125,25
2.3.1.24,15,75,0
2.3.1.241,16,80,16
2.3.1.243,12,60,12
2.3.1.245,10,50,0
2.3.1.246,40,200,40
2.3.1.247,28,140,28
2.3.1.248,42,210,42
2.3.1.25,22,110,22
2.3.1.250,17,85,17
2.3.1.251,5,25,0
2.3.1.252,0,0,0
2.3.1.253,23,115,23
2.3.1.255,12,60,0
2.3.1.256,9,45,9
2.3.1.258,17,85,0
2.3.1.259,22,110,22
2.3.1.26,11,55,0
2.3.1.262,49,245,49
2.3.1.263,17,85,17
2.3.1.264,40,200,40
2.3.1.265,24,120,24
2.3.1.266,16,80,0
2.3.1.267,14,70,14
2.3.1.269,11,55,0
2.3.1.270,24,120,24
2.3.1.271,18,90,18
2.3.1.273,20,100,20
2.3.1.274,2,10,0
2.3.1.277,21,105,21
2.3.1.278,25,125,25
2.3.1.279,18,90,18
2.3.1.28,7,35,0
2.3.1.280,45,225,45
2.3.1.283,16,80,16
2.3.1.284,34,170,34
2.3.1.285,39,195,39
2.3.1.286,11,55,0
2.3.1.287,0,0,0
2.3.1.288,10,50,10
2.3.1.29,19,95,0
2.3.1.290,0,0,0
2.3.1.292,0,0,0
2.3.1.293,16,80,16
2.3.1.294,18,90,18
2.3.1.296,33,165,33
2.3.1.297,9,45,9
2.3.1.298,48,240,48
2.3.1.299,28,140,28
2.3.1.30,10,50,0
2.3.1.300,11,55,0
2.3.1.301,9,45,0
2.3.1.302,34,170,34
2.3.1.306,44,220,44
2.3.1.308,47,235,47
2.3.1.31,5,25,0
2.3.1.310,27,135,27
2.3.1.311,15,75,0
2.3.1.312,20,100,20
2.3.1.315,41,205,41
2.3.1.316,42,210,42
2.3.1.319,44,220,44
2.3.1.322,23,115,23
2.3.1.323,45,225,45
2.3.1.325,38,190,38
2.3.1.326,44,220,44
2.3.1.33,26,130,26
2.3.1.35,2,10,0
2.3.1.37,6,30,0
2.3.1.38,0,0,0
2.3.1.4,19,95,0
2.3.1.40,5,25,0
2.3.1.41,12,60,0
2.3.1.45,41,205,41
2.3.1.46,7,35,0
2.3.1.47,5,25,0
2.3.1.48,9,45,0
2.3.1.5,5,25,0
2.3.1.50,8,40,0
2.3.1.51,7,35,0
2.3.1.53,43,215,43
2.3.1.54,11,55,0
2.3.1.59,40,200,40
2.3.1.6,16,80,0
2.3.1.60,49,245,49
2.3.1.64,21,105,21
2.3.1.65,44,220,44
2.3.1.67,17,85,0
2.3.1.68,53,265,53
2.3.1.7,11,55,0
2.3.1.71,28,140,28
2.3.1.74,8,40,0
2.3.1.75,25,125,0
2.3.1.76,15,75,15
2.3.1.79,24,120,24
2.3.1.80,21,105,21
2.3.1.81,8,40,0
2.3.1.82,11,55,0
2.3.1.85,22,110,22
2.3.1.86,37,185,37
2.3.1.87,18,90,0
2.3.1.89,4,20,0
2.3.1.93,41,205,41
2.3.1.94,0,0,0
2.3.1.97,8,40,0
2.3.1.n5,10,50,0
2.3.1.n6,12,60,0
2.3.1.n7,14,70,0
2.3.2.-,6,30,0
2.3.2.13,6,30,0
2.3.2.15,21,105,21
2.3.2.16,13,65,0
2.3.2.17,10,50,0
2.3.2.18,13,65,0
2.3.2.19,38,190,38
2.3.2.21,22,110,22
2.3.2.23,5,25,0
2.3.2.24,8,40,0
2.3.2.25,8,40,0
2.3.2.26,8,40,0
2.3.2.27,6,30,0
2.3.2.29,6,30,0
2.3.2.3,11,55,0
2.3.2.30,27,135,27
2.3.2.31,6,30,0
2.3.2.32,24,120,24
2.3.2.33,0,0,0
2.3.2.34,17,85,0
2.3.2.35,23,115,23
2.3.2.36,19,95,0
2.3.2.5,6,30,0
2.3.2.6,5,25,0
2.3.2.8,22,110,0
2.3.3.-,10,50,0
2.3.3.1,4,20,0
2.3.3.10,11,55,0
2.3.3.13,9,45,0
2.3.3.14,11,55,0
2.3.3.15,25,125,25
2.3.3.16,4,20,0
2.3.3.17,19,95,19
2.3.3.19,43,215,43
2.3.3.3,20,100,20
2.3.3.5,9,45,0
2.3.3.8,7,35,0
2.3.3.9,10,50,0
2.4.-.-,5,25,0
2.4.1.-,4,20,0
2.4.1.1,5,25,0
2.4.1.10,15,75,0
2.4.1.100,56,280,56
2.4.1.101,24,120,24
2.4.1.102,16,80,0
2.4.1.109,8,40,0
2.4.1.11,6,30,0
2.4.1.110,11,55,11
2.4.1.111,36,180,36
2.4.1.115,13,65,0
2.4.1.117,18,90,0
2.4.1.12,13,65,0
2.4.1.120,16,80,16
2.4.1.121,26,130,26
2.4.1.122,15,75,0
2.4.1.123,12,60,0
2.4.1.126,26,130,26
2.4.1.13,7,35,0
2.4.1.131,14,70,0
2.4.1.132,26,130,26
2.4.1.133,37,185,37
2.4.1.135,12,60,0
2.4.1.136,24,120,24
2.4.1.14,19,95,19
2.4.1.141,14,70,0
2.4.1.142,16,80,16
2.4.1.143,17,85,17
2.4.1.144,17,85,17
2.4.1.145,13,65,0
2.4.1.146,42,210,42
2.4.1.147,47,235,47
2.4.1.148,19,95,19
2.4.1.149,27,135,27
2.4.1.15,6,30,0
2.4.1.150,23,115,23
2.4.1.152,8,40,0
2.4.1.153,47,235,47
2.4.1.155,19,95,19
2.4.1.159,30,150,30
2.4.1.16,8,40,0
2.4.1.161,30,150,30
2.4.1.17,7,35,0
2.4.1.170,13,65,13
2.4.1.175,25,125,25
2.4.1.177,20,100,20
2.4.1.180,6,30,0
2.4.1.182,2,10,0
2.4.1.183,0,0,0
2.4.1.185,30,150,30
2.4.1.186,10,50,0
2.4.1.19,3,15,0
2.4.1.192,37,185,37
2.4.1.194,17,85,17
2.4.1.195,40,200,40
2.4.1.198,10,50,0
2.4.1.20,54,270,54
2.4.1.206,32,160,32
2.4.1.207,9,45,0
2.4.1.21,5,25,0
2.4.1.211,22,110,22
2.4.1.213,35,175,35
2.4.1.214,47,235,47
2.4.1.217,50,250,50
2.4.1.22,18,90,18
2.4.1.222,13,65,0
2.4.1.223,28,140,28
2.4.1.224,13,65,0
2.4.1.226,25,125,25
2.4.1.227,4,20,0
2.4.1.231,33,165,33
2.4.1.239,25,125,25
2.4.1.245,16,80,16
2.4.1.246,48,240,48
2.4.1.247,38,190,38
2.4.1.248,17,85,17
2.4.1.25,8,40,0
2.4.1.250,12,60,0
2.4.1.251,36,180,36
2.4.1.252,26,130,26
2.4.1.254,42,210,42
2.4.1.256,16,80,0
2.4.1.258,7,35,0
2.4.1.259,22,110,22
2.4.1.26,31,155,31
2.4.1.260,17,85,17
2.4.1.261,21,105,21
2.4.1.264,19,95,19
2.4.1.265,12,60,0
2.4.1.266,11,55,0
2.4.1.267,14,70,0
2.4.1.268,33,165,33
2.4.1.269,33,165,33
2.4.1.27,33,165,33
2.4.1.270,42,210,42
2.4.1.271,30,150,30
2.4.1.272,45,225,45
2.4.1.273,44,220,44
2.4.1.274,22,110,22
2.4.1.275,11,55,0
2.4.1.276,28,140,28
2.4.1.278,30,150,30
2.4.1.279,33,165,33
2.4.1.281,28,140,28
2.4.1.283,22,110,22
2.4.1.285,50,250,50
2.4.1.286,41,205,41
2.4.1.287,18,90,18
2.4.1.288,30,150,30
2.4.1.289,26,130,26
2.4.1.290,44,220,44
2.4.1.291,49,245,49
2.4.1.292,47,235,47
2.4.1.293,36,180,36
2.4.1.294,27,135,27
2.4.1.297,19,95,19
2.4.1.298,47,235,47
2.4.1.299,32,160,32
2.4.1.300,44,220,44
2.4.1.303,46,230,46
2.4.1.304,30,150,30
2.4.1.305,26,130,26
2.4.1.306,26,130,26
2.4.1.309,43,215,43
2.4.1.310,31,155,31
2.4.1.311,38,190,38
