ec,support_count,query_count,fallback_episodes
1.1.1.395,16,80,16
1.1.1.397,36,180,36
1.1.1.399,4,20,0
1.1.1.4,11,55,0
1.1.1.40,6,30,0
1.1.1.400,52,260,52
1.1.1.401,19,95,19
1.1.1.402,34,170,34
1.1.1.403,32,160,32
1.1.1.404,31,155,31
1.1.1.405,15,75,0
1.1.1.406,38,190,38
1.1.1.407,29,145,29
1.1.1.408,7,35,0
1.1.1.41,8,40,0
1.1.1.410,20,100,20
1.1.1.412,21,105,21
1.1.1.414,36,180,36
1.1.1.415,40,200,40
1.1.1.417,43,215,43
1.1.1.418,19,95,19
1.1.1.419,44,220,44
1.1.1.42,7,35,0
1.1.1.420,17,85,17
1.1.1.421,17,85,17
1.1.1.424,25,125,25
1.1.1.425,34,170,34
1.1.1.427,31,155,31
1.1.1.429,28,140,28
1.1.1.432,19,95,19
1.1.1.433,30,150,30
1.1.1.435,50,250,50
1.1.1.436,25,125,25
1.1.1.437,29,145,29
1.1.1.438,42,210,42
1.1.1.439,39,195,39
1.1.1.44,3,15,0
1.1.1.440,28,140,28
1.1.1.441,13,65,13
1.1.1.45,10,50,0
1.1.1.47,2,10,0
1.1.1.48,18,90,18
1.1.1.49,3,15,0
1.1.1.50,16,80,16
1.1.1.51,10,50,0
1.1.1.52,34,170,34
1.1.1.53,6,30,0
1.1.1.54,10,50,0
1.1.1.56,12,60,12
1.1.1.58,5,25,0
1.1.1.6,8,40,0
1.1.1.60,16,80,16
1.1.1.61,24,120,24
1.1.1.62,3,15,0
1.1.1.64,9,45,0
1.1.1.65,17,85,17
1.1.1.66,21,105,21
1.1.1.67,7,35,0
1.1.1.69,19,95,19
1.1.1.71,8,40,0
1.1.1.72,42,210,42
1.1.1.73,41,205,41
1.1.1.75,39,195,39
1.1.1.76,45,225,45
1.1.1.77,17,85,17
1.1.1.78,33,165,33
1.1.1.8,6,30,0
1.1.1.80,14,70,14
1.1.1.81,6,30,0
1.1.1.83,15,75,0
1.1.1.85,3,15,0
1.1.1.86,2,10,0
1.1.1.87,19,95,19
1.1.1.88,20,100,20
1.1.1.9,5,25,0
1.1.1.90,14,70,14
1.1.1.94,4,20,0
1.1.1.95,12,60,0
1.1.1.96,13,65,0
1.1.1.n11,13,65,13
1.1.1.n12,8,40,0
1.1.1.n4,46,230,46
1.1.1.n5,50,250,50
1.1.2.-,16,80,16
1.1.2.10,11,55,11
1.1.2.3,14,70,14
1.1.2.4,17,85,0
1.1.2.6,19,95,19
1.1.2.7,12,60,0
1.1.2.8,19,95,19
1.1.2.9,32,160,32
1.1.3.10,10,50,0
1.1.3.12,27,135,27
1.1.3.13,16,80,0
1.1.3.15,6,30,0
1.1.3.16,17,85,17
1.1.3.17,19,95,19
1.1.3.20,5,25,0
1.1.3.21,8,40,0
1.1.3.29,31,155,31
1.1.3.37,12,60,0
1.1.3.38,42,210,42
1.1.3.4,13,65,0
1.1.3.42,29,145,29
1.1.3.43,46,230,46
1.1.3.44,43,215,43
1.1.3.45,38,190,38
1.1.3.46,37,185,37
1.1.3.48,36,180,36
1.1.3.50,19,95,19
1.1.3.6,16,80,16
1.1.3.8,8,40,0
1.1.3.9,16,80,16
1.1.5.-,8,40,0
1.1.5.11,43,215,43
1.1.5.12,22,110,22
1.1.5.13,19,95,19
1.1.5.14,36,180,36
1.1.5.2,14,70,14
1.1.5.3,5,25,0
1.1.5.5,6,30,0
1.1.5.8,18,90,18
1.1.7.1,20,100,20
1.1.9.1,20,100,20
1.1.98.-,6,30,0
1.1.98.2,8,40,0
1.1.98.3,18,90,18
1.1.98.6,12,60,12
1.1.99.-,8,40,0
1.1.99.1,3,15,0
1.1.99.14,6,30,0
1.1.99.18,36,180,36
1.1.99.2,12,60,0
1.1.99.22,15,75,15
1.1.99.24,8,40,0
1.1.99.28,37,185,37
1.1.99.29,20,100,0
1.1.99.3,19,95,19
1.1.99.30,36,180,36
1.1.99.31,26,130,26
1.1.99.32,42,210,42
1.1.99.35,35,175,35
1.1.99.36,22,110,22
1.1.99.37,23,115,23
1.1.99.38,39,195,39
1.1.99.39,13,65,0
1.1.99.40,28,140,28
1.1.99.41,31,155,31
1.1.99.42,49,245,49
1.1.99.6,22,110,22
1.10.-.-,36,180,36
1.10.3.-,10,50,0
1.10.3.15,41,205,41
1.10.3.16,16,80,16
1.10.3.2,6,30,0
1.10.3.4,24,120,24
1.10.3.9,2,10,0
1.10.5.1,15,75,15
1.11.-.-,11,55,0
1.11.1.-,2,10,0
1.11.1.1,18,90,18
1.11.1.10,23,115,23
1.11.1.11,6,30,0
1.11.1.12,4,20,0
1.11.1.13,19,95,0
1.11.1.14,4,20,0
1.11.1.16,18,90,18
1.11.1.17,42,210,42
1.11.1.18,17,85,17
1.11.1.19,12,60,0
1.11.1.2,14,70,0
1.11.1.20,9,45,0
1.11.1.21,6,30,0
1.11.1.22,25,125,25
1.11.1.23,24,120,24
1.11.1.24,4,20,0
1.11.1.25,10,50,0
1.11.1.26,10,50,0
1.11.1.27,3,15,0
1.11.1.28,10,50,0
1.11.1.29,16,80,16
1.11.1.6,6,30,0
1.11.1.7,4,20,0
1.11.1.8,15,75,15
1.11.1.9,10,50,0
1.11.2.-,0,0,0
1.11.2.1,34,170,34
1.11.2.2,21,105,21
1.11.2.3,8,40,0
1.11.2.4,26,130,26
1.11.2.5,39,195,39
1.12.-.-,19,95,19
1.12.1.2,18,90,0
1.12.1.3,17,85,0
1.12.1.4,15,75,15
1.12.2.1,7,35,0
1.12.5.1,22,110,22
1.12.7.2,14,70,0
1.12.98.1,8,40,0
1.12.98.2,16,80,0
1.12.98.3,10,50,0
1.12.99.-,5,25,0
1.12.99.6,4,20,0
1.13.1.-,37,185,37
1.13.11.-,5,25,0
1.13.11.1,14,70,0
1.13.11.11,2,10,0
1.13.11.12,4,20,0
1.13.11.16,6,30,0
1.13.11.18,13,65,13
1.13.11.19,19,95,19
1.13.11.2,10,50,0
1.13.11.25,20,100,20
1.13.11.29,13,65,0
1.13.11.3,14,70,0
1.13.11.31,11,55,0
1.13.11.33,11,55,0
1.13.11.34,12,60,12
1.13.11.37,15,75,0
1.13.11.38,33,165,33
1.13.11.39,19,95,0
1.13.11.4,13,65,13
1.13.11.40,0,0,0
1.13.11.43,19,95,19
1.13.11.45,19,95,0
1.13.11.46,18,90,18
1.13.11.48,40,200,40
1.13.11.49,25,125,25
1.13.11.50,37,185,37
1.13.11.51,11,55,0
1.13.11.52,12,60,0
1.13.11.53,7,35,0
1.13.11.54,1,5,0
1.13.11.55,27,135,27
1.13.11.56,17,85,17
1.13.11.57,37,185,37
1.13.11.58,6,30,0
1.13.11.59,13,65,13
1.13.11.6,8,40,0
1.13.11.60,0,0,0
1.13.11.61,27,135,27
1.13.11.62,0,0,0
1.13.11.63,8,40,0
1.13.11.64,39,195,39
1.13.11.65,17,85,17
1.13.11.66,35,175,35
1.13.11.68,20,100,20
1.13.11.69,21,105,21
1.13.11.71,15,75,15
1.13.11.72,34,170,34
1.13.11.73,32,160,32
1.13.11.75,42,210,42
1.13.11.76,28,140,28
1.13.11.77,42,210,42
1.13.11.78,27,135,27
1.13.11.79,20,100,20
1.13.11.8,31,155,31
1.13.11.80,27,135,27
1.13.11.81,16,80,16
1.13.11.82,40,200,40
1.13.11.83,33,165,33
1.13.11.84,35,175,35
1.13.11.86,44,220,44
1.13.11.88,20,100,20
1.13.11.89,29,145,29
1.13.11.9,32,160,32
1.13.11.90,33,165,33
1.13.11.91,31,155,31
1.13.11.93,9,45,0
1.13.12.-,6,30,0
1.13.12.13,42,210,42
1.13.12.16,22,110,22
1.13.12.18,0,0,0
1.13.12.19,19,95,0
1.13.12.20,46,230,46
1.13.12.21,42,210,42
1.13.12.22,38,190,38
1.13.12.3,10,50,0
1.13.12.4,39,195,39
1.13.12.5,47,235,47
1.13.12.7,16,80,16
1.13.12.9,38,190,38
1.13.99.1,16,80,0
1.14.-.-,5,25,0
1.14.11.1,9,45,0
1.14.11.13,12,60,0
1.14.11.15,10,50,0
1.14.11.17,21,105,21
1.14.11.20,30,150,30
1.14.11.21,24,120,24
1.14.11.24,29,145,29
1.14.11.26,21,105,21
1.14.11.27,12,60,0
1.14.11.28,23,115,23
1.14.11.29,15,75,0
1.14.11.30,13,65,13
1.14.11.31,23,115,23
1.14.11.35,17,85,17
1.14.11.36,19,95,19
1.14.11.38,14,70,14
1.14.11.39,37,185,37
1.14.11.4,12,60,0
1.14.11.40,36,180,36
1.14.11.41,26,130,26
1.14.11.42,22,110,22
1.14.11.43,25,125,25
1.14.11.44,24,120,24
1.14.11.45,39,195,39
1.14.11.47,42,210,42
1.14.11.49,17,85,17
1.14.11.51,12,60,0
1.14.11.52,35,175,35
1.14.11.54,11,55,11
1.14.11.55,9,45,0
1.14.11.56,29,145,29
1.14.11.57,22,110,22
1.14.11.58,46,230,46
1.14.11.59,36,180,36
1.14.11.6,7,35,0
1.14.11.60,45,225,45
1.14.11.61,16,80,0
1.14.11.62,16,80,0
1.14.11.63,19,95,19
1.14.11.64,9,45,0
1.14.11.65,17,85,17
1.14.11.66,9,45,0
1.14.11.67,22,110,22
1.14.11.7,10,50,0
1.14.11.71,39,195,39
1.14.11.72,32,160,32
1.14.11.73,14,70,14
1.14.11.74,33,165,33
1.14.11.75,46,230,46
1.14.11.76,31,155,31
1.14.11.77,9,45,9
1.14.11.78,11,55,11
1.14.11.79,9,45,0
1.14.11.8,19,95,0
1.14.11.80,37,185,37
1.14.11.81,47,235,47
1.14.11.82,41,205,41
1.14.11.9,8,40,0
1.14.11.n4,20,100,20
1.14.12.-,9,45,0
1.14.12.1,20,100,20
1.14.12.10,18,90,18
1.14.12.11,14,70,14
1.14.12.12,11,55,11
1.14.12.13,31,155,31
1.14.12.14,29,145,29
1.14.12.15,15,75,0
1.14.12.17,9,45,0
1.14.12.18,8,40,0
1.14.12.19,7,35,0
1.14.12.24,31,155,31
1.14.12.25,37,185,37
1.14.12.26,23,115,23
1.14.12.3,15,75,0
1.14.12.7,23,115,23
1.14.13.-,2,10,0
1.14.13.1,27,135,27
1.14.13.101,36,180,36
1.14.13.105,28,140,28
1.14.13.111,9,45,9
1.14.13.113,7,35,0
1.14.13.114,19,95,19
1.14.13.122,17,85,17
1.14.13.127,11,55,0
1.14.13.128,38,190,38
1.14.13.130,39,195,39
1.14.13.131,43,215,43
1.14.13.146,28,140,28
1.14.13.148,7,35,0
1.14.13.149,51,255,51
1.14.13.154,42,210,42
1.14.13.16,35,175,35
1.14.13.160,38,190,38
1.14.13.166,13,65,13
1.14.13.167,40,200,40
1.14.13.168,6,30,0
1.14.13.170,27,135,27
1.14.13.171,45,225,45
1.14.13.172,33,165,33
1.14.13.178,39,195,39
1.14.13.179,39,195,39
1.14.13.180,21,105,21
1.14.13.181,19,95,19
1.14.13.182,15,75,15
1.14.13.187,34,170,34
1.14.13.189,44,220,44
1.14.13.195,34,170,34
1.14.13.196,7,35,0
1.14.13.2,22,110,22
1.14.13.20,29,145,29
1.14.13.200,18,90,18
1.14.13.208,16,80,16
1.14.13.209,30,150,30
1.14.13.210,26,130,26
1.14.13.211,23,115,23
1.14.13.216,38,190,38
1.14.13.217,37,185,37
1.14.13.218,9,45,9
1.14.13.219,29,145,29
1.14.13.22,39,195,39
1.14.13.220,37,185,37
1.14.13.223,42,210,42
1.14.13.224,46,230,46
1.14.13.225,0,0,0
1.14.13.226,36,180,36
1.14.13.227,14,70,0
1.14.13.228,29,145,29
1.14.13.229,45,225,45
1.14.13.23,35,175,35
1.14.13.231,14,70,14
1.14.13.232,16,80,16
1.14.13.234,38,190,38
1.14.13.235,21,105,21
1.14.13.236,21,105,21
1.14.13.237,20,100,20
1.14.13.238,37,185,37
1.14.13.239,13,65,0
1.14.13.24,16,80,16
1.14.13.240,23,115,23
1.14.13.244,12,60,0
1.14.13.246,38,190,38
1.14.13.247,36,180,36
1.14.13.248,21,105,21
1.14.13.249,17,85,17
1.14.13.25,12,60,0
1.14.13.250,36,180,36
1.14.13.251,12,60,0
1.14.13.252,21,105,21
1.14.13.253,13,65,0
1.14.13.29,23,115,23
1.14.13.32,10,50,0
1.14.13.33,19,95,19
1.14.13.38,19,95,19
1.14.13.39,15,75,0
1.14.13.43,23,115,23
1.14.13.50,38,190,38
1.14.13.59,11,55,0
1.14.13.63,30,150,30
1.14.13.69,18,90,18
1.14.13.7,18,90,18
1.14.13.8,8,40,0
1.14.13.81,5,25,0
1.14.13.83,35,175,35
1.14.13.84,25,125,25
1.14.13.9,10,50,0
1.14.13.92,41,205,41
1.14.13.n7,5,25,0
1.14.14.-,5,25,0
1.14.14.1,3,15,0
1.14.14.10,40,200,40
1.14.14.102,13,65,13
1.14.14.103,13,65,13
1.14.14.104,30,150,30
1.14.14.106,39,195,39
1.14.14.107,21,105,21
1.14.14.109,36,180,36
1.14.14.11,26,130,26
1.14.14.111,40,200,40
1.14.14.112,22,110,22
1.14.14.115,30,150,30
1.14.14.117,19,95,19
1.14.14.118,17,85,17
1.14.14.119,17,85,17
1.14.14.12,21,105,21
1.14.14.121,42,210,42
1.14.14.122,20,100,20
1.14.14.123,36,180,36
1.14.14.124,23,115,23
1.14.14.125,18,90,18
1.14.14.126,11,55,0
1.14.14.127,44,220,44
1.14.14.128,42,210,42
1.14.14.129,49,245,49
1.14.14.13,20,100,20
1.14.14.130,13,65,13
1.14.14.131,31,155,31
1.14.14.132,30,150,30
1.14.14.133,28,140,28
1.14.14.134,44,220,44
1.14.14.137,14,70,0
1.14.14.138,35,175,35
1.14.14.139,19,95,19
1.14.14.14,7,35,0
1.14.14.143,44,220,44
1.14.14.147,29,145,29
1.14.14.148,45,225,45
1.14.14.149,47,235,47
1.14.14.15,37,185,37
1.14.14.150,18,90,18
1.14.14.151,42,210,42
1.14.14.152,42,210,42
1.14.14.154,3,15,0
1.14.14.155,50,250,50
1.14.14.156,20,100,20
1.14.14.158,33,165,33
1.14.14.159,37,185,37
1.14.14.16,12,60,0
1.14.14.160,36,180,36
1.14.14.161,48,240,48
1.14.14.162,22,110,22
1.14.14.163,41,205,41
1.14.14.164,40,200,40
1.14.14.165,34,170,34
1.14.14.166,33,165,33
1.14.14.167,28,140,28
1.14.14.168,17,85,17
1.14.14.17,14,70,0
1.14.14.170,43,215,43
1.14.14.171,42,210,42
1.14.14.173,40,200,40
1.14.14.174,44,220,44
1.14.14.175,15,75,15
1.14.14.176,41,205,41
1.14.14.178,17,85,17
1.14.14.179,15,75,15
1.14.14.18,4,20,0
1.14.14.180,32,160,32
1.14.14.181,23,115,23
1.14.14.182,43,215,43
1.14.14.184,37,185,37
1.14.14.186,24,120,24
1.14.14.187,36,180,36
1.14.14.189,34,170,34
1.14.14.190,33,165,33
1.14.14.21,15,75,15
1.14.14.23,15,75,0
1.14.14.24,30,150,30
1.14.14.25,22,110,22
1.14.14.26,8,40,0
1.14.14.27,36,180,36
1.14.14.29,15,75,15
1.14.14.3,13,65,0
1.14.14.30,32,160,32
1.14.14.32,9,45,0
1.14.14.35,19,95,19
1.14.14.36,31,155,31
1.14.14.37,43,215,43
1.14.14.38,11,55,11
1.14.14.39,19,95,19
1.14.14.40,24,120,24
1.14.14.41,36,180,36
1.14.14.42,19,95,19
1.14.14.43,37,185,37
1.14.14.44,38,190,38
1.14.14.45,44,220,44
1.14.14.46,42,210,42
1.14.14.47,13,65,0
1.14.14.48,27,135,27
1.14.14.49,41,205,41
1.14.14.5,4,20,0
1.14.14.50,29,145,29
1.14.14.51,14,70,0
1.14.14.53,15,75,0
1.14.14.55,44,220,44
1.14.14.56,39,195,39
1.14.14.58,9,45,9
1.14.14.59,23,115,23
1.14.14.60,15,75,15
1.14.14.61,19,95,19
1.14.14.62,39,195,39
1.14.14.63,31,155,31
1.14.14.64,39,195,39
1.14.14.65,37,185,37
1.14.14.68,37,185,37
1.14.14.69,35,175,35
1.14.14.71,40,200,40
1.14.14.72,29,145,29
1.14.14.73,18,90,18
1.14.14.74,34,170,34
1.14.14.75,30,150,30
1.14.14.76,32,160,32
1.14.14.78,34,170,34
1.14.14.79,11,55,0
1.14.14.80,6,30,0
1.14.14.81,16,80,0
1.14.14.82,10,50,10
1.14.14.83,27,135,27
1.14.14.84,39,195,39
1.14.14.85,32,160,32
1.14.14.86,12,60,0
1.14.14.87,21,105,21
1.14.14.88,41,205,41
1.14.14.89,42,210,42
1.14.14.9,11,55,0
1.14.14.90,37,185,37
1.14.14.91,9,45,0
1.14.14.94,12,60,12
1.14.14.95,11,55,0
1.14.14.98,33,165,33
1.14.14.99,19,95,19
1.14.15.-,12,60,0
1.14.15.1,34,170,34
1.14.15.11,28,140,28
1.14.15.13,41,205,41
1.14.15.14,18,90,18
1.14.15.15,19,95,19
1.14.15.16,22,110,22
1.14.15.17,27,135,27
1.14.15.18,18,90,18
1.14.15.19,42,210,42
1.14.15.21,10,50,0
1.14.15.22,32,160,32
1.14.15.23,32,160,32
1.14.15.24,8,40,0
1.14.15.26,33,165,33
1.14.15.27,17,85,17
1.14.15.28,17,85,0
1.14.15.29,11,55,11
1.14.15.3,9,45,0
1.14.15.31,34,170,34
1.14.15.32,40,200,40
1.14.15.33,35,175,35
1.14.15.34,41,205,41
1.14.15.35,34,170,34
1.14.15.38,23,115,23
1.14.15.4,8,40,0
1.14.15.43,30,150,30
1.14.15.44,42,210,42
1.14.15.45,18,90,0
1.14.15.46,16,80,0
1.14.15.5,11,55,0
1.14.15.6,6,30,0
1.14.15.7,6,30,6
1.14.15.8,49,245,49
1.14.15.9,16,80,16
1.14.16.-,28,140,28
1.14.16.1,6,30,0
1.14.16.2,14,70,0
1.14.16.4,6,30,0
1.14.16.5,11,55,0
1.14.16.7,32,160,32
1.14.17.-,10,50,0
1.14.17.1,12,60,0
1.14.17.3,11,55,0
1.14.17.4,7,35,0
1.14.18.-,7,35,0
1.14.18.1,4,20,0
1.14.18.10,30,150,30
1.14.18.11,21,105,21
1.14.18.12,15,75,15
1.14.18.2,7,35,0
1.14.18.3,19,95,19
1.14.18.4,35,175,35
1.14.18.5,9,45,0
1.14.18.6,32,160,32
1.14.18.7,19,95,19
1.14.18.9,7,35,0
1.14.19.-,5,25,0
1.14.19.1,9,45,0
1.14.19.11,20,100,0
1.14.19.12,28,140,28
1.14.19.13,57,285,57
1.14.19.14,29,145,29
1.14.19.15,44,220,44
1.14.19.16,29,145,29
1.14.19.17,4,20,0
1.14.19.18,17,85,0
1.14.19.2,7,35,0
1.14.19.20,7,35,0
1.14.19.22,46,230,46
1.14.19.23,19,95,19
1.14.19.25,19,95,19
1.14.19.26,31,155,31
1.14.19.27,27,135,27
1.14.19.28,22,110,22
1.14.19.29,20,100,20
1.14.19.3,7,35,0
1.14.19.30,14,70,14
1.14.19.31,13,65,13
1.14.19.33,27,135,27
1.14.19.34,20,100,20
1.14.19.35,13,65,13
1.14.19.36,27,135,27
1.14.19.37,18,90,18
1.14.19.38,40,200,40
1.14.19.39,46,230,46
1.14.19.4,35,175,35
1.14.19.40,30,150,30
1.14.19.41,13,65,0
1.14.19.42,41,205,41
1.14.19.43,39,195,39
1.14.19.44,13,65,0
1.14.19.45,13,65,13
1.14.19.46,22,110,22
1.14.19.48,23,115,23
1.14.19.5,13,65,13
1.14.19.50,7,35,7
1.14.19.51,30,150,30
1.14.19.52,40,200,40
1.14.19.53,19,95,19
1.14.19.54,39,195,39
1.14.19.55,20,100,20
1.14.19.57,30,150,30
1.14.19.58,49,245,49
1.14.19.59,29,145,29
1.14.19.6,5,25,0
1.14.19.60,44,220,44
1.14.19.61,33,165,33
1.14.19.62,31,155,31
1.14.19.64,15,75,15
1.14.19.65,25,125,25
1.14.19.66,31,155,31
1.14.19.67,37,185,37
1.14.19.69,25,125,25
1.14.19.71,21,105,21
1.14.19.72,27,135,27
1.14.19.73,21,105,21
1.14.19.74,22,110,22
1.14.19.75,35,175,35
1.14.19.76,22,110,22
1.14.19.78,45,225,45
1.14.19.79,20,100,20
1.14.19.8,17,85,17
1.14.19.80,11,55,11
1.14.19.81,19,95,19
1.14.19.9,22,110,22
1.14.19.n4,24,120,24
1.14.19.n5,19,95,19
1.14.20.-,32,160,32
1.14.20.1,28,140,28
1.14.20.10,42,210,42
1.14.20.11,35,175,35
1.14.20.15,34,170,34
1.14.20.3,30,150,30
1.14.20.4,8,40,0
1.14.20.5,35,175,35
1.14.20.6,11,55,0
1.14.20.7,13,65,0
1.14.20.8,49,245,49
1.14.99.1,4,20,0
1.14.99.15,42,210,42
1.14.99.22,32,160,32
1.14.99.29,8,40,0
1.14.99.38,17,85,17
1.14.99.39,18,90,18
1.14.99.44,33,165,33
1.14.99.46,5,25,0
1.14.99.47,35,175,35
1.14.99.48,12,60,0
1.14.99.53,28,140,28
1.14.99.55,9,45,9
1.14.99.56,7,35,0
1.14.99.57,25,125,25
1.14.99.58,28,140,28
1.14.99.59,30,150,30
1.14.99.60,6,30,0
1.14.99.61,33,165,33
1.14.99.62,31,155,31
1.14.99.63,16,80,0
1.14.99.64,38,190,38
1.14.99.65,29,145,29
1.14.99.66,17,85,0
1.14.99.67,40,200,40
1.14.99.68,36,180,36
1.14.99.n4,17,85,17
1.15.1.1,5,25,0
1.15.1.2,8,40,0
1.16.-.-,2,10,0
1.16.1.-,9,45,0
1.16.1.1,9,45,0
1.16.1.10,24,120,24
1.16.1.6,12,60,12
1.16.1.7,19,95,0
1.16.1.8,13,65,13
1.16.1.9,12,60,0
1.16.3.-,46,230,46
1.16.3.1,6,30,0
1.16.3.2,11,55,0
1.16.3.4,11,55,0
1.16.99.1,41,205,41
1.17.1.-,30,150,30
1.17.1.10,27,135,27
