ec,support_count,query_count,fallback_episodes
1.17.1.3,36,180,36
1.17.1.4,15,75,0
1.17.1.5,22,110,22
1.17.1.8,6,30,0
1.17.1.9,4,20,0
1.17.2.1,44,220,44
1.17.2.2,46,230,46
1.17.2.3,33,165,33
1.17.3.-,47,235,47
1.17.3.2,0,0,0
1.17.3.5,31,155,31
1.17.4.-,20,100,20
1.17.4.1,6,30,0
1.17.4.2,8,40,0
1.17.5.2,14,70,14
1.17.5.3,42,210,42
1.17.7.1,10,50,0
1.17.7.2,22,110,22
1.17.7.3,6,30,0
1.17.7.4,3,15,0
1.17.8.1,21,105,21
1.17.9.1,36,180,36
1.17.98.2,31,155,31
1.17.98.4,18,90,18
1.17.99.3,8,40,8
1.17.99.6,5,25,0
1.17.99.8,22,110,22
1.18.-.-,39,195,39
1.18.1.-,3,15,0
1.18.1.1,12,60,0
1.18.1.2,6,30,0
1.18.1.3,6,30,0
1.18.1.4,35,175,35
1.18.1.5,40,200,40
1.18.1.6,10,50,0
1.18.1.7,22,110,22
1.18.6.1,9,45,0
1.19.1.1,12,60,0
1.2.-.-,14,70,0
1.2.1.-,4,20,0
1.2.1.10,6,30,0
1.2.1.100,33,165,33
1.2.1.101,31,155,31
1.2.1.103,4,20,0
1.2.1.106,9,45,0
1.2.1.11,4,20,0
1.2.1.12,9,45,0
1.2.1.13,11,55,0
1.2.1.19,2,10,0
1.2.1.21,47,235,47
1.2.1.22,13,65,0
1.2.1.24,8,40,0
1.2.1.26,10,50,0
1.2.1.27,8,40,0
1.2.1.28,10,50,0
1.2.1.3,7,35,0
1.2.1.30,0,0,0
1.2.1.31,13,65,0
1.2.1.32,13,65,13
1.2.1.36,6,30,0
1.2.1.38,4,20,0
1.2.1.39,18,90,18
1.2.1.4,7,35,0
1.2.1.41,3,15,0
1.2.1.44,14,70,0
1.2.1.46,10,50,0
1.2.1.47,8,40,0
1.2.1.48,14,70,0
1.2.1.5,7,35,0
1.2.1.50,12,60,0
1.2.1.51,0,0,0
1.2.1.54,14,70,0
1.2.1.58,9,45,9
1.2.1.59,7,35,0
1.2.1.60,48,240,48
1.2.1.62,38,190,38
1.2.1.64,28,140,28
1.2.1.65,22,110,22
1.2.1.67,7,35,7
1.2.1.68,18,90,18
1.2.1.69,50,250,50
1.2.1.7,17,85,17
1.2.1.70,3,15,0
1.2.1.71,6,30,0
1.2.1.75,25,125,25
1.2.1.76,19,95,19
1.2.1.77,37,185,37
1.2.1.78,31,155,31
1.2.1.8,2,10,0
1.2.1.80,21,105,21
1.2.1.81,22,110,22
1.2.1.82,28,140,28
1.2.1.83,34,170,34
1.2.1.84,7,35,0
1.2.1.85,26,130,26
1.2.1.87,8,40,0
1.2.1.88,5,25,0
1.2.1.89,25,125,25
1.2.1.9,11,55,0
1.2.1.90,26,130,26
1.2.1.91,46,230,46
1.2.1.92,26,130,26
1.2.1.94,12,60,12
1.2.1.95,0,0,0
1.2.1.96,19,95,19
1.2.1.97,24,120,24
1.2.1.98,43,215,43
1.2.1.n2,20,100,20
1.2.2.-,47,235,47
1.2.3.1,13,65,13
1.2.3.14,0,0,0
1.2.3.15,33,165,33
1.2.3.3,25,125,25
1.2.3.4,18,90,18
1.2.3.5,15,75,15
1.2.3.7,0,0,0
1.2.4.-,9,45,0
1.2.4.1,6,30,0
1.2.4.2,7,35,0
1.2.4.4,7,35,0
1.2.5.1,47,235,47
1.2.5.2,16,80,16
1.2.5.3,9,45,0
1.2.7.-,21,105,21
1.2.7.1,8,40,0
1.2.7.11,8,40,0
1.2.7.12,19,95,0
1.2.7.3,9,45,0
1.2.7.4,5,25,0
1.2.7.5,15,75,15
1.2.7.6,40,200,40
1.2.7.7,9,45,0
1.2.7.8,5,25,0
1.2.98.1,24,120,24
1.2.99.-,11,55,11
1.2.99.10,30,150,30
1.2.99.6,10,50,0
1.2.99.7,36,180,36
1.20.1.1,44,220,44
1.20.4.1,4,20,0
1.20.4.2,13,65,0
1.20.4.3,30,150,30
1.20.4.4,6,30,0
1.20.99.1,21,105,21
1.21.-.-,9,45,0
1.21.1.-,39,195,39
1.21.1.1,13,65,0
1.21.3.1,5,25,0
1.21.3.10,19,95,19
1.21.3.11,41,205,41
1.21.3.3,30,150,30
1.21.3.6,40,200,40
1.21.3.7,39,195,39
1.21.3.8,44,220,44
1.21.4.1,21,105,21
1.21.4.2,5,25,0
1.21.4.3,7,35,0
1.21.4.4,4,20,0
1.21.98.-,16,80,16
1.21.98.1,25,125,25
1.21.98.3,16,80,16
1.21.98.4,7,35,0
1.21.99.1,21,105,21
1.21.99.3,10,50,0
1.21.99.4,7,35,0
1.21.99.5,12,60,12
1.23.1.-,9,45,0
1.23.1.1,8,40,0
1.23.1.2,9,45,0
1.23.1.3,14,70,0
1.23.5.1,22,110,22
1.3.-.-,6,30,0
1.3.1.1,13,65,0
1.3.1.100,17,85,17
1.3.1.102,41,205,41
1.3.1.103,34,170,34
1.3.1.104,11,55,0
1.3.1.105,17,85,17
1.3.1.106,12,60,0
1.3.1.107,38,190,38
1.3.1.108,11,55,11
1.3.1.112,21,105,21
1.3.1.113,44,220,44
1.3.1.114,39,195,39
1.3.1.115,38,190,38
1.3.1.116,36,180,36
1.3.1.12,8,40,0
1.3.1.120,44,220,44
1.3.1.121,19,95,19
1.3.1.122,7,35,0
1.3.1.123,29,145,29
1.3.1.124,13,65,0
1.3.1.125,41,205,41
1.3.1.14,4,20,0
1.3.1.19,37,185,37
1.3.1.2,22,110,22
1.3.1.20,11,55,0
1.3.1.21,11,55,0
1.3.1.24,22,110,22
1.3.1.25,20,100,20
1.3.1.28,16,80,16
1.3.1.29,19,95,19
1.3.1.3,12,60,0
1.3.1.31,34,170,34
1.3.1.32,13,65,0
1.3.1.33,11,55,0
1.3.1.34,31,155,31
1.3.1.38,13,65,0
1.3.1.39,21,105,21
1.3.1.42,10,50,0
1.3.1.44,14,70,0
1.3.1.45,15,75,15
1.3.1.48,7,35,0
1.3.1.49,28,140,28
1.3.1.53,31,155,31
1.3.1.54,15,75,15
1.3.1.56,15,75,0
1.3.1.57,31,155,31
1.3.1.58,25,125,25
1.3.1.60,28,140,28
1.3.1.70,5,25,0
1.3.1.71,13,65,0
1.3.1.72,14,70,0
1.3.1.73,22,110,22
1.3.1.74,17,85,0
1.3.1.75,18,90,18
1.3.1.76,9,45,0
1.3.1.77,47,235,47
1.3.1.78,26,130,26
1.3.1.81,47,235,47
1.3.1.82,40,200,40
1.3.1.83,18,90,18
1.3.1.84,14,70,14
1.3.1.85,32,160,32
1.3.1.86,17,85,17
1.3.1.87,4,20,0
1.3.1.88,19,95,19
1.3.1.89,6,30,0
1.3.1.9,4,20,0
1.3.1.90,19,95,19
1.3.1.91,8,40,0
1.3.1.92,43,215,43
1.3.1.93,15,75,0
1.3.1.94,8,40,0
1.3.1.95,37,185,37
1.3.1.96,35,175,35
1.3.1.98,4,20,0
1.3.1.n3,33,165,33
1.3.2.-,17,85,17
1.3.2.3,13,65,13
1.3.2.4,14,70,14
1.3.3.-,10,50,0
1.3.3.11,5,25,0
1.3.3.12,35,175,35
1.3.3.13,41,205,41
1.3.3.14,44,220,44
1.3.3.17,42,210,42
1.3.3.3,3,15,0
1.3.3.4,11,55,0
1.3.3.5,26,130,26
1.3.3.6,8,40,0
1.3.3.8,22,110,22
1.3.4.1,23,115,23
1.3.5.-,21,105,21
1.3.5.1,5,25,0
1.3.5.2,4,20,0
1.3.5.3,18,90,18
1.3.5.5,8,40,0
1.3.5.6,14,70,0
1.3.7.1,32,160,32
1.3.7.11,9,45,0
1.3.7.12,14,70,14
1.3.7.15,3,15,0
1.3.7.2,8,40,0
1.3.7.3,12,60,0
1.3.7.4,41,205,41
1.3.7.5,12,60,0
1.3.7.6,37,185,37
1.3.7.7,6,30,0
1.3.8.-,5,25,0
1.3.8.1,14,70,0
1.3.8.10,21,105,21
1.3.8.11,19,95,19
1.3.8.12,43,215,43
1.3.8.13,10,50,0
1.3.8.14,16,80,16
1.3.8.15,44,220,44
1.3.8.16,35,175,35
1.3.8.17,14,70,0
1.3.8.2,35,175,35
1.3.8.3,38,190,38
1.3.8.4,6,30,0
1.3.8.5,10,50,0
1.3.8.7,7,35,0
1.3.8.8,8,40,0
1.3.8.9,16,80,16
1.3.98.-,23,115,23
1.3.98.1,8,40,0
1.3.98.3,9,45,0
1.3.98.4,36,180,36
1.3.98.5,2,10,0
1.3.98.6,19,95,19
1.3.99.-,6,30,0
1.3.99.16,18,90,18
1.3.99.17,21,105,21
1.3.99.23,23,115,23
1.3.99.26,38,190,38
1.3.99.27,19,95,19
1.3.99.28,16,80,16
1.3.99.29,27,135,27
1.3.99.30,28,140,28
1.3.99.31,35,175,35
1.3.99.32,31,155,31
1.3.99.37,26,130,26
1.3.99.38,14,70,14
1.3.99.39,20,100,20
1.3.99.4,21,105,21
1.3.99.41,28,140,28
1.3.99.n1,18,90,18
1.4.-.-,49,245,49
1.4.1.-,8,40,0
1.4.1.1,8,40,0
1.4.1.11,23,115,23
1.4.1.12,35,175,35
1.4.1.13,9,45,0
1.4.1.14,0,0,0
1.4.1.16,16,80,16
1.4.1.17,25,125,25
1.4.1.18,27,135,27
1.4.1.19,27,135,27
1.4.1.2,8,40,0
1.4.1.20,13,65,0
1.4.1.21,6,30,0
1.4.1.23,12,60,12
1.4.1.24,11,55,0
1.4.1.25,41,205,41
1.4.1.26,43,215,43
1.4.1.28,40,200,40
1.4.1.3,6,30,0
1.4.1.4,4,20,0
1.4.1.9,12,60,0
1.4.2.-,35,175,35
1.4.2.2,35,175,35
1.4.2.3,23,115,23
1.4.3.-,13,65,0
1.4.3.1,14,70,0
1.4.3.10,39,195,39
1.4.3.11,15,75,15
1.4.3.13,3,15,0
1.4.3.14,34,170,34
1.4.3.16,4,20,0
1.4.3.2,6,30,0
1.4.3.20,32,160,32
1.4.3.21,8,40,0
1.4.3.22,15,75,0
1.4.3.23,23,115,23
1.4.3.25,12,60,12
1.4.3.26,16,80,16
1.4.3.3,9,45,0
1.4.3.4,6,30,0
1.4.3.5,3,15,0
1.4.4.2,9,45,0
1.4.5.-,25,125,25
1.4.5.1,16,80,16
1.4.7.1,31,155,31
1.4.9.-,28,140,28
1.4.9.1,13,65,0
1.4.9.2,17,85,17
1.4.99.-,5,25,0
1.4.99.6,45,225,45
1.5.-.-,6,30,0
1.5.1.-,10,50,0
1.5.1.1,19,95,0
1.5.1.10,14,70,14
1.5.1.11,11,55,11
1.5.1.15,8,40,0
1.5.1.16,18,90,18
1.5.1.19,20,100,20
1.5.1.2,5,25,0
1.5.1.20,17,85,17
1.5.1.21,21,105,21
1.5.1.23,42,210,42
1.5.1.24,15,75,15
1.5.1.25,14,70,14
1.5.1.27,32,160,32
1.5.1.28,28,140,28
1.5.1.3,5,25,0
1.5.1.30,13,65,13
1.5.1.32,33,165,33
1.5.1.33,20,100,20
1.5.1.34,13,65,0
1.5.1.36,7,35,0
1.5.1.37,7,35,0
1.5.1.38,14,70,0
1.5.1.39,11,55,11
1.5.1.40,10,50,10
1.5.1.41,11,55,11
1.5.1.42,6,30,0
1.5.1.43,27,135,27
1.5.1.44,10,50,10
1.5.1.45,36,180,36
1.5.1.47,39,195,39
1.5.1.51,47,235,47
1.5.1.52,40,200,40
1.5.1.53,12,60,0
1.5.1.54,13,65,0
1.5.1.55,37,185,37
1.5.1.56,41,205,41
1.5.1.57,27,135,27
1.5.1.6,9,45,0
1.5.1.7,8,40,0
1.5.1.9,15,75,15
1.5.3.1,11,55,0
1.5.3.10,45,225,45
1.5.3.13,15,75,15
1.5.3.15,40,200,40
1.5.3.16,17,85,17
1.5.3.17,13,65,13
1.5.3.18,44,220,44
1.5.3.19,23,115,23
1.5.3.21,44,220,44
1.5.3.24,16,80,0
1.5.3.5,24,120,24
1.5.3.6,33,165,33
1.5.3.7,13,65,0
1.5.4.1,35,175,35
1.5.5.-,20,100,20
1.5.5.1,9,45,0
1.5.5.2,13,65,0
1.5.5.3,15,75,15
1.5.7.3,38,190,38
1.5.8.-,40,200,40
1.5.8.1,30,150,30
1.5.8.2,36,180,36
1.5.8.3,18,90,18
1.5.8.4,20,100,20
1.5.98.1,9,45,0
1.5.98.2,15,75,0
1.5.98.3,5,25,0
1.5.99.-,24,120,24
1.5.99.12,9,45,0
1.5.99.13,41,205,41
1.5.99.14,20,100,20
1.5.99.15,16,80,16
1.5.99.4,22,110,22
1.6.-.-,4,20,0
1.6.1.1,8,40,0
1.6.2.-,6,30,0
1.6.2.2,6,30,0
1.6.2.4,7,35,0
1.6.2.6,14,70,14
1.6.3.1,11,55,0
1.6.3.2,37,185,37
1.6.3.4,11,55,0
1.6.3.5,17,85,17
1.6.5.-,7,35,0
1.6.5.10,11,55,0
1.6.5.12,17,85,17
1.6.5.2,0,0,0
1.6.5.4,13,65,0
1.6.5.5,7,35,0
1.6.5.6,35,175,35
1.6.5.7,39,195,39
1.6.5.9,10,50,0
1.7.-.-,4,20,0
1.7.1.1,7,35,0
1.7.1.13,1,5,0
1.7.1.15,14,70,14
1.7.1.16,17,85,17
1.7.1.17,3,15,0
1.7.1.2,17,85,17
1.7.1.3,16,80,0
1.7.1.4,7,35,7
1.7.1.6,40,200,40
1.7.1.7,6,30,0
1.7.1.9,34,170,34
1.7.2.-,5,25,0
1.7.2.1,7,35,0
1.7.2.2,4,20,0
1.7.2.4,12,60,0
1.7.2.5,25,125,25
1.7.2.6,27,135,27
1.7.2.7,25,125,25
1.7.2.8,42,210,42
1.7.2.9,19,95,19
1.7.3.1,21,105,21
1.7.3.3,4,20,0
1.7.5.1,7,35,0
1.7.6.1,23,115,23
1.7.7.1,13,65,0
1.7.7.2,37,185,37
1.7.99.1,2,10,0
1.8.-.-,10,50,0
1.8.1.-,7,35,0
1.8.1.12,8,40,8
1.8.1.14,7,35,0
1.8.1.15,14,70,14
1.8.1.16,36,180,36
1.8.1.19,22,110,22
1.8.1.2,4,20,0
1.8.1.20,37,185,37
1.8.1.22,15,75,0
1.8.1.4,8,40,0
1.8.1.7,8,40,0
1.8.1.8,7,35,0
1.8.1.9,8,40,0
1.8.2.2,13,65,13
1.8.2.3,22,110,22
1.8.2.4,44,220,44
1.8.3.-,16,80,16
1.8.3.1,12,60,0
1.8.3.2,8,40,0
1.8.3.4,15,75,0
1.8.3.5,9,45,0
1.8.3.6,44,220,44
1.8.3.7,10,50,0
1.8.4.-,4,20,0
1.8.4.10,7,35,0
1.8.4.11,4,20,0
1.8.4.12,4,20,0
1.8.4.13,36,180,36
1.8.4.14,9,45,0
1.8.4.2,16,80,16
1.8.4.8,5,25,0
1.8.4.9,12,60,12
1.8.5.-,6,30,0
1.8.5.1,13,65,0
1.8.5.2,27,135,27
1.8.5.3,23,115,23
1.8.5.4,14,70,14
1.8.5.5,39,195,39
1.8.5.6,52,260,52
1.8.5.7,24,120,24
1.8.5.8,14,70,14
1.8.7.1,9,45,0
1.8.7.2,12,60,0
1.8.7.3,18,90,0
1.8.98.-,10,50,0
1.8.98.1,15,75,0
1.8.98.2,11,55,0
1.8.98.3,27,135,27
1.8.98.4,13,65,13
1.8.98.5,14,70,0
1.8.98.6,9,45,9
1.8.98.7,20,100,20
1.8.99.2,43,215,43
1.9.3.-,23,115,23
1.9.6.1,2,10,0
1.97.1.1,21,105,21
1.97.1.12,3,15,0
1.97.1.13,45,225,45
1.97.1.2,29,145,29
1.97.1.4,6,30,0
2.-.-.-,2,10,0
2.1.-.-,8,40,0
2.1.1.-,4,20,0
2.1.1.1,10,50,10
2.1.1.10,11,55,0
2.1.1.100,7,35,0
2.1.1.102,47,235,47
2.1.1.103,9,45,0
2.1.1.104,7,35,0
2.1.1.106,40,200,40
2.1.1.107,10,50,0
2.1.1.11,17,85,17
2.1.1.110,24,120,24
2.1.1.111,40,200,40
2.1.1.112,14,70,14
2.1.1.114,11,55,0
2.1.1.116,20,100,20
2.1.1.117,10,50,0
2.1.1.122,23,115,23
2.1.1.127,21,105,21
2.1.1.128,13,65,13
2.1.1.13,37,185,37
2.1.1.130,14,70,14
2.1.1.131,20,100,20
2.1.1.132,14,70,14
2.1.1.133,15,75,0
2.1.1.136,36,180,36
2.1.1.137,13,65,0
2.1.1.140,21,105,21
2.1.1.141,13,65,13
2.1.1.143,17,85,17
2.1.1.144,6,30,0
2.1.1.145,18,90,18
2.1.1.146,18,90,18
2.1.1.148,6,30,0
2.1.1.15,42,210,42
2.1.1.150,9,45,9
2.1.1.151,21,105,21
2.1.1.152,27,135,27
2.1.1.154,25,125,25
2.1.1.155,19,95,19
2.1.1.156,15,75,15
2.1.1.157,26,130,26
2.1.1.158,22,110,22
2.1.1.159,7,35,0
2.1.1.160,14,70,0
2.1.1.161,30,150,30
2.1.1.164,36,180,36
2.1.1.166,6,30,0
2.1.1.167,40,200,40
2.1.1.168,28,140,28
2.1.1.169,41,205,41
2.1.1.17,8,40,0
2.1.1.170,5,25,0
2.1.1.173,4,20,0
2.1.1.174,8,40,0
2.1.1.175,15,75,15
2.1.1.177,6,30,0
2.1.1.178,6,30,0
2.1.1.180,16,80,16
2.1.1.181,3,15,0
2.1.1.182,6,30,0
2.1.1.183,6,30,0
2.1.1.186,6,30,0
2.1.1.187,38,190,38
2.1.1.188,41,205,41
2.1.1.189,3,15,0
2.1.1.190,5,25,0
2.1.1.191,8,40,0
2.1.1.192,2,10,0
2.1.1.193,9,45,0
2.1.1.195,2,10,0
2.1.1.196,3,15,0
2.1.1.197,6,30,0
2.1.1.198,4,20,0
2.1.1.199,2,10,0
2.1.1.2,6,30,0
2.1.1.20,18,90,18
2.1.1.200,9,45,0
2.1.1.202,41,205,41
2.1.1.203,10,50,0
2.1.1.204,12,60,0
2.1.1.206,5,25,0
2.1.1.208,36,180,36
2.1.1.209,33,165,33
2.1.1.210,15,75,15
2.1.1.211,11,55,0
2.1.1.212,9,45,9
2.1.1.213,15,75,15
2.1.1.214,7,35,0
2.1.1.215,35,175,35
2.1.1.216,12,60,0
2.1.1.217,35,175,35
2.1.1.218,16,80,0
2.1.1.22,12,60,0
2.1.1.220,5,25,0
2.1.1.221,15,75,0
2.1.1.222,3,15,0
2.1.1.223,4,20,0
2.1.1.224,11,55,0
2.1.1.225,8,40,0
2.1.1.226,15,75,15
2.1.1.227,22,110,22
2.1.1.228,3,15,0
2.1.1.229,13,65,0
2.1.1.230,18,90,18
2.1.1.231,38,190,38
2.1.1.232,9,45,9
2.1.1.233,9,45,0
2.1.1.234,32,160,32
2.1.1.235,44,220,44
2.1.1.237,28,140,28
2.1.1.238,34,170,34
2.1.1.239,41,205,41
2.1.1.240,36,180,36
2.1.1.241,34,170,34
2.1.1.242,4,20,0
2.1.1.244,5,25,0
2.1.1.246,19,95,19
2.1.1.247,18,90,18
2.1.1.248,8,40,0
2.1.1.249,6,30,0
2.1.1.250,8,40,0
2.1.1.251,17,85,17
2.1.1.254,56,280,56
2.1.1.255,17,85,17
2.1.1.258,47,235,47
2.1.1.259,21,105,21
2.1.1.260,44,220,44
2.1.1.261,14,70,0
2.1.1.262,30,150,30
2.1.1.263,38,190,38
2.1.1.264,5,25,0
2.1.1.265,37,185,37
2.1.1.267,16,80,16
2.1.1.268,38,190,38
2.1.1.269,26,130,26
2.1.1.27,29,145,29
2.1.1.270,24,120,24
2.1.1.271,17,85,17
2.1.1.272,41,205,41
2.1.1.273,5,25,0
2.1.1.274,8,40,8
2.1.1.275,35,175,35
2.1.1.276,50,250,50
2.1.1.277,21,105,21
2.1.1.278,20,100,20
2.1.1.279,41,205,41
2.1.1.28,19,95,0
2.1.1.280,16,80,16
2.1.1.281,39,195,39
2.1.1.282,7,35,0
2.1.1.283,42,210,42
2.1.1.285,39,195,39
2.1.1.287,17,85,17
2.1.1.288,24,120,24
2.1.1.289,32,160,32
2.1.1.290,10,50,0
2.1.1.291,42,210,42
2.1.1.292,25,125,25
2.1.1.293,17,85,17
2.1.1.294,21,105,21
2.1.1.295,13,65,13
2.1.1.296,12,60,12
2.1.1.297,6,30,0
2.1.1.298,10,50,0
2.1.1.299,16,80,16
2.1.1.300,35,175,35
2.1.1.301,48,240,48
2.1.1.302,35,175,35
2.1.1.304,41,205,41
2.1.1.306,32,160,32
2.1.1.307,32,160,32
2.1.1.308,45,225,45
2.1.1.309,28,140,28
2.1.1.310,44,220,44
2.1.1.311,48,240,48
2.1.1.312,37,185,37
2.1.1.313,37,185,37
2.1.1.314,11,55,0
2.1.1.316,49,245,49
2.1.1.317,13,65,0
2.1.1.319,5,25,0
2.1.1.320,6,30,0
2.1.1.321,17,85,0
2.1.1.323,35,175,35
2.1.1.324,24,120,24
2.1.1.325,16,80,16
2.1.1.327,36,180,36
2.1.1.328,49,245,49
2.1.1.329,9,45,0
2.1.1.330,35,175,35
2.1.1.331,30,150,30
2.1.1.332,35,175,35
2.1.1.333,45,225,45
2.1.1.334,16,80,0
2.1.1.336,10,50,0
2.1.1.337,51,255,51
2.1.1.338,32,160,32
2.1.1.339,37,185,37
2.1.1.34,10,50,0
2.1.1.341,27,135,27
2.1.1.342,38,190,38
2.1.1.343,31,155,31
2.1.1.344,31,155,31
2.1.1.345,17,85,17
2.1.1.346,5,25,0
2.1.1.347,37,185,37
2.1.1.348,5,25,0
2.1.1.35,4,20,0
2.1.1.351,38,190,38
2.1.1.352,34,170,34
2.1.1.354,8,40,0
2.1.1.355,12,60,0
2.1.1.356,9,45,0
2.1.1.357,14,70,0
2.1.1.359,4,20,0
2.1.1.360,14,70,0
2.1.1.361,0,0,0
2.1.1.362,8,40,0
2.1.1.364,10,50,0
2.1.1.365,39,195,39
2.1.1.366,10,50,0
2.1.1.367,7,35,0
2.1.1.368,16,80,16
2.1.1.369,13,65,13
2.1.1.37,4,20,0
2.1.1.370,0,0,0
2.1.1.372,12,60,0
2.1.1.374,13,65,13
2.1.1.375,35,175,35
2.1.1.376,34,170,34
2.1.1.378,28,140,28
2.1.1.379,29,145,29
2.1.1.38,44,220,44
2.1.1.381,30,150,30
2.1.1.383,40,200,40
2.1.1.387,32,160,32
2.1.1.392,46,230,46
2.1.1.393,40,200,40
2.1.1.396,26,130,26
2.1.1.397,35,175,35
2.1.1.4,13,65,0
2.1.1.41,11,55,0
2.1.1.42,12,60,12
2.1.1.44,13,65,13
2.1.1.45,7,35,0
2.1.1.46,14,70,14
2.1.1.47,37,185,37
2.1.1.5,14,70,0
2.1.1.50,39,195,39
2.1.1.53,15,75,0
2.1.1.57,11,55,0
2.1.1.59,27,135,27
2.1.1.6,9,45,0
2.1.1.60,11,55,11
2.1.1.61,7,35,0
2.1.1.62,13,65,13
2.1.1.63,5,25,0
2.1.1.64,0,0,0
2.1.1.65,36,180,36
2.1.1.68,7,35,0
2.1.1.7,17,85,17
2.1.1.70,33,165,33
2.1.1.71,4,20,0
2.1.1.74,2,10,0
2.1.1.75,36,180,36
2.1.1.76,25,125,25
2.1.1.77,4,20,0
2.1.1.8,17,85,0
2.1.1.80,12,60,0
2.1.1.85,10,50,0
2.1.1.89,28,140,28
2.1.1.9,10,50,0
2.1.1.90,30,150,30
2.1.1.94,41,205,41
2.1.1.95,21,105,21
2.1.1.96,14,70,14
2.1.1.98,9,45,0
2.1.1.99,23,115,23
2.1.1.n11,9,45,9
2.1.1.n4,14,70,14
2.1.2.-,9,45,0
2.1.2.10,3,15,0
2.1.2.11,1,5,0
2.1.2.13,4,20,0
2.1.2.14,26,130,26
2.1.2.2,6,30,0
2.1.2.3,6,30,0
2.1.2.5,7,35,0
2.1.2.7,16,80,16
2.1.2.8,12,60,12
2.1.2.9,6,30,0
2.1.3.-,3,15,0
2.1.3.1,23,115,23
2.1.3.10,22,110,22
2.1.3.11,21,105,21
2.1.3.12,30,150,30
2.1.3.15,2,10,0
2.1.3.16,30,150,30
2.1.3.2,2,10,0
2.1.3.3,2,10,0
2.1.3.5,15,75,15
2.1.3.6,7,35,0
2.1.3.9,13,65,13
2.1.4.1,14,70,0
2.1.4.2,11,55,11
2.1.4.3,34,170,34
2.1.5.1,29,145,29
2.2.1.-,19,95,19
2.2.1.1,6,30,0
2.2.1.10,4,20,0
2.2.1.11,33,165,33
2.2.1.12,23,115,23
2.2.1.13,16,80,16
2.2.1.14,28,140,28
2.2.1.15,20,100,20
2.2.1.2,5,25,0
2.2.1.3,19,95,19
2.2.1.5,0,0,0
2.2.1.6,5,25,0
2.2.1.7,7,35,0
2.2.1.8,37,185,37
2.2.1.9,5,25,0
2.3.-.-,10,50,0
2.3.1.-,5,25,0
2.3.1.1,4,20,0
2.3.1.101,5,25,0
2.3.1.102,50,250,50
2.3.1.103,14,70,14
2.3.1.107,32,160,32
2.3.1.108,9,45,0
2.3.1.109,6,30,0
2.3.1.110,21,105,21
2.3.1.111,0,0,0
2.3.1.116,25,125,25
2.3.1.117,8,40,0
2.3.1.118,12,60,0
2.3.1.12,1,5,0
2.3.1.121,13,65,13
2.3.1.122,9,45,0
2.3.1.129,7,35,0
2.3.1.13,9,45,0
2.3.1.133,27,135,27
2.3.1.135,10,50,10
2.3.1.136,38,190,38
2.3.1.137,14,70,0
2.3.1.140,21,105,21
2.3.1.144,16,80,16
2.3.1.145,22,110,22
2.3.1.146,24,120,24
2.3.1.149,13,65,13
2.3.1.15,7,35,0
2.3.1.150,41,205,41
2.3.1.151,26,130,26
2.3.1.153,41,205,41
2.3.1.155,9,45,0
2.3.1.156,17,85,17
2.3.1.158,17,85,17
2.3.1.159,24,120,24
2.3.1.160,42,210,42
2.3.1.161,27,135,27
2.3.1.162,24,120,24
2.3.1.164,11,55,11
2.3.1.165,0,0,0
2.3.1.167,37,185,37
2.3.1.168,19,95,0
2.3.1.169,10,50,0
2.3.1.17,13,65,13
2.3.1.170,36,180,36
2.3.1.171,35,175,35
2.3.1.174,12,60,0
2.3.1.175,40,200,40
2.3.1.176,11,55,0
2.3.1.177,44,220,44
2.3.1.179,11,55,0
2.3.1.18,16,80,16
2.3.1.180,2,10,0
2.3.1.181,6,30,0
2.3.1.184,9,45,0
2.3.1.187,28,140,28
2.3.1.188,43,215,43
2.3.1.19,20,100,20
2.3.1.191,7,35,0
2.3.1.193,7,35,0
2.3.1.196,18,90,18
2.3.1.199,6,30,0
2.3.1.20,6,30,0
2.3.1.200,21,105,21
2.3.1.201,35,175,35
2.3.1.202,41,205,41
2.3.1.203,20,100,20
2.3.1.204,9,45,0
2.3.1.205,23,115,23
2.3.1.206,29,145,29
2.3.1.208,24,120,24
2.3.1.21,9,45,0
2.3.1.210,22,110,22
2.3.1.211,33,165,33
2.3.1.212,27,135,27
2.3.1.214,32,160,32
2.3.1.216,37,185,37
2.3.1.217,18,90,18
2.3.1.218,41,205,41
2.3.1.219,39,195,39
2.3.1.22,5,25,0
2.3.1.220,19,95,19
2.3.1.221,0,0,0
2.3.1.222,8,40,0
2.3.1.223,40,200,40
2.3.1.224,17,85,17
2.3.1.225,8,40,0
2.3.1.226,35,175,35
2.3.1.227,34,170,34
2.3.1.228,35,175,35
2.3.1.229,48,240,48
2.3.1.23,11,55,0
2.3.1.230,33,165,33
2.3.1.232,37,185,37
2.3.1.233,17,85,17
2.3.1.234,4,20,0
2.3.1.235,18,90,18
2.3.1.236,0,0,0
2.3.1.237,0,0,0
2.3.1.238,17,85,17
2.3.1.239,0,0,0
2.3.1.24,14,70,0
2.3.1.240,0,0,0
2.3.1.241,18,90,18
2.3.1.242,21,105,21
2.3.1.243,21,105,21
2.3.1.244,0,0,0
2.3.1.245,6,30,0
2.3.1.246,13,65,13
2.3.1.247,28,140,28
2.3.1.248,38,190,38
2.3.1.249,39,195,39
2.3.1.250,15,75,0
2.3.1.251,9,45,0
2.3.1.252,0,0,0
2.3.1.253,24,120,24
2.3.1.254,9,45,0
2.3.1.255,5,25,0
2.3.1.256,17,85,0
2.3.1.257,10,50,0
