ec,support_count,query_count,fallback_episodes
1.1.3.42,46,230,46
1.1.3.43,45,225,45
1.1.3.44,37,185,37
1.1.3.45,40,200,40
1.1.3.46,41,205,41
1.1.3.47,38,190,38
1.1.3.48,28,140,28
1.1.3.5,22,110,22
1.1.3.50,33,165,33
1.1.3.6,30,150,30
1.1.3.8,8,40,0
1.1.5.-,6,30,0
1.1.5.11,38,190,38
1.1.5.12,14,70,14
1.1.5.13,18,90,18
1.1.5.14,38,190,38
1.1.5.2,12,60,12
1.1.5.3,9,45,0
1.1.5.4,6,30,0
1.1.5.5,16,80,16
1.1.5.8,24,120,24
1.1.5.9,24,120,24
1.1.7.1,17,85,17
1.1.98.-,21,105,21
1.1.98.2,9,45,0
1.1.98.6,16,80,16
1.1.98.7,16,80,16
1.1.99.-,18,90,0
1.1.99.14,18,90,18
1.1.99.2,12,60,0
1.1.99.22,19,95,19
1.1.99.24,12,60,0
1.1.99.28,46,230,46
1.1.99.29,13,65,0
1.1.99.3,21,105,21
1.1.99.30,31,155,31
1.1.99.31,29,145,29
1.1.99.32,37,185,37
1.1.99.35,48,240,48
1.1.99.36,21,105,21
1.1.99.38,41,205,41
1.1.99.39,15,75,0
1.1.99.42,43,215,43
1.1.99.6,21,105,21
1.10.3.-,7,35,0
1.10.3.1,10,50,0
1.10.3.11,14,70,0
1.10.3.16,19,95,19
1.10.3.2,4,20,0
1.10.3.3,13,65,0
1.10.3.4,37,185,37
1.10.3.9,5,25,0
1.10.5.1,16,80,16
1.11.-.-,12,60,0
1.11.1.-,7,35,0
1.11.1.1,15,75,15
1.11.1.10,19,95,19
1.11.1.11,12,60,0
1.11.1.12,9,45,0
1.11.1.13,13,65,0
1.11.1.14,7,35,0
1.11.1.16,22,110,22
1.11.1.18,20,100,20
1.11.1.19,13,65,13
1.11.1.2,15,75,0
1.11.1.20,9,45,0
1.11.1.21,6,30,0
1.11.1.22,24,120,24
1.11.1.23,41,205,41
1.11.1.24,4,20,0
1.11.1.25,9,45,0
1.11.1.26,11,55,0
1.11.1.5,8,40,0
1.11.1.6,8,40,0
1.11.1.8,12,60,12
1.11.2.-,0,0,0
1.11.2.1,37,185,37
1.11.2.2,30,150,30
1.11.2.3,9,45,0
1.11.2.4,22,110,22
1.12.-.-,21,105,21
1.12.1.2,10,50,0
1.12.1.3,13,65,0
1.12.1.4,26,130,26
1.12.1.5,26,130,26
1.12.2.1,14,70,0
1.12.5.1,23,115,23
1.12.7.2,10,50,0
1.12.98.1,9,45,0
1.12.98.2,11,55,0
1.12.98.3,19,95,19
1.12.98.4,22,110,22
1.12.99.-,5,25,0
1.12.99.6,7,35,0
1.13.-.-,10,50,10
1.13.11.-,5,25,0
1.13.11.1,8,40,0
1.13.11.11,5,25,0
1.13.11.12,16,80,0
1.13.11.15,30,150,30
1.13.11.16,9,45,0
1.13.11.19,22,110,22
1.13.11.2,10,50,0
1.13.11.20,12,60,0
1.13.11.24,9,45,0
1.13.11.25,42,210,42
1.13.11.27,8,40,0
1.13.11.29,11,55,0
1.13.11.3,15,75,0
1.13.11.31,12,60,0
1.13.11.33,11,55,0
1.13.11.34,10,50,10
1.13.11.37,24,120,24
1.13.11.38,36,180,36
1.13.11.39,11,55,0
1.13.11.40,0,0,0
1.13.11.43,45,225,45
1.13.11.45,14,70,0
1.13.11.46,18,90,18
1.13.11.47,41,205,41
1.13.11.48,37,185,37
1.13.11.5,3,15,0
1.13.11.50,34,170,34
1.13.11.52,17,85,0
1.13.11.53,5,25,0
1.13.11.54,3,15,0
1.13.11.55,32,160,32
1.13.11.56,24,120,24
1.13.11.58,4,20,0
1.13.11.59,35,175,35
1.13.11.6,4,20,0
1.13.11.60,0,0,0
1.13.11.63,16,80,0
1.13.11.65,31,155,31
1.13.11.66,34,170,34
1.13.11.68,23,115,23
1.13.11.69,26,130,26
1.13.11.70,17,85,17
1.13.11.71,16,80,16
1.13.11.72,32,160,32
1.13.11.74,31,155,31
1.13.11.75,30,150,30
1.13.11.76,44,220,44
1.13.11.77,26,130,26
1.13.11.78,50,250,50
1.13.11.79,18,90,18
1.13.11.80,28,140,28
1.13.11.81,39,195,39
1.13.11.84,35,175,35
1.13.11.88,36,180,36
1.13.11.89,48,240,48
1.13.11.9,27,135,27
1.13.11.91,37,185,37
1.13.11.92,13,65,13
1.13.11.93,15,75,15
1.13.12.-,10,50,0
1.13.12.13,31,155,31
1.13.12.16,16,80,16
1.13.12.18,0,0,0
1.13.12.19,15,75,15
1.13.12.20,43,215,43
1.13.12.21,51,255,51
1.13.12.22,47,235,47
1.13.12.23,32,160,32
1.13.12.3,19,95,0
1.13.12.4,36,180,36
1.13.12.5,56,280,56
1.13.12.6,37,185,37
1.13.12.9,46,230,46
1.13.99.1,8,40,0
1.14.-.-,4,20,0
1.14.11.1,14,70,0
1.14.11.11,35,175,35
1.14.11.13,10,50,0
1.14.11.15,9,45,0
1.14.11.16,16,80,16
1.14.11.17,20,100,20
1.14.11.18,10,50,0
1.14.11.2,9,45,0
1.14.11.20,43,215,43
1.14.11.21,23,115,23
1.14.11.24,40,200,40
1.14.11.25,34,170,34
1.14.11.26,18,90,18
1.14.11.27,7,35,0
1.14.11.28,19,95,19
1.14.11.29,14,70,0
1.14.11.30,21,105,21
1.14.11.32,39,195,39
1.14.11.33,10,50,0
1.14.11.35,27,135,27
1.14.11.36,21,105,21
1.14.11.37,38,190,38
1.14.11.38,45,225,45
1.14.11.39,35,175,35
1.14.11.4,9,45,0
1.14.11.40,35,175,35
1.14.11.42,20,100,20
1.14.11.43,17,85,17
1.14.11.45,54,270,54
1.14.11.47,43,215,43
1.14.11.48,26,130,26
1.14.11.49,36,180,36
1.14.11.51,17,85,0
1.14.11.53,14,70,0
1.14.11.55,10,50,0
1.14.11.56,31,155,31
1.14.11.59,35,175,35
1.14.11.61,15,75,0
1.14.11.62,19,95,19
1.14.11.63,21,105,21
1.14.11.65,17,85,17
1.14.11.66,11,55,0
1.14.11.67,17,85,17
1.14.11.68,21,105,21
1.14.11.69,13,65,13
1.14.11.7,18,90,0
1.14.11.77,42,210,42
1.14.11.79,7,35,0
1.14.11.80,32,160,32
1.14.11.81,39,195,39
1.14.11.82,39,195,39
1.14.11.9,11,55,0
1.14.11.n4,28,140,28
1.14.12.-,11,55,0
1.14.12.1,22,110,22
1.14.12.10,22,110,22
1.14.12.12,23,115,23
1.14.12.14,31,155,31
1.14.12.17,6,30,0
1.14.12.18,7,35,0
1.14.12.19,13,65,0
1.14.12.24,39,195,39
1.14.12.25,47,235,47
1.14.12.26,22,110,22
1.14.12.3,22,110,22
1.14.12.7,19,95,19
1.14.13.-,6,30,0
1.14.13.1,38,190,38
1.14.13.10,41,205,41
1.14.13.101,35,175,35
1.14.13.105,39,195,39
1.14.13.107,27,135,27
1.14.13.111,8,40,8
1.14.13.113,15,75,15
1.14.13.114,26,130,26
1.14.13.122,26,130,26
1.14.13.130,34,170,34
1.14.13.131,40,200,40
1.14.13.146,40,200,40
1.14.13.148,8,40,0
1.14.13.149,34,170,34
1.14.13.154,52,260,52
1.14.13.16,43,215,43
1.14.13.160,34,170,34
1.14.13.163,33,165,33
1.14.13.166,25,125,25
1.14.13.167,34,170,34
1.14.13.168,15,75,0
1.14.13.170,28,140,28
1.14.13.171,51,255,51
1.14.13.172,25,125,25
1.14.13.178,44,220,44
1.14.13.179,37,185,37
1.14.13.180,20,100,20
1.14.13.181,22,110,22
1.14.13.182,21,105,21
1.14.13.187,46,230,46
1.14.13.189,46,230,46
1.14.13.195,46,230,46
1.14.13.196,8,40,0
1.14.13.2,16,80,16
1.14.13.20,17,85,17
1.14.13.200,19,95,19
1.14.13.209,26,130,26
1.14.13.210,44,220,44
1.14.13.211,18,90,18
1.14.13.215,37,185,37
1.14.13.216,20,100,20
1.14.13.217,41,205,41
1.14.13.218,35,175,35
1.14.13.22,47,235,47
1.14.13.220,42,210,42
1.14.13.223,39,195,39
1.14.13.224,39,195,39
1.14.13.225,0,0,0
1.14.13.227,9,45,0
1.14.13.228,40,200,40
1.14.13.229,41,205,41
1.14.13.23,30,150,30
1.14.13.231,39,195,39
1.14.13.232,22,110,22
1.14.13.233,44,220,44
1.14.13.234,37,185,37
1.14.13.235,51,255,51
1.14.13.236,13,65,13
1.14.13.237,19,95,19
1.14.13.24,11,55,11
1.14.13.240,26,130,26
1.14.13.244,13,65,0
1.14.13.246,39,195,39
1.14.13.247,40,200,40
1.14.13.248,25,125,25
1.14.13.249,18,90,18
1.14.13.25,12,60,0
1.14.13.251,23,115,23
1.14.13.252,26,130,26
1.14.13.253,12,60,0
1.14.13.29,15,75,15
1.14.13.32,14,70,0
1.14.13.33,12,60,12
1.14.13.38,41,205,41
1.14.13.39,9,45,0
1.14.13.43,32,160,32
1.14.13.50,32,160,32
1.14.13.59,25,125,25
1.14.13.63,35,175,35
1.14.13.69,13,65,13
1.14.13.7,11,55,11
1.14.13.81,10,50,0
1.14.13.82,25,125,25
1.14.13.83,35,175,35
1.14.13.84,40,200,40
1.14.13.9,7,35,0
1.14.13.92,27,135,27
1.14.14.-,4,20,0
1.14.14.1,2,10,0
1.14.14.10,28,140,28
1.14.14.102,27,135,27
1.14.14.103,31,155,31
1.14.14.105,36,180,36
1.14.14.106,38,190,38
1.14.14.107,19,95,19
1.14.14.108,25,125,25
1.14.14.109,46,230,46
1.14.14.111,37,185,37
1.14.14.112,27,135,27
1.14.14.113,40,200,40
1.14.14.114,40,200,40
1.14.14.115,24,120,24
1.14.14.116,22,110,22
1.14.14.117,46,230,46
1.14.14.119,24,120,24
1.14.14.12,48,240,48
1.14.14.120,44,220,44
1.14.14.121,28,140,28
1.14.14.122,21,105,21
1.14.14.123,34,170,34
1.14.14.124,11,55,11
1.14.14.125,17,85,17
1.14.14.126,23,115,23
1.14.14.127,37,185,37
1.14.14.128,44,220,44
1.14.14.130,17,85,17
1.14.14.133,59,295,59
1.14.14.134,37,185,37
1.14.14.137,28,140,0
1.14.14.138,42,210,42
1.14.14.139,14,70,14
1.14.14.14,8,40,0
1.14.14.141,19,95,19
1.14.14.143,46,230,46
1.14.14.147,30,150,30
1.14.14.148,31,155,31
1.14.14.149,48,240,48
1.14.14.15,37,185,37
1.14.14.152,37,185,37
1.14.14.153,30,150,30
1.14.14.154,11,55,0
1.14.14.155,50,250,50
1.14.14.156,23,115,23
1.14.14.157,41,205,41
1.14.14.158,43,215,43
1.14.14.16,15,75,0
1.14.14.160,34,170,34
1.14.14.161,34,170,34
1.14.14.162,18,90,18
1.14.14.164,37,185,37
1.14.14.165,47,235,47
1.14.14.167,46,230,46
1.14.14.168,38,190,38
1.14.14.169,44,220,44
1.14.14.17,7,35,0
1.14.14.176,42,210,42
1.14.14.178,17,85,17
1.14.14.179,16,80,16
1.14.14.18,9,45,0
1.14.14.180,27,135,27
1.14.14.182,51,255,51
1.14.14.184,28,140,28
1.14.14.186,39,195,39
1.14.14.188,16,80,16
1.14.14.189,35,175,35
1.14.14.19,6,30,0
1.14.14.190,38,190,38
1.14.14.21,39,195,39
1.14.14.22,50,250,50
1.14.14.23,7,35,0
1.14.14.24,20,100,20
1.14.14.25,20,100,20
1.14.14.26,12,60,0
1.14.14.29,26,130,26
1.14.14.3,5,25,0
1.14.14.30,31,155,31
1.14.14.32,6,30,0
1.14.14.35,27,135,27
1.14.14.36,34,170,34
1.14.14.38,19,95,19
1.14.14.40,39,195,39
1.14.14.41,35,175,35
1.14.14.42,25,125,25
1.14.14.43,33,165,33
1.14.14.45,37,185,37
1.14.14.46,42,210,42
1.14.14.47,24,120,24
1.14.14.49,43,215,43
1.14.14.5,10,50,0
1.14.14.50,46,230,46
1.14.14.52,19,95,19
1.14.14.53,7,35,0
1.14.14.54,39,195,39
1.14.14.55,43,215,43
1.14.14.56,43,215,43
1.14.14.57,35,175,35
1.14.14.58,34,170,34
1.14.14.59,40,200,40
1.14.14.68,37,185,37
1.14.14.69,37,185,37
1.14.14.70,39,195,39
1.14.14.71,39,195,39
1.14.14.73,22,110,22
1.14.14.74,38,190,38
1.14.14.75,34,170,34
1.14.14.78,21,105,21
1.14.14.79,12,60,0
1.14.14.80,5,25,0
1.14.14.81,10,50,0
1.14.14.83,20,100,20
1.14.14.84,33,165,33
1.14.14.85,43,215,43
1.14.14.86,24,120,24
1.14.14.87,19,95,19
1.14.14.88,39,195,39
1.14.14.89,41,205,41
1.14.14.9,8,40,0
1.14.14.90,35,175,35
1.14.14.92,35,175,35
1.14.14.94,20,100,20
1.14.14.95,22,110,0
1.14.14.98,27,135,27
1.14.14.99,14,70,14
1.14.15.-,16,80,16
1.14.15.1,34,170,34
1.14.15.11,44,220,44
1.14.15.14,41,205,41
1.14.15.15,18,90,18
1.14.15.16,16,80,16
1.14.15.17,20,100,20
1.14.15.18,11,55,11
1.14.15.21,18,90,0
1.14.15.22,37,185,37
1.14.15.24,18,90,0
1.14.15.26,45,225,45
1.14.15.28,40,200,40
1.14.15.29,38,190,38
1.14.15.3,10,50,0
1.14.15.30,10,50,0
1.14.15.31,38,190,38
1.14.15.32,32,160,32
1.14.15.33,38,190,38
1.14.15.34,32,160,32
1.14.15.35,35,175,35
1.14.15.36,41,205,41
1.14.15.37,42,210,42
1.14.15.38,23,115,23
1.14.15.39,34,170,34
1.14.15.43,37,185,37
1.14.15.45,11,55,0
1.14.15.46,5,25,0
1.14.15.6,9,45,0
1.14.15.7,13,65,13
1.14.15.8,58,290,58
1.14.15.9,18,90,18
1.14.16.-,27,135,27
1.14.16.1,19,95,0
1.14.16.2,14,70,0
1.14.16.4,8,40,0
1.14.16.7,31,155,31
1.14.17.-,8,40,0
1.14.17.3,12,60,0
1.14.17.4,8,40,0
1.14.18.-,7,35,0
1.14.18.1,4,20,0
1.14.18.10,20,100,20
1.14.18.11,20,100,20
1.14.18.2,10,50,0
1.14.18.3,23,115,23
1.14.18.5,11,55,0
1.14.18.6,46,230,46
1.14.18.7,14,70,14
1.14.18.9,8,40,0
1.14.19.-,2,10,0
1.14.19.1,6,30,0
1.14.19.10,26,130,26
1.14.19.11,18,90,18
1.14.19.12,37,185,37
1.14.19.13,37,185,37
1.14.19.14,23,115,23
1.14.19.15,36,180,36
1.14.19.16,34,170,34
1.14.19.2,11,55,0
1.14.19.20,14,70,0
1.14.19.22,46,230,46
1.14.19.23,18,90,18
1.14.19.25,33,165,33
1.14.19.26,39,195,39
1.14.19.27,40,200,40
1.14.19.28,36,180,36
1.14.19.29,13,65,13
1.14.19.3,11,55,0
1.14.19.30,15,75,15
1.14.19.31,14,70,14
1.14.19.33,14,70,14
1.14.19.34,21,105,21
1.14.19.35,23,115,23
1.14.19.36,18,90,18
1.14.19.37,21,105,21
1.14.19.38,42,210,42
1.14.19.39,35,175,35
1.14.19.4,41,205,41
1.14.19.40,41,205,41
1.14.19.41,16,80,0
1.14.19.42,42,210,42
1.14.19.44,12,60,0
1.14.19.45,15,75,15
1.14.19.46,43,215,43
1.14.19.47,15,75,15
1.14.19.48,39,195,39
1.14.19.53,23,115,23
1.14.19.55,20,100,20
1.14.19.56,27,135,27
1.14.19.57,27,135,27
1.14.19.59,30,150,30
1.14.19.6,12,60,0
1.14.19.61,45,225,45
1.14.19.62,27,135,27
1.14.19.64,35,175,35
1.14.19.65,30,150,30
1.14.19.66,57,285,57
1.14.19.68,20,100,20
1.14.19.69,22,110,22
1.14.19.72,28,140,28
1.14.19.74,20,100,20
1.14.19.75,45,225,45
1.14.19.76,16,80,16
1.14.19.77,28,140,28
1.14.19.78,32,160,32
1.14.19.79,25,125,25
1.14.19.8,24,120,24
1.14.19.80,20,100,20
1.14.19.81,28,140,28
1.14.19.9,22,110,22
1.14.19.n5,15,75,15
1.14.20.-,40,200,40
1.14.20.1,20,100,20
1.14.20.10,46,230,46
1.14.20.11,35,175,35
1.14.20.15,27,135,27
1.14.20.3,44,220,44
1.14.20.4,10,50,0
1.14.20.5,43,215,43
1.14.20.6,20,100,0
1.14.20.7,23,115,23
1.14.99.-,12,60,0
1.14.99.1,5,25,0
1.14.99.15,42,210,42
1.14.99.22,37,185,37
1.14.99.29,7,35,0
1.14.99.38,11,55,11
1.14.99.39,20,100,20
1.14.99.46,7,35,0
1.14.99.48,23,115,23
1.14.99.50,16,80,16
1.14.99.55,18,90,18
1.14.99.56,7,35,0
1.14.99.58,34,170,34
1.14.99.59,35,175,35
1.14.99.60,9,45,0
1.14.99.61,35,175,35
1.14.99.62,40,200,40
1.14.99.63,15,75,0
1.14.99.64,33,165,33
1.14.99.65,36,180,36
1.14.99.66,14,70,0
1.14.99.67,38,190,38
1.14.99.68,39,195,39
1.14.99.69,34,170,34
1.14.99.n4,20,100,20
1.15.1.1,3,15,0
1.15.1.2,12,60,0
1.16.-.-,8,40,0
1.16.1.-,4,20,0
1.16.1.1,7,35,0
1.16.1.10,34,170,34
1.16.1.6,19,95,19
1.16.1.7,9,45,0
1.16.1.8,19,95,19
1.16.1.9,10,50,0
1.16.3.1,7,35,0
1.16.3.4,10,50,0
1.16.99.1,37,185,37
1.17.1.-,26,130,26
1.17.1.10,25,125,25
1.17.1.3,39,195,39
1.17.1.4,9,45,0
1.17.1.5,20,100,20
1.17.1.9,9,45,0
1.17.2.1,47,235,47
1.17.2.2,44,220,44
1.17.2.3,44,220,44
1.17.3.-,42,210,42
1.17.3.2,0,0,0
1.17.3.5,45,225,45
1.17.4.-,29,145,29
1.17.4.1,8,40,0
1.17.4.2,11,55,0
1.17.4.4,12,60,0
1.17.5.3,43,215,43
1.17.7.2,30,150,30
1.17.7.3,6,30,0
1.17.7.4,4,20,0
1.17.8.1,23,115,23
1.17.9.1,47,235,47
1.17.98.2,33,165,33
1.17.98.4,41,205,41
1.17.99.3,14,70,14
1.17.99.6,6,30,0
1.17.99.8,24,120,24
1.17.99.9,3,15,0
1.18.-.-,40,200,40
1.18.1.-,5,25,0
1.18.1.1,20,100,0
1.18.1.2,1,5,0
1.18.1.3,11,55,0
1.18.1.4,40,200,40
1.18.1.5,37,185,37
1.18.1.6,12,60,0
1.18.1.7,19,95,19
1.18.6.1,3,15,0
1.19.1.1,4,20,0
1.2.-.-,12,60,12
1.2.1.-,5,25,0
1.2.1.10,1,5,0
1.2.1.103,6,30,0
1.2.1.106,8,40,0
1.2.1.11,8,40,0
1.2.1.12,2,10,0
1.2.1.13,10,50,0
1.2.1.16,14,70,14
1.2.1.19,12,60,0
1.2.1.21,34,170,34
1.2.1.22,15,75,15
1.2.1.24,11,55,0
1.2.1.27,9,45,0
1.2.1.3,6,30,0
1.2.1.30,0,0,0
1.2.1.31,19,95,0
1.2.1.32,11,55,11
1.2.1.36,11,55,0
1.2.1.38,3,15,0
1.2.1.4,15,75,15
1.2.1.41,7,35,0
1.2.1.44,17,85,17
1.2.1.46,15,75,0
1.2.1.47,7,35,0
1.2.1.48,13,65,0
1.2.1.5,12,60,0
1.2.1.51,0,0,0
1.2.1.54,10,50,0
1.2.1.58,13,65,13
1.2.1.59,6,30,0
1.2.1.60,28,140,28
1.2.1.62,43,215,43
1.2.1.64,31,155,31
1.2.1.67,13,65,13
1.2.1.68,17,85,17
1.2.1.69,40,200,40
1.2.1.7,12,60,12
1.2.1.70,4,20,0
1.2.1.71,7,35,0
1.2.1.72,8,40,0
1.2.1.73,28,140,28
1.2.1.75,39,195,39
1.2.1.76,37,185,37
1.2.1.77,48,240,48
1.2.1.78,39,195,39
