ec,support_count,query_count,fallback_episodes
1.2.1.79,11,55,0
1.2.1.8,10,50,0
1.2.1.80,36,180,36
1.2.1.81,20,100,20
1.2.1.82,30,150,30
1.2.1.83,45,225,45
1.2.1.84,10,50,0
1.2.1.85,24,120,24
1.2.1.86,31,155,31
1.2.1.87,36,180,36
1.2.1.88,10,50,0
1.2.1.89,19,95,19
1.2.1.9,8,40,0
1.2.1.91,40,200,40
1.2.1.92,23,115,23
1.2.1.94,18,90,18
1.2.1.95,0,0,0
1.2.1.96,24,120,24
1.2.1.97,35,175,35
1.2.1.98,40,200,40
1.2.1.n2,22,110,22
1.2.2.-,55,275,55
1.2.3.14,0,0,0
1.2.3.15,33,165,33
1.2.3.3,29,145,29
1.2.3.4,12,60,12
1.2.3.7,0,0,0
1.2.4.-,14,70,0
1.2.4.1,4,20,0
1.2.4.2,16,80,0
1.2.4.4,8,40,0
1.2.5.1,38,190,38
1.2.5.2,23,115,23
1.2.5.3,9,45,0
1.2.7.-,20,100,20
1.2.7.1,8,40,0
1.2.7.10,15,75,15
1.2.7.11,10,50,0
1.2.7.12,12,60,0
1.2.7.3,13,65,0
1.2.7.4,11,55,0
1.2.7.5,12,60,12
1.2.7.6,39,195,39
1.2.7.7,13,65,0
1.2.7.8,14,70,0
1.2.98.1,43,215,43
1.2.99.-,21,105,21
1.2.99.6,17,85,0
1.2.99.7,38,190,38
1.2.99.8,23,115,23
1.20.1.1,34,170,34
1.20.4.-,41,205,41
1.20.4.1,16,80,0
1.20.4.2,10,50,0
1.20.4.4,12,60,0
1.20.9.1,14,70,14
1.20.99.1,29,145,29
1.21.-.-,22,110,22
1.21.1.-,35,175,35
1.21.1.1,11,55,0
1.21.3.1,10,50,0
1.21.3.10,23,115,23
1.21.3.3,17,85,17
1.21.3.6,46,230,46
1.21.3.7,35,175,35
1.21.4.1,22,110,22
1.21.4.2,8,40,0
1.21.4.3,17,85,0
1.21.4.4,10,50,0
1.21.4.5,40,200,40
1.21.98.-,23,115,23
1.21.98.1,26,130,26
1.21.98.2,45,225,45
1.21.98.3,14,70,14
1.21.98.4,6,30,0
1.21.99.-,11,55,11
1.21.99.1,38,190,38
1.21.99.3,9,45,0
1.21.99.4,10,50,0
1.21.99.5,19,95,19
1.23.1.-,13,65,0
1.23.1.1,10,50,0
1.23.1.2,14,70,14
1.23.5.1,12,60,12
1.3.-.-,4,20,0
1.3.1.-,5,25,0
1.3.1.1,20,100,20
1.3.1.101,20,100,20
1.3.1.102,35,175,35
1.3.1.104,10,50,0
1.3.1.105,22,110,22
1.3.1.106,13,65,0
1.3.1.107,39,195,39
1.3.1.108,22,110,22
1.3.1.115,33,165,33
1.3.1.116,36,180,36
1.3.1.119,44,220,44
1.3.1.12,10,50,0
1.3.1.120,42,210,42
1.3.1.121,22,110,22
1.3.1.122,41,205,41
1.3.1.124,10,50,0
1.3.1.125,43,215,43
1.3.1.13,24,120,24
1.3.1.14,2,10,0
1.3.1.2,20,100,20
1.3.1.20,9,45,0
1.3.1.21,6,30,0
1.3.1.22,9,45,0
1.3.1.24,28,140,28
1.3.1.25,20,100,20
1.3.1.28,26,130,26
1.3.1.29,18,90,18
1.3.1.3,16,80,0
1.3.1.31,27,135,27
1.3.1.32,14,70,0
1.3.1.33,12,60,0
1.3.1.34,18,90,18
1.3.1.36,26,130,26
1.3.1.38,8,40,0
1.3.1.39,36,180,36
1.3.1.42,16,80,0
1.3.1.43,48,240,48
1.3.1.44,14,70,0
1.3.1.48,8,40,0
1.3.1.49,38,190,38
1.3.1.53,18,90,18
1.3.1.54,17,85,17
1.3.1.56,15,75,0
1.3.1.57,47,235,47
1.3.1.6,13,65,13
1.3.1.60,22,110,22
1.3.1.70,6,30,0
1.3.1.71,22,110,22
1.3.1.72,16,80,0
1.3.1.74,12,60,0
1.3.1.75,16,80,16
1.3.1.77,45,225,45
1.3.1.81,49,245,49
1.3.1.82,48,240,48
1.3.1.83,18,90,18
1.3.1.84,23,115,23
1.3.1.86,30,150,30
1.3.1.87,15,75,0
1.3.1.88,14,70,14
1.3.1.89,9,45,0
1.3.1.9,6,30,0
1.3.1.90,17,85,17
1.3.1.91,6,30,0
1.3.1.92,38,190,38
1.3.1.93,6,30,0
1.3.1.94,7,35,0
1.3.1.95,46,230,46
1.3.1.96,44,220,44
1.3.1.97,39,195,39
1.3.1.98,8,40,0
1.3.1.n3,30,150,30
1.3.2.3,21,105,21
1.3.2.4,19,95,19
1.3.3.11,11,55,0
1.3.3.12,33,165,33
1.3.3.14,30,150,30
1.3.3.15,17,85,17
1.3.3.17,41,205,41
1.3.3.3,3,15,0
1.3.3.4,15,75,0
1.3.3.5,22,110,22
1.3.3.6,8,40,0
1.3.3.8,30,150,30
1.3.5.-,21,105,21
1.3.5.1,9,45,0
1.3.5.3,29,145,29
1.3.5.5,11,55,0
1.3.7.1,35,175,35
1.3.7.11,18,90,0
1.3.7.12,14,70,14
1.3.7.15,14,70,0
1.3.7.2,12,60,0
1.3.7.3,12,60,0
1.3.7.4,36,180,36
1.3.7.5,9,45,0
1.3.7.7,5,25,0
1.3.7.8,11,55,11
1.3.8.-,9,45,0
1.3.8.1,5,25,0
1.3.8.11,23,115,23
1.3.8.12,44,220,44
1.3.8.13,14,70,0
1.3.8.14,21,105,21
1.3.8.15,39,195,39
1.3.8.16,36,180,36
1.3.8.17,14,70,0
1.3.8.5,14,70,0
1.3.8.6,13,65,0
1.3.8.7,13,65,0
1.3.8.8,9,45,0
1.3.8.9,14,70,14
1.3.98.3,14,70,0
1.3.98.4,37,185,37
1.3.98.5,8,40,0
1.3.98.6,29,145,29
1.3.99.-,5,25,0
1.3.99.16,31,155,31
1.3.99.17,18,90,18
1.3.99.23,21,105,21
1.3.99.26,32,160,32
1.3.99.28,27,135,27
1.3.99.29,35,175,35
1.3.99.30,24,120,24
1.3.99.32,30,150,30
1.3.99.33,14,70,14
1.3.99.36,49,245,49
1.3.99.39,24,120,24
1.3.99.4,29,145,29
1.3.99.41,29,145,29
1.3.99.5,37,185,37
1.3.99.n1,23,115,23
1.4.-.-,42,210,42
1.4.1.1,7,35,0
1.4.1.11,16,80,16
1.4.1.12,32,160,32
1.4.1.13,6,30,0
1.4.1.14,0,0,0
1.4.1.16,27,135,27
1.4.1.17,26,130,26
1.4.1.18,48,240,48
1.4.1.19,42,210,42
1.4.1.2,9,45,0
1.4.1.20,14,70,0
1.4.1.21,8,40,0
1.4.1.23,18,90,18
1.4.1.24,7,35,0
1.4.1.25,37,185,37
1.4.1.26,31,155,31
1.4.1.3,9,45,0
1.4.1.4,11,55,0
1.4.1.9,17,85,17
1.4.2.-,38,190,38
1.4.2.2,46,230,46
1.4.2.3,19,95,19
1.4.3.-,18,90,0
1.4.3.1,17,85,0
1.4.3.10,39,195,39
1.4.3.11,14,70,14
1.4.3.13,8,40,0
1.4.3.16,7,35,0
1.4.3.19,10,50,0
1.4.3.2,9,45,0
1.4.3.20,35,175,35
1.4.3.21,5,25,0
1.4.3.22,15,75,15
1.4.3.23,34,170,34
1.4.3.25,28,140,28
1.4.3.3,7,35,0
1.4.3.4,9,45,0
1.4.4.2,0,0,0
1.4.5.-,37,185,37
1.4.5.1,18,90,18
1.4.7.1,32,160,32
1.4.9.1,13,65,0
1.4.9.2,23,115,23
1.4.99.-,9,45,0
1.4.99.5,11,55,0
1.4.99.6,36,180,36
1.5.-.-,8,40,0
1.5.1.-,9,45,0
1.5.1.1,9,45,0
1.5.1.10,14,70,14
1.5.1.11,16,80,16
1.5.1.15,8,40,0
1.5.1.16,41,205,41
1.5.1.19,21,105,21
1.5.1.2,3,15,0
1.5.1.20,23,115,23
1.5.1.21,23,115,23
1.5.1.23,47,235,47
1.5.1.24,23,115,23
1.5.1.25,12,60,12
1.5.1.28,35,175,35
1.5.1.3,3,15,0
1.5.1.30,16,80,16
1.5.1.32,36,180,36
1.5.1.33,31,155,31
1.5.1.34,14,70,0
1.5.1.36,5,25,0
1.5.1.37,15,75,15
1.5.1.38,13,65,0
1.5.1.39,7,35,7
1.5.1.40,21,105,21
1.5.1.41,28,140,28
1.5.1.42,4,20,0
1.5.1.43,20,100,20
1.5.1.46,24,120,24
1.5.1.47,31,155,31
1.5.1.49,12,60,0
1.5.1.5,7,35,0
1.5.1.50,11,55,11
1.5.1.51,29,145,29
1.5.1.53,15,75,0
1.5.1.54,12,60,0
1.5.1.55,34,170,34
1.5.1.6,7,35,0
1.5.1.7,13,65,0
1.5.1.8,27,135,27
1.5.1.9,30,150,30
1.5.3.-,12,60,0
1.5.3.1,10,50,0
1.5.3.10,38,190,38
1.5.3.13,25,125,25
1.5.3.14,37,185,37
1.5.3.15,43,215,43
1.5.3.16,22,110,22
1.5.3.19,30,150,30
1.5.3.21,45,225,45
1.5.3.22,25,125,25
1.5.3.24,4,20,0
1.5.3.5,43,215,43
1.5.3.7,14,70,0
1.5.4.1,39,195,39
1.5.5.-,23,115,23
1.5.5.1,3,15,0
1.5.5.2,8,40,0
1.5.5.3,13,65,13
1.5.7.2,48,240,48
1.5.7.3,37,185,37
1.5.8.-,38,190,38
1.5.8.1,37,185,37
1.5.8.2,35,175,35
1.5.8.3,25,125,25
1.5.8.4,19,95,19
1.5.98.1,13,65,0
1.5.98.2,10,50,0
1.5.98.3,11,55,0
1.5.99.-,22,110,22
1.5.99.12,7,35,0
1.5.99.14,15,75,15
1.5.99.15,34,170,34
1.5.99.4,24,120,24
1.6.-.-,9,45,0
1.6.1.1,8,40,0
1.6.2.-,13,65,0
1.6.2.2,5,25,0
1.6.2.4,12,60,0
1.6.2.6,24,120,24
1.6.3.-,9,45,0
1.6.3.1,10,50,0
1.6.3.2,48,240,48
1.6.3.4,8,40,0
1.6.3.5,11,55,11
1.6.5.-,7,35,0
1.6.5.12,24,120,24
1.6.5.2,6,30,0
1.6.5.4,7,35,0
1.6.5.5,9,45,0
1.6.5.6,28,140,28
1.6.5.7,39,195,39
1.6.5.9,9,45,0
1.6.99.-,12,60,0
1.6.99.1,11,55,0
1.7.-.-,7,35,0
1.7.1.-,13,65,13
1.7.1.1,9,45,0
1.7.1.13,2,10,0
1.7.1.14,34,170,34
1.7.1.15,38,190,38
1.7.1.16,29,145,29
1.7.1.17,5,25,0
1.7.1.2,13,65,13
1.7.1.4,18,90,18
1.7.1.6,28,140,28
1.7.1.7,10,50,0
1.7.1.9,29,145,29
1.7.2.-,8,40,0
1.7.2.1,12,60,0
1.7.2.2,10,50,0
1.7.2.3,15,75,0
1.7.2.4,7,35,0
1.7.2.5,19,95,19
1.7.2.6,33,165,33
1.7.2.7,31,155,31
1.7.2.8,43,215,43
1.7.2.9,40,200,40
1.7.3.1,31,155,31
1.7.3.3,8,40,0
1.7.5.1,6,30,0
1.7.6.1,24,120,24
1.7.7.1,13,65,0
1.7.7.2,37,185,37
1.7.99.1,4,20,0
1.8.-.-,11,55,0
1.8.1.-,5,25,0
1.8.1.12,11,55,11
1.8.1.14,10,50,0
1.8.1.16,23,115,23
1.8.1.18,26,130,26
1.8.1.19,22,110,22
1.8.1.2,2,10,0
1.8.1.22,18,90,18
1.8.1.4,7,35,0
1.8.1.7,8,40,0
1.8.1.9,6,30,0
1.8.3.-,19,95,19
1.8.3.1,16,80,0
1.8.3.2,8,40,0
1.8.3.4,8,40,0
1.8.3.5,10,50,0
1.8.3.6,47,235,47
1.8.3.7,16,80,0
1.8.4.-,8,40,0
1.8.4.10,9,45,0
1.8.4.12,4,20,0
1.8.4.14,9,45,0
1.8.4.2,20,100,20
1.8.4.8,5,25,0
1.8.5.-,4,20,0
1.8.5.1,9,45,0
1.8.5.2,31,155,31
1.8.5.3,12,60,12
1.8.5.4,17,85,17
1.8.5.5,39,195,39
1.8.5.7,25,125,25
1.8.5.8,20,100,20
1.8.7.1,16,80,0
1.8.7.2,11,55,0
1.8.7.3,19,95,0
1.8.98.-,17,85,0
1.8.98.1,7,35,0
1.8.98.2,19,95,0
1.8.98.4,16,80,16
1.8.98.6,17,85,17
1.8.98.7,35,175,35
1.8.99.-,20,100,20
1.8.99.2,36,180,36
1.9.3.-,22,110,22
1.9.6.1,9,45,0
1.97.-.-,25,125,25
1.97.1.-,6,30,0
1.97.1.1,19,95,19
1.97.1.12,5,25,0
1.97.1.13,31,155,31
1.97.1.2,23,115,23
1.97.1.4,14,70,14
1.97.1.9,22,110,22
2.-.-.-,6,30,0
2.1.-.-,12,60,0
2.1.1.-,3,15,0
2.1.1.1,20,100,20
2.1.1.10,5,25,0
2.1.1.100,12,60,0
2.1.1.101,44,220,44
2.1.1.103,10,50,0
2.1.1.104,10,50,0
2.1.1.106,40,200,40
2.1.1.107,2,10,0
2.1.1.109,18,90,18
2.1.1.11,28,140,28
2.1.1.110,26,130,26
2.1.1.112,20,100,20
2.1.1.113,15,75,0
2.1.1.114,7,35,0
2.1.1.116,24,120,24
2.1.1.117,17,85,17
2.1.1.118,37,185,37
2.1.1.127,29,145,29
2.1.1.129,36,180,36
2.1.1.13,37,185,37
2.1.1.131,37,185,37
2.1.1.132,16,80,16
2.1.1.133,18,90,18
2.1.1.136,38,190,38
2.1.1.137,13,65,0
2.1.1.14,4,20,0
2.1.1.140,37,185,37
2.1.1.141,29,145,29
2.1.1.143,15,75,15
2.1.1.144,6,30,0
2.1.1.145,34,170,34
2.1.1.146,17,85,17
2.1.1.15,43,215,43
2.1.1.150,16,80,16
2.1.1.151,31,155,31
2.1.1.152,28,140,28
2.1.1.154,41,205,41
2.1.1.155,21,105,21
2.1.1.156,25,125,25
2.1.1.157,23,115,23
2.1.1.158,37,185,37
2.1.1.159,10,50,0
2.1.1.160,18,90,18
2.1.1.161,37,185,37
2.1.1.163,2,10,0
2.1.1.164,37,185,37
2.1.1.166,4,20,0
2.1.1.167,39,195,39
2.1.1.168,42,210,42
2.1.1.169,36,180,36
2.1.1.17,7,35,0
2.1.1.171,13,65,13
2.1.1.172,6,30,0
2.1.1.173,5,25,0
2.1.1.174,13,65,0
2.1.1.175,14,70,14
2.1.1.177,4,20,0
2.1.1.178,8,40,0
2.1.1.179,15,75,0
2.1.1.180,25,125,25
2.1.1.181,10,50,0
2.1.1.182,3,15,0
2.1.1.183,8,40,0
2.1.1.184,5,25,0
2.1.1.185,6,30,0
2.1.1.186,3,15,0
2.1.1.187,35,175,35
2.1.1.188,44,220,44
2.1.1.189,3,15,0
2.1.1.190,7,35,0
2.1.1.191,4,20,0
2.1.1.192,4,20,0
2.1.1.193,10,50,0
2.1.1.195,8,40,0
2.1.1.196,11,55,0
2.1.1.197,6,30,0
2.1.1.198,4,20,0
2.1.1.199,4,20,0
2.1.1.2,11,55,0
2.1.1.20,15,75,15
2.1.1.200,7,35,0
2.1.1.201,5,25,0
2.1.1.202,31,155,31
2.1.1.203,7,35,0
2.1.1.204,16,80,16
2.1.1.205,8,40,0
2.1.1.206,12,60,0
2.1.1.207,8,40,0
2.1.1.208,37,185,37
2.1.1.209,44,220,44
2.1.1.210,40,200,40
2.1.1.211,6,30,0
2.1.1.212,17,85,17
2.1.1.213,14,70,14
2.1.1.214,11,55,0
2.1.1.215,38,190,38
2.1.1.216,7,35,0
2.1.1.217,33,165,33
2.1.1.219,36,180,36
2.1.1.22,13,65,0
2.1.1.220,12,60,0
2.1.1.223,6,30,0
2.1.1.224,34,170,34
2.1.1.225,9,45,0
2.1.1.229,10,50,0
2.1.1.230,23,115,23
2.1.1.232,14,70,14
2.1.1.233,6,30,0
2.1.1.234,42,210,42
2.1.1.235,38,190,38
2.1.1.237,26,130,26
2.1.1.238,37,185,37
2.1.1.240,27,135,27
2.1.1.242,1,5,0
2.1.1.243,32,160,32
2.1.1.244,16,80,0
2.1.1.245,17,85,0
2.1.1.247,21,105,21
2.1.1.248,17,85,0
2.1.1.249,17,85,0
2.1.1.250,13,65,0
2.1.1.255,22,110,22
2.1.1.256,17,85,0
2.1.1.257,8,40,0
2.1.1.260,50,250,50
2.1.1.261,13,65,0
2.1.1.262,24,120,24
2.1.1.264,8,40,0
2.1.1.265,38,190,38
2.1.1.266,27,135,27
2.1.1.267,15,75,15
2.1.1.268,43,215,43
2.1.1.269,48,240,48
2.1.1.270,22,110,22
2.1.1.272,42,210,42
2.1.1.273,7,35,0
2.1.1.274,9,45,9
2.1.1.275,35,175,35
2.1.1.276,51,255,51
2.1.1.277,22,110,22
2.1.1.278,22,110,22
2.1.1.279,46,230,46
2.1.1.28,14,70,14
2.1.1.280,38,190,38
2.1.1.281,34,170,34
2.1.1.282,9,45,0
2.1.1.283,46,230,46
2.1.1.284,34,170,34
2.1.1.285,49,245,49
2.1.1.286,46,230,46
2.1.1.287,24,120,24
2.1.1.289,35,175,35
2.1.1.290,13,65,0
2.1.1.292,35,175,35
2.1.1.293,21,105,21
2.1.1.294,27,135,27
2.1.1.295,15,75,15
2.1.1.296,18,90,18
2.1.1.297,5,25,0
2.1.1.298,15,75,0
2.1.1.301,42,210,42
2.1.1.302,38,190,38
2.1.1.303,37,185,37
2.1.1.306,33,165,33
2.1.1.307,42,210,42
2.1.1.309,33,165,33
2.1.1.310,43,215,43
2.1.1.311,50,250,50
2.1.1.312,40,200,40
2.1.1.315,38,190,38
2.1.1.316,48,240,48
2.1.1.317,19,95,19
2.1.1.318,46,230,46
2.1.1.319,3,15,0
2.1.1.320,5,25,0
2.1.1.321,10,50,0
2.1.1.324,26,130,26
2.1.1.325,22,110,22
2.1.1.327,45,225,45
2.1.1.329,16,80,16
2.1.1.33,4,20,0
2.1.1.331,37,185,37
2.1.1.332,30,150,30
2.1.1.333,34,170,34
2.1.1.334,21,105,21
2.1.1.34,25,125,25
2.1.1.340,40,200,40
2.1.1.341,59,295,59
2.1.1.344,38,190,38
2.1.1.346,16,80,0
2.1.1.348,7,35,0
2.1.1.35,6,30,0
2.1.1.352,27,135,27
2.1.1.353,38,190,38
2.1.1.354,8,40,0
2.1.1.355,9,45,0
2.1.1.356,4,20,0
2.1.1.357,14,70,14
2.1.1.359,9,45,0
2.1.1.360,10,50,0
2.1.1.362,7,35,0
2.1.1.364,9,45,0
2.1.1.365,28,140,28
2.1.1.366,13,65,0
2.1.1.367,11,55,0
2.1.1.368,21,105,21
2.1.1.369,15,75,15
2.1.1.37,9,45,0
2.1.1.370,0,0,0
2.1.1.371,0,0,0
2.1.1.372,6,30,0
2.1.1.375,39,195,39
2.1.1.376,41,205,41
2.1.1.378,29,145,29
2.1.1.379,27,135,27
2.1.1.38,28,140,28
2.1.1.383,31,155,31
2.1.1.386,13,65,0
2.1.1.394,32,160,32
2.1.1.395,31,155,31
2.1.1.396,18,90,18
2.1.1.397,29,145,29
2.1.1.4,11,55,0
2.1.1.42,22,110,22
2.1.1.45,4,20,0
2.1.1.46,18,90,18
2.1.1.49,19,95,19
2.1.1.5,9,45,0
2.1.1.53,9,45,0
2.1.1.56,8,40,0
2.1.1.57,10,50,0
2.1.1.59,17,85,17
2.1.1.61,9,45,0
2.1.1.62,19,95,19
2.1.1.63,8,40,0
2.1.1.64,4,20,0
2.1.1.65,42,210,42
2.1.1.67,11,55,0
2.1.1.68,8,40,0
2.1.1.69,45,225,45
2.1.1.71,12,60,0
2.1.1.72,4,20,0
2.1.1.74,5,25,0
2.1.1.75,40,200,40
2.1.1.76,40,200,40
2.1.1.77,2,10,0
2.1.1.79,16,80,16
2.1.1.8,10,50,0
2.1.1.80,10,50,0
2.1.1.82,44,220,44
2.1.1.85,6,30,0
2.1.1.88,53,265,53
2.1.1.89,28,140,28
2.1.1.9,14,70,0
2.1.1.90,28,140,28
2.1.1.95,21,105,21
2.1.1.96,19,95,19
2.1.1.98,7,35,0
2.1.1.99,35,175,35
2.1.1.n4,8,40,8
2.1.2.1,2,10,0
2.1.2.10,8,40,0
2.1.2.11,4,20,0
2.1.2.13,2,10,0
2.1.2.2,7,35,0
2.1.2.3,3,15,0
2.1.2.5,19,95,0
2.1.2.8,22,110,22
2.1.2.9,4,20,0
2.1.3.-,10,50,0
2.1.3.1,26,130,26
2.1.3.10,26,130,26
2.1.3.11,20,100,20
2.1.3.12,35,175,35
2.1.3.15,5,25,0
2.1.3.16,40,200,40
2.1.3.3,3,15,0
2.1.3.6,11,55,0
2.1.3.9,17,85,17
2.1.4.1,5,25,0
2.1.4.2,12,60,12
2.1.4.3,27,135,27
2.10.1.1,9,45,0
2.2.1.-,25,125,25
2.2.1.1,4,20,0
2.2.1.10,13,65,0
2.2.1.12,22,110,22
2.2.1.15,13,65,13
2.2.1.3,30,150,30
2.2.1.5,0,0,0
2.2.1.6,8,40,0
2.2.1.7,4,20,0
2.2.1.8,33,165,33
2.2.1.9,2,10,0
2.3.-.-,4,20,0
2.3.1.-,4,20,0
2.3.1.1,2,10,0
2.3.1.102,37,185,37
2.3.1.103,13,65,13
2.3.1.107,30,150,30
2.3.1.108,5,25,0
2.3.1.109,12,60,0
2.3.1.111,0,0,0
2.3.1.116,16,80,16
2.3.1.117,2,10,0
2.3.1.118,11,55,0
2.3.1.12,4,20,0
2.3.1.122,9,45,0
2.3.1.129,10,50,0
2.3.1.13,4,20,0
2.3.1.133,23,115,23
2.3.1.135,17,85,17
2.3.1.137,11,55,0
2.3.1.140,32,160,32
2.3.1.144,18,90,18
2.3.1.145,21,105,21
2.3.1.146,20,100,20
2.3.1.149,20,100,20
2.3.1.150,35,175,35
2.3.1.151,38,190,38
2.3.1.153,39,195,39
2.3.1.155,10,50,0
2.3.1.156,31,155,31
2.3.1.157,4,20,0
2.3.1.158,10,50,10
2.3.1.159,18,90,18
2.3.1.16,5,25,0
2.3.1.160,37,185,37
2.3.1.161,27,135,27
2.3.1.162,30,150,30
2.3.1.164,35,175,35
2.3.1.165,0,0,0
2.3.1.166,39,195,39
2.3.1.167,35,175,35
2.3.1.169,12,60,0
2.3.1.17,17,85,17
2.3.1.170,38,190,38
2.3.1.171,41,205,41
2.3.1.172,41,205,41
2.3.1.174,16,80,0
2.3.1.175,26,130,26
2.3.1.177,41,205,41
2.3.1.178,7,35,0
2.3.1.18,24,120,24
2.3.1.180,6,30,0
2.3.1.181,8,40,0
2.3.1.187,44,220,44
2.3.1.188,42,210,42
2.3.1.189,9,45,0
2.3.1.19,17,85,17
2.3.1.191,7,35,0
2.3.1.192,39,195,39
2.3.1.193,2,10,0
2.3.1.194,47,235,47
2.3.1.195,34,170,34
2.3.1.197,36,180,36
2.3.1.198,25,125,25
2.3.1.199,3,15,0
2.3.1.200,22,110,22
2.3.1.201,40,200,40
2.3.1.202,42,210,42
2.3.1.203,20,100,20
2.3.1.204,9,45,0
2.3.1.205,27,135,27
2.3.1.207,46,230,46
2.3.1.208,34,170,34
2.3.1.209,40,200,40
2.3.1.210,25,125,25
2.3.1.212,40,200,40
2.3.1.214,35,175,35
2.3.1.215,34,170,34
2.3.1.218,42,210,42
2.3.1.219,34,170,34
2.3.1.22,6,30,0
2.3.1.220,18,90,18
2.3.1.222,13,65,0
2.3.1.223,38,190,38
2.3.1.225,9,45,0
2.3.1.227,34,170,34
2.3.1.228,36,180,36
2.3.1.229,44,220,44
2.3.1.23,4,20,0
2.3.1.230,38,190,38
2.3.1.231,13,65,0
2.3.1.232,33,165,33
2.3.1.233,25,125,25
2.3.1.234,8,40,0
2.3.1.235,17,85,17
2.3.1.237,0,0,0
2.3.1.239,0,0,0
2.3.1.24,7,35,0
2.3.1.240,0,0,0
2.3.1.241,39,195,39
2.3.1.243,16,80,16
2.3.1.244,0,0,0
2.3.1.245,8,40,0
2.3.1.246,17,85,17
2.3.1.247,28,140,28
2.3.1.248,49,245,49
2.3.1.249,37,185,37
2.3.1.25,15,75,0
2.3.1.250,11,55,11
2.3.1.251,7,35,0
2.3.1.253,27,135,27
2.3.1.254,11,55,0
2.3.1.255,10,50,0
2.3.1.256,15,75,0
2.3.1.257,14,70,0
2.3.1.258,13,65,0
2.3.1.259,12,60,12
2.3.1.26,16,80,0
2.3.1.262,40,200,40
2.3.1.263,13,65,13
2.3.1.264,25,125,25
2.3.1.265,20,100,20
2.3.1.267,46,230,46
2.3.1.268,14,70,0
2.3.1.269,9,45,0
2.3.1.270,16,80,16
2.3.1.271,18,90,18
2.3.1.273,29,145,29
2.3.1.274,6,30,0
2.3.1.275,5,25,0
2.3.1.276,41,205,41
2.3.1.277,22,110,22
2.3.1.28,8,40,0
2.3.1.280,26,130,26
2.3.1.282,14,70,0
2.3.1.283,44,220,44
2.3.1.284,44,220,44
2.3.1.285,41,205,41
2.3.1.286,3,15,0
2.3.1.29,12,60,12
2.3.1.291,21,105,21
2.3.1.292,0,0,0
2.3.1.293,45,225,45
2.3.1.294,50,250,50
2.3.1.295,0,0,0
2.3.1.296,22,110,22
2.3.1.297,15,75,0
2.3.1.298,36,180,36
2.3.1.299,26,130,26
2.3.1.30,6,30,0
2.3.1.300,3,15,0
2.3.1.301,12,60,0
2.3.1.302,26,130,26
2.3.1.306,38,190,38
2.3.1.308,20,100,20
2.3.1.31,11,55,0
2.3.1.310,14,70,14
2.3.1.311,8,40,0
2.3.1.312,41,205,41
2.3.1.315,43,215,43
2.3.1.316,44,220,44
2.3.1.317,24,120,24
2.3.1.318,33,165,33
2.3.1.320,34,170,34
2.3.1.321,40,200,40
2.3.1.325,36,180,36
2.3.1.326,42,210,42
2.3.1.33,33,165,33
2.3.1.35,5,25,0
2.3.1.36,38,190,38
2.3.1.37,3,15,0
2.3.1.39,16,80,0
2.3.1.4,15,75,0
2.3.1.41,8,40,0
2.3.1.42,16,80,0
2.3.1.43,8,40,0
2.3.1.45,12,60,12
2.3.1.46,6,30,0
2.3.1.48,3,15,0
2.3.1.5,16,80,0
2.3.1.50,9,45,0
2.3.1.51,11,55,0
2.3.1.53,31,155,31
2.3.1.54,4,20,0
2.3.1.6,14,70,0
2.3.1.60,47,235,47
2.3.1.61,9,45,0
2.3.1.62,35,175,35
2.3.1.65,25,125,25
2.3.1.67,11,55,0
2.3.1.68,31,155,31
2.3.1.7,9,45,0
2.3.1.74,3,15,0
2.3.1.75,6,30,0
2.3.1.76,9,45,0
2.3.1.79,36,180,36
2.3.1.8,7,35,0
2.3.1.81,13,65,0
2.3.1.85,20,100,20
2.3.1.89,5,25,0
2.3.1.9,5,25,0
2.3.1.91,34,170,34
2.3.1.92,29,145,29
2.3.1.94,0,0,0
2.3.1.95,15,75,0
2.3.1.97,9,45,0
2.3.1.n4,20,100,0
2.3.1.n5,6,30,0
2.3.1.n7,8,40,0
2.3.2.10,33,165,33
2.3.2.13,7,35,0
2.3.2.15,17,85,0
2.3.2.16,17,85,17
2.3.2.17,25,125,25
2.3.2.2,4,20,0
2.3.2.20,32,160,32
2.3.2.22,17,85,17
2.3.2.23,5,25,0
2.3.2.24,15,75,0
2.3.2.25,13,65,13
2.3.2.26,5,25,0
2.3.2.27,4,20,0
2.3.2.28,50,250,50
2.3.2.29,3,15,0
2.3.2.3,18,90,18
2.3.2.30,16,80,16
2.3.2.31,6,30,0
2.3.2.32,22,110,22
2.3.2.33,0,0,0
2.3.2.34,9,45,0
2.3.2.35,26,130,26
2.3.2.5,13,65,0
2.3.2.6,4,20,0
2.3.2.8,14,70,0
2.3.3.-,10,50,0
2.3.3.1,7,35,0
2.3.3.10,4,20,0
2.3.3.13,5,25,0
2.3.3.14,5,25,0
2.3.3.15,17,85,17
2.3.3.16,4,20,0
2.3.3.17,11,55,11
2.3.3.18,34,170,34
2.3.3.19,35,175,35
2.3.3.20,24,120,24
2.3.3.21,5,25,0
2.3.3.3,20,100,20
2.3.3.5,10,50,0
2.3.3.8,5,25,0
2.3.3.9,7,35,0
2.4.1.-,9,45,0
2.4.1.1,4,20,0
2.4.1.10,10,50,0
2.4.1.100,27,135,27
2.4.1.101,15,75,0
2.4.1.102,9,45,0
2.4.1.109,4,20,0
2.4.1.11,8,40,0
2.4.1.110,19,95,0
