ec,support_count,query_count,fallback_episodes
1.1.1.41,19,95,0
1.1.1.411,26,130,26
1.1.1.412,26,130,26
1.1.1.413,43,215,43
1.1.1.417,32,160,32
1.1.1.418,27,135,27
1.1.1.419,60,300,60
1.1.1.42,5,25,0
1.1.1.420,35,175,35
1.1.1.424,45,225,45
1.1.1.427,43,215,43
1.1.1.429,44,220,44
1.1.1.432,37,185,37
1.1.1.435,46,230,46
1.1.1.437,44,220,44
1.1.1.44,12,60,0
1.1.1.440,29,145,29
1.1.1.47,19,95,0
1.1.1.48,26,130,26
1.1.1.49,7,35,0
1.1.1.51,19,95,19
1.1.1.53,17,85,0
1.1.1.54,27,135,27
1.1.1.56,43,215,43
1.1.1.57,42,210,42
1.1.1.58,8,40,0
1.1.1.6,13,65,13
1.1.1.60,27,135,27
1.1.1.61,35,175,35
1.1.1.64,34,170,34
1.1.1.66,66,330,66
1.1.1.67,12,60,0
1.1.1.69,24,120,24
1.1.1.71,33,165,33
1.1.1.75,45,225,45
1.1.1.76,43,215,43
1.1.1.77,22,110,22
1.1.1.8,9,45,0
1.1.1.81,8,40,0
1.1.1.82,33,165,33
1.1.1.83,44,220,44
1.1.1.85,4,20,0
1.1.1.86,5,25,0
1.1.1.87,45,225,45
1.1.1.9,5,25,0
1.1.1.93,49,245,49
1.1.1.94,4,20,0
1.1.1.95,8,40,0
1.1.1.96,46,230,46
1.1.1.n11,24,120,24
1.1.1.n12,21,105,21
1.1.1.n4,47,235,47
1.1.2.-,27,135,27
1.1.2.10,45,225,45
1.1.2.6,36,180,36
1.1.2.8,28,140,28
1.1.2.9,43,215,43
1.1.3.-,9,45,9
1.1.3.10,11,55,0
1.1.3.12,45,225,45
1.1.3.13,20,100,20
1.1.3.15,12,60,0
1.1.3.16,38,190,38
1.1.3.17,54,270,54
1.1.3.20,12,60,12
1.1.3.21,18,90,0
1.1.3.37,16,80,0
1.1.3.4,14,70,14
1.1.3.48,43,215,43
1.1.3.6,20,100,20
1.1.3.8,15,75,0
1.1.5.-,8,40,0
1.1.5.11,38,190,38
1.1.5.12,34,170,34
1.1.5.13,37,185,37
1.1.5.3,10,50,0
1.1.5.4,4,20,0
1.1.5.5,32,160,32
1.1.5.8,30,150,30
1.1.9.1,48,240,48
1.1.98.-,16,80,0
1.1.98.2,18,90,0
1.1.98.3,24,120,24
1.1.98.6,45,225,45
1.1.98.7,43,215,43
1.1.99.-,16,80,0
1.1.99.1,7,35,0
1.1.99.14,28,140,28
1.1.99.2,13,65,0
1.1.99.22,12,60,12
1.1.99.24,11,55,0
1.1.99.29,31,155,31
1.1.99.30,57,285,57
1.1.99.37,41,205,41
1.1.99.38,33,165,33
1.1.99.39,11,55,0
1.1.99.41,44,220,44
1.1.99.42,41,205,41
1.10.-.-,38,190,38
1.10.3.-,4,20,0
1.10.3.1,26,130,26
1.10.3.15,38,190,38
1.10.3.17,35,175,35
1.10.3.2,9,45,0
1.10.3.3,46,230,46
1.10.3.4,53,265,53
1.10.3.9,6,30,0
1.10.5.1,23,115,23
1.11.-.-,16,80,0
1.11.1.-,5,25,0
1.11.1.1,15,75,15
1.11.1.11,20,100,0
1.11.1.12,11,55,0
1.11.1.13,20,100,20
1.11.1.16,39,195,39
1.11.1.17,45,225,45
1.11.1.18,53,265,53
1.11.1.19,46,230,46
1.11.1.20,16,80,0
1.11.1.21,7,35,0
1.11.1.23,36,180,36
1.11.1.25,11,55,0
1.11.1.26,8,40,0
1.11.1.27,21,105,21
1.11.1.28,12,60,0
1.11.1.29,19,95,19
1.11.1.5,11,55,0
1.11.1.6,5,25,0
1.11.1.9,12,60,0
1.11.2.-,0,0,0
1.11.2.3,14,70,0
1.11.2.5,42,210,42
1.12.7.2,24,120,24
1.12.98.1,31,155,31
1.12.98.2,13,65,0
1.12.98.3,25,125,25
1.12.98.4,32,160,32
1.12.99.-,20,100,20
1.12.99.6,11,55,0
1.13.-.-,20,100,20
1.13.1.-,46,230,46
1.13.11.-,5,25,0
1.13.11.1,51,255,51
1.13.11.12,14,70,0
1.13.11.16,4,20,0
1.13.11.18,26,130,26
1.13.11.19,25,125,25
1.13.11.20,9,45,0
1.13.11.24,15,75,0
1.13.11.25,26,130,26
1.13.11.27,14,70,0
1.13.11.29,36,180,36
1.13.11.3,26,130,26
1.13.11.31,47,235,47
1.13.11.33,17,85,17
1.13.11.39,44,220,44
1.13.11.4,21,105,21
1.13.11.43,41,205,41
1.13.11.45,26,130,26
1.13.11.46,24,120,24
1.13.11.5,8,40,0
1.13.11.51,14,70,0
1.13.11.52,20,100,20
1.13.11.53,7,35,0
1.13.11.54,9,45,0
1.13.11.56,24,120,24
1.13.11.57,46,230,46
1.13.11.58,11,55,0
1.13.11.59,32,160,32
1.13.11.6,10,50,0
1.13.11.60,0,0,0
1.13.11.61,44,220,44
1.13.11.65,30,150,30
1.13.11.66,53,265,53
1.13.11.69,20,100,20
1.13.11.70,25,125,25
1.13.11.71,20,100,20
1.13.11.72,36,180,36
1.13.11.73,36,180,36
1.13.11.74,46,230,46
1.13.11.77,44,220,44
1.13.11.79,33,165,33
1.13.11.80,45,225,45
1.13.11.81,21,105,21
1.13.11.82,37,185,37
1.13.11.83,51,255,51
1.13.11.84,49,245,49
1.13.11.86,31,155,31
1.13.11.88,61,305,61
1.13.11.9,48,240,48
1.13.11.90,48,240,48
1.13.11.91,42,210,42
1.13.11.92,21,105,21
1.13.11.93,19,95,0
1.13.12.-,16,80,0
1.13.12.13,31,155,31
1.13.12.19,14,70,14
1.13.12.23,44,220,44
1.13.12.9,37,185,37
1.13.99.1,12,60,0
1.14.-.-,5,25,0
1.14.11.-,4,20,0
1.14.11.1,15,75,15
1.14.11.13,18,90,0
1.14.11.16,56,280,56
1.14.11.17,53,265,53
1.14.11.18,33,165,33
1.14.11.27,7,35,0
1.14.11.30,34,170,34
1.14.11.33,11,55,0
1.14.11.35,51,255,51
1.14.11.36,52,260,52
1.14.11.37,57,285,57
1.14.11.38,25,125,25
1.14.11.39,43,215,43
1.14.11.4,12,60,0
1.14.11.40,38,190,38
1.14.11.41,49,245,49
1.14.11.42,29,145,29
1.14.11.43,44,220,44
1.14.11.44,29,145,29
1.14.11.48,19,95,19
1.14.11.49,45,225,45
1.14.11.51,18,90,18
1.14.11.53,10,50,0
1.14.11.54,29,145,29
1.14.11.55,17,85,0
1.14.11.56,35,175,35
1.14.11.57,25,125,25
1.14.11.58,46,230,46
1.14.11.59,48,240,48
1.14.11.6,18,90,18
1.14.11.60,41,205,41
1.14.11.61,13,65,13
1.14.11.63,52,260,52
1.14.11.64,12,60,0
1.14.11.65,31,155,31
1.14.11.66,13,65,0
1.14.11.67,45,225,45
1.14.11.68,56,280,56
1.14.11.69,29,145,29
1.14.11.7,13,65,0
1.14.11.72,48,240,48
1.14.11.73,24,120,24
1.14.11.74,44,220,44
1.14.11.75,40,200,40
1.14.11.76,49,245,49
1.14.11.77,21,105,21
1.14.11.79,15,75,0
1.14.11.8,11,55,0
1.14.11.80,0,0,0
1.14.11.9,8,40,0
1.14.11.n4,22,110,22
1.14.12.-,20,100,0
1.14.12.11,18,90,18
1.14.12.12,27,135,27
1.14.12.14,38,190,38
1.14.12.17,11,55,0
1.14.12.18,23,115,23
1.14.12.19,13,65,0
1.14.12.22,48,240,48
1.14.13.-,7,35,0
1.14.13.1,35,175,35
1.14.13.10,55,275,55
1.14.13.101,49,245,49
1.14.13.113,19,95,19
1.14.13.122,12,60,12
1.14.13.127,13,65,0
1.14.13.146,43,215,43
1.14.13.148,14,70,0
1.14.13.16,48,240,48
1.14.13.163,44,220,44
1.14.13.166,22,110,22
1.14.13.168,9,45,0
1.14.13.171,36,180,36
1.14.13.181,38,190,38
1.14.13.182,20,100,20
1.14.13.195,41,205,41
1.14.13.196,29,145,29
1.14.13.200,38,190,38
1.14.13.208,30,150,30
1.14.13.211,56,280,56
1.14.13.217,52,260,52
1.14.13.218,29,145,29
1.14.13.219,32,160,32
1.14.13.224,47,235,47
1.14.13.225,0,0,0
1.14.13.226,55,275,55
1.14.13.227,30,150,30
1.14.13.23,52,260,52
1.14.13.231,19,95,19
1.14.13.235,49,245,49
1.14.13.237,18,90,18
1.14.13.238,46,230,46
1.14.13.239,30,150,30
1.14.13.24,38,190,38
1.14.13.240,51,255,51
1.14.13.244,40,200,40
1.14.13.246,35,175,35
1.14.13.247,34,170,34
1.14.13.248,48,240,48
1.14.13.25,46,230,46
1.14.13.250,23,115,23
1.14.13.251,18,90,18
1.14.13.253,28,140,28
1.14.13.29,19,95,19
1.14.13.32,17,85,17
1.14.13.33,54,270,54
1.14.13.38,53,265,53
1.14.13.39,16,80,16
1.14.13.59,23,115,23
1.14.13.69,23,115,23
1.14.13.7,54,270,54
1.14.13.8,15,75,0
1.14.13.81,5,25,0
1.14.13.84,36,180,36
1.14.13.9,9,45,0
1.14.13.n7,29,145,29
1.14.14.-,5,25,0
1.14.14.1,8,40,0
1.14.14.102,28,140,28
1.14.14.104,55,275,55
1.14.14.105,48,240,48
1.14.14.106,45,225,45
1.14.14.107,27,135,27
1.14.14.108,42,210,42
1.14.14.112,32,160,32
1.14.14.117,23,115,23
1.14.14.118,23,115,23
1.14.14.119,40,200,40
1.14.14.122,31,155,31
1.14.14.123,44,220,44
1.14.14.124,33,165,33
1.14.14.126,17,85,0
1.14.14.127,40,200,40
1.14.14.129,41,205,41
1.14.14.13,30,150,30
1.14.14.131,43,215,43
1.14.14.133,36,180,36
1.14.14.134,44,220,44
1.14.14.138,47,235,47
1.14.14.141,32,160,32
1.14.14.143,32,160,32
1.14.14.145,59,295,59
1.14.14.149,48,240,48
1.14.14.15,46,230,46
1.14.14.150,52,260,52
1.14.14.151,46,230,46
1.14.14.154,15,75,0
1.14.14.156,53,265,53
1.14.14.16,16,80,16
1.14.14.161,46,230,46
1.14.14.164,50,250,50
1.14.14.168,49,245,49
1.14.14.17,23,115,23
1.14.14.170,59,295,59
1.14.14.171,34,170,34
1.14.14.174,41,205,41
1.14.14.175,12,60,12
1.14.14.176,38,190,38
1.14.14.177,53,265,53
1.14.14.179,30,150,30
1.14.14.180,50,250,50
1.14.14.181,60,300,60
1.14.14.182,59,295,59
1.14.14.19,13,65,0
1.14.14.21,23,115,23
1.14.14.22,28,140,28
1.14.14.23,51,255,51
1.14.14.24,39,195,39
1.14.14.25,25,125,25
1.14.14.26,21,105,21
1.14.14.27,54,270,54
1.14.14.28,40,200,40
1.14.14.29,30,150,30
1.14.14.3,30,150,30
1.14.14.32,16,80,0
1.14.14.35,46,230,46
1.14.14.38,28,140,28
1.14.14.39,15,75,15
1.14.14.42,34,170,34
1.14.14.44,43,215,43
1.14.14.47,12,60,0
1.14.14.48,27,135,27
1.14.14.49,35,175,35
1.14.14.5,4,20,0
1.14.14.51,36,180,36
1.14.14.54,56,280,56
1.14.14.57,46,230,46
1.14.14.58,28,140,28
1.14.14.59,30,150,30
1.14.14.60,15,75,15
1.14.14.61,31,155,31
1.14.14.62,38,190,38
1.14.14.63,60,300,60
1.14.14.64,41,205,41
1.14.14.65,48,240,48
1.14.14.67,34,170,34
1.14.14.69,41,205,41
1.14.14.72,44,220,44
1.14.14.76,57,285,57
1.14.14.77,41,205,41
1.14.14.78,46,230,46
1.14.14.79,16,80,16
1.14.14.8,36,180,36
1.14.14.80,13,65,0
1.14.14.81,22,110,22
1.14.14.83,48,240,48
1.14.14.85,45,225,45
1.14.14.86,14,70,0
1.14.14.87,29,145,29
1.14.14.88,40,200,40
1.14.14.89,44,220,44
1.14.14.9,20,100,20
1.14.14.92,57,285,57
1.14.14.94,53,265,53
1.14.14.99,20,100,20
1.14.15.-,17,85,0
1.14.15.11,39,195,39
1.14.15.14,33,165,33
1.14.15.15,53,265,53
1.14.15.16,39,195,39
1.14.15.17,43,215,43
1.14.15.19,50,250,50
1.14.15.21,19,95,19
1.14.15.23,44,220,44
1.14.15.24,17,85,17
1.14.15.27,27,135,27
1.14.15.28,19,95,19
1.14.15.29,20,100,20
1.14.15.30,17,85,17
1.14.15.31,47,235,47
1.14.15.32,38,190,38
1.14.15.34,39,195,39
1.14.15.36,16,80,16
1.14.15.37,38,190,38
1.14.15.38,25,125,25
1.14.15.39,55,275,55
1.14.15.4,21,105,21
1.14.15.43,55,275,55
1.14.15.44,39,195,39
1.14.15.45,12,60,0
1.14.15.46,15,75,0
1.14.15.5,51,255,51
1.14.15.6,31,155,31
1.14.15.7,19,95,19
1.14.15.9,43,215,43
1.14.16.-,51,255,51
1.14.16.1,23,115,0
1.14.16.2,20,100,20
1.14.16.4,20,100,20
1.14.16.5,14,70,14
1.14.17.1,20,100,20
1.14.17.3,40,200,40
1.14.17.4,18,90,0
1.14.18.-,9,45,0
1.14.18.1,19,95,0
1.14.18.10,53,265,53
1.14.18.2,12,60,0
1.14.18.3,49,245,49
1.14.18.5,13,65,13
1.14.18.7,44,220,44
1.14.18.9,10,50,0
1.14.19.-,6,30,0
1.14.19.1,17,85,0
1.14.19.10,35,175,35
1.14.19.11,29,145,29
1.14.19.14,24,120,24
1.14.19.16,27,135,27
1.14.19.17,13,65,0
1.14.19.18,23,115,23
1.14.19.19,50,250,50
1.14.19.2,12,60,0
1.14.19.20,14,70,0
1.14.19.21,38,190,38
1.14.19.25,38,190,38
1.14.19.27,47,235,47
1.14.19.28,56,280,56
1.14.19.29,19,95,19
1.14.19.3,25,125,0
1.14.19.30,22,110,22
1.14.19.31,16,80,16
1.14.19.33,19,95,19
1.14.19.34,24,120,24
1.14.19.36,28,140,28
1.14.19.38,40,200,40
1.14.19.4,42,210,42
1.14.19.40,50,250,50
1.14.19.41,10,50,10
1.14.19.42,33,165,33
1.14.19.43,44,220,44
1.14.19.44,18,90,18
1.14.19.45,27,135,27
1.14.19.46,48,240,48
1.14.19.47,20,100,20
1.14.19.49,68,340,68
1.14.19.5,24,120,24
1.14.19.50,19,95,19
1.14.19.51,52,260,52
1.14.19.53,50,250,50
1.14.19.55,55,275,55
1.14.19.57,34,170,34
1.14.19.58,36,180,36
1.14.19.59,46,230,46
1.14.19.6,33,165,33
1.14.19.60,44,220,44
1.14.19.61,46,230,46
1.14.19.62,46,230,46
1.14.19.64,38,190,38
1.14.19.65,45,225,45
1.14.19.68,18,90,18
1.14.19.69,36,180,36
1.14.19.71,20,100,20
1.14.19.73,32,160,32
1.14.19.75,42,210,42
1.14.19.76,32,160,32
1.14.19.9,21,105,21
1.14.19.n5,36,180,36
1.14.20.-,47,235,47
1.14.20.11,49,245,49
1.14.20.15,37,185,37
1.14.20.4,18,90,18
1.14.20.5,65,325,65
1.14.20.6,11,55,0
1.14.20.7,12,60,12
1.14.20.8,51,255,51
1.14.20.9,48,240,48
1.14.99.-,6,30,0
1.14.99.1,30,150,30
1.14.99.15,40,200,40
1.14.99.22,48,240,48
1.14.99.29,8,40,0
1.14.99.38,38,190,38
1.14.99.44,40,200,40
1.14.99.46,6,30,0
1.14.99.47,44,220,44
1.14.99.48,11,55,0
1.14.99.50,43,215,43
1.14.99.53,24,120,24
1.14.99.54,36,180,36
1.14.99.56,4,20,0
1.14.99.58,49,245,49
1.14.99.59,51,255,51
1.14.99.60,6,30,0
1.14.99.63,57,285,57
1.14.99.66,26,130,26
1.14.99.68,41,205,41
1.14.99.69,46,230,46
1.15.1.1,2,10,0
1.15.1.2,12,60,12
1.16.-.-,6,30,0
1.16.1.1,16,80,16
1.16.1.10,31,155,31
1.16.1.6,22,110,22
1.16.1.7,20,100,0
1.16.1.8,18,90,18
1.16.1.9,50,250,50
1.16.3.1,8,40,0
1.16.3.2,6,30,0
1.16.3.4,26,130,26
1.17.1.-,43,215,43
1.17.1.3,36,180,36
1.17.1.4,31,155,31
1.17.1.9,13,65,0
1.17.2.1,44,220,44
1.17.2.2,54,270,54
1.17.2.3,49,245,49
1.17.3.-,0,0,0
1.17.3.2,0,0,0
1.17.4.-,37,185,37
1.17.4.2,19,95,0
1.17.4.4,16,80,0
1.17.7.1,11,55,0
1.17.7.2,29,145,29
1.17.7.3,3,15,0
1.17.7.4,4,20,0
1.17.8.1,27,135,27
1.17.98.3,23,115,23
1.17.99.3,30,150,30
1.17.99.8,27,135,27
1.18.1.-,11,55,0
1.18.1.1,21,105,21
1.18.1.3,12,60,0
1.18.1.4,55,275,55
1.18.1.6,26,130,26
1.18.6.1,7,35,0
1.19.1.1,30,150,30
1.2.1.-,9,45,0
1.2.1.10,10,50,0
1.2.1.100,48,240,48
1.2.1.101,0,0,0
1.2.1.103,10,50,0
1.2.1.106,14,70,0
1.2.1.11,14,70,0
1.2.1.12,8,40,0
1.2.1.13,35,175,35
1.2.1.16,16,80,16
1.2.1.19,11,55,0
1.2.1.22,17,85,17
1.2.1.24,21,105,0
1.2.1.26,35,175,35
1.2.1.27,9,45,0
1.2.1.28,20,100,20
1.2.1.3,14,70,0
1.2.1.30,0,0,0
1.2.1.31,31,155,31
1.2.1.32,15,75,15
1.2.1.36,18,90,0
1.2.1.38,4,20,0
1.2.1.41,9,45,0
1.2.1.46,19,95,19
1.2.1.47,12,60,0
1.2.1.5,15,75,15
1.2.1.50,39,195,39
1.2.1.51,0,0,0
1.2.1.54,22,110,22
1.2.1.58,19,95,19
1.2.1.59,11,55,0
1.2.1.64,48,240,48
1.2.1.65,30,150,30
1.2.1.68,26,130,26
1.2.1.7,20,100,20
1.2.1.71,4,20,0
1.2.1.72,2,10,0
1.2.1.75,17,85,17
1.2.1.76,33,165,33
1.2.1.77,44,220,44
1.2.1.78,39,195,39
1.2.1.8,11,55,0
1.2.1.80,48,240,48
1.2.1.87,12,60,0
1.2.1.88,8,40,0
1.2.1.89,31,155,31
1.2.1.9,25,125,25
1.2.1.90,42,210,42
1.2.1.92,34,170,34
1.2.1.94,33,165,33
1.2.1.95,0,0,0
1.2.1.96,53,265,53
1.2.1.97,25,125,25
1.2.1.n2,31,155,31
1.2.3.1,19,95,19
1.2.3.14,0,0,0
1.2.4.-,17,85,0
1.2.4.1,10,50,0
1.2.4.4,2,10,0
1.2.7.-,25,125,25
1.2.7.1,15,75,0
1.2.7.11,10,50,0
1.2.7.12,23,115,23
1.2.7.3,27,135,27
1.2.7.4,18,90,0
1.2.7.5,28,140,28
1.2.7.6,50,250,50
1.2.7.7,15,75,0
1.2.7.8,27,135,27
1.2.98.1,46,230,46
1.2.99.6,27,135,27
1.2.99.8,51,255,51
1.20.4.1,7,35,0
1.20.4.2,16,80,0
1.20.4.3,31,155,31
1.20.4.4,5,25,0
1.20.9.1,21,105,21
1.20.99.1,22,110,22
1.21.-.-,18,90,18
1.21.3.1,45,225,45
1.21.3.10,48,240,48
1.21.3.11,41,205,41
1.21.3.6,50,250,50
1.21.3.7,58,290,58
1.21.4.2,14,70,0
1.21.4.4,11,55,0
1.21.98.-,46,230,46
1.21.98.1,33,165,33
1.21.98.2,48,240,48
1.21.98.3,29,145,29
1.21.98.4,7,35,0
1.21.99.-,41,205,41
1.21.99.1,33,165,33
1.21.99.3,14,70,0
1.21.99.4,9,45,0
1.21.99.5,18,90,18
1.23.1.-,25,125,25
1.23.1.1,20,100,0
1.23.1.2,24,120,24
1.23.1.3,21,105,21
1.23.1.4,24,120,24
1.23.5.1,52,260,52
1.3.-.-,6,30,0
1.3.1.-,7,35,0
1.3.1.1,20,100,0
1.3.1.100,25,125,25
1.3.1.101,22,110,22
1.3.1.102,53,265,53
1.3.1.103,49,245,49
1.3.1.104,14,70,0
1.3.1.105,23,115,23
1.3.1.106,49,245,49
1.3.1.112,24,120,24
1.3.1.113,51,255,51
1.3.1.114,40,200,40
1.3.1.12,13,65,0
1.3.1.122,14,70,0
1.3.1.123,52,260,52
1.3.1.124,16,80,0
1.3.1.14,8,40,0
1.3.1.19,50,250,50
1.3.1.2,27,135,27
1.3.1.20,12,60,0
1.3.1.21,10,50,0
1.3.1.22,9,45,0
1.3.1.24,43,215,43
1.3.1.28,48,240,48
1.3.1.32,21,105,21
1.3.1.33,19,95,19
1.3.1.36,28,140,28
1.3.1.38,21,105,0
1.3.1.39,41,205,41
1.3.1.42,19,95,0
1.3.1.44,16,80,0
1.3.1.48,14,70,0
1.3.1.49,48,240,48
1.3.1.53,43,215,43
1.3.1.54,17,85,17
1.3.1.58,35,175,35
1.3.1.70,22,110,0
1.3.1.71,19,95,19
1.3.1.72,27,135,27
1.3.1.73,27,135,27
1.3.1.74,31,155,31
1.3.1.75,27,135,27
1.3.1.76,7,35,0
1.3.1.77,55,275,55
1.3.1.78,15,75,15
1.3.1.81,47,235,47
1.3.1.82,48,240,48
1.3.1.83,13,65,13
1.3.1.84,29,145,29
1.3.1.86,24,120,24
1.3.1.87,12,60,0
1.3.1.88,22,110,22
1.3.1.9,4,20,0
1.3.1.93,12,60,0
1.3.1.94,12,60,0
1.3.1.98,6,30,0
1.3.2.-,22,110,22
1.3.2.3,62,310,62
1.3.3.-,23,115,23
1.3.3.11,11,55,0
1.3.3.15,22,110,22
1.3.3.17,42,210,42
1.3.3.3,2,10,0
1.3.3.4,12,60,12
1.3.3.6,12,60,0
1.3.5.-,23,115,23
1.3.5.1,9,45,0
1.3.5.2,8,40,0
1.3.5.3,23,115,23
1.3.5.5,29,145,29
1.3.5.6,13,65,13
1.3.7.12,29,145,29
1.3.7.2,11,55,0
1.3.7.3,13,65,0
1.3.7.4,45,225,45
1.3.7.5,14,70,0
1.3.7.6,62,310,62
1.3.7.7,8,40,0
1.3.8.1,26,130,26
1.3.8.13,9,45,0
1.3.8.14,36,180,36
1.3.8.16,54,270,54
1.3.8.17,9,45,0
1.3.8.2,45,225,45
1.3.8.3,45,225,45
1.3.8.4,14,70,14
1.3.8.5,19,95,0
1.3.8.6,26,130,26
1.3.8.7,17,85,0
1.3.8.8,17,85,17
1.3.8.9,49,245,49
1.3.98.-,23,115,23
1.3.98.1,12,60,0
1.3.98.3,20,100,20
1.3.98.5,11,55,0
1.3.98.6,38,190,38
1.3.98.7,15,75,15
1.3.99.23,15,75,15
1.3.99.27,29,145,29
1.3.99.33,24,120,24
1.3.99.37,47,235,47
1.3.99.38,27,135,27
1.3.99.39,54,270,54
1.3.99.4,24,120,24
1.3.99.41,28,140,28
1.4.1.-,21,105,0
1.4.1.1,4,20,0
1.4.1.13,21,105,21
1.4.1.16,26,130,26
1.4.1.17,44,220,44
1.4.1.18,32,160,32
1.4.1.19,30,150,30
1.4.1.2,12,60,0
1.4.1.20,39,195,39
1.4.1.21,7,35,0
1.4.1.23,49,245,49
1.4.1.24,11,55,0
1.4.1.25,42,210,42
1.4.1.28,50,250,50
1.4.1.3,9,45,0
1.4.1.4,19,95,0
1.4.1.9,18,90,18
1.4.3.-,15,75,0
1.4.3.1,13,65,0
1.4.3.11,31,155,31
1.4.3.13,15,75,0
1.4.3.14,36,180,36
1.4.3.16,13,65,0
1.4.3.19,14,70,14
1.4.3.2,8,40,0
1.4.3.21,9,45,0
1.4.3.22,26,130,26
1.4.3.23,29,145,29
1.4.3.25,16,80,16
1.4.3.26,17,85,17
1.4.3.3,11,55,0
1.4.3.4,13,65,0
1.4.3.5,4,20,0
