ec,support_count,query_count,fallback_episodes
1.1.1.95,27,45,0
1.1.1.96,24,40,8
1.1.1.n11,42,70,14
1.1.1.n12,45,75,0
1.1.1.n4,144,240,48
1.1.1.n5,135,225,45
1.1.2.-,24,40,8
1.1.2.10,45,75,15
1.1.2.3,69,115,23
1.1.2.4,27,45,0
1.1.2.6,60,100,20
1.1.2.7,39,65,0
1.1.2.8,54,90,18
1.1.2.9,99,165,33
1.1.3.10,21,35,0
1.1.3.12,93,155,31
1.1.3.13,30,50,10
1.1.3.15,24,40,0
1.1.3.16,51,85,17
1.1.3.17,42,70,14
1.1.3.20,30,50,10
1.1.3.21,6,10,0
1.1.3.29,126,210,42
1.1.3.37,39,65,0
1.1.3.38,114,190,38
1.1.3.4,18,30,0
1.1.3.42,135,225,45
1.1.3.43,126,210,42
1.1.3.44,117,195,39
1.1.3.45,108,180,36
1.1.3.46,117,195,39
1.1.3.48,117,195,39
1.1.3.50,54,90,18
1.1.3.6,21,35,7
1.1.3.8,24,40,0
1.1.3.9,66,110,22
1.1.5.-,33,55,0
1.1.5.11,138,230,46
1.1.5.12,57,95,19
1.1.5.13,48,80,16
1.1.5.14,99,165,33
1.1.5.2,36,60,12
1.1.5.3,12,20,0
1.1.5.5,30,50,10
1.1.5.8,63,105,21
1.1.7.1,60,100,20
1.1.9.1,45,75,15
1.1.98.-,30,50,0
1.1.98.2,27,45,0
1.1.98.3,42,70,14
1.1.98.6,27,45,9
1.1.99.-,21,35,0
1.1.99.1,12,20,0
1.1.99.14,45,75,15
1.1.99.18,111,185,37
1.1.99.2,27,45,0
1.1.99.22,45,75,15
1.1.99.24,18,30,0
1.1.99.28,147,245,49
1.1.99.29,33,55,11
1.1.99.3,66,110,22
1.1.99.30,114,190,38
1.1.99.31,84,140,28
1.1.99.32,123,205,41
1.1.99.35,84,140,28
1.1.99.36,81,135,27
1.1.99.37,51,85,17
1.1.99.38,144,240,48
1.1.99.39,30,50,0
1.1.99.40,63,105,21
1.1.99.41,108,180,36
1.1.99.42,141,235,47
1.1.99.6,66,110,22
1.10.-.-,126,210,42
1.10.3.-,21,35,0
1.10.3.15,105,175,35
1.10.3.16,60,100,20
1.10.3.2,18,30,0
1.10.3.4,60,100,20
1.10.3.9,6,10,0
1.10.5.1,51,85,17
1.11.-.-,42,70,0
1.11.1.-,15,25,0
1.11.1.1,42,70,14
1.11.1.10,69,115,23
1.11.1.11,30,50,0
1.11.1.12,6,10,0
1.11.1.13,42,70,14
1.11.1.14,33,55,0
1.11.1.16,60,100,20
1.11.1.17,105,175,35
1.11.1.18,60,100,20
1.11.1.19,30,50,10
1.11.1.2,45,75,15
1.11.1.20,36,60,0
1.11.1.21,15,25,0
1.11.1.22,75,125,25
1.11.1.23,72,120,24
1.11.1.24,3,5,0
1.11.1.25,36,60,0
1.11.1.26,18,30,0
1.11.1.27,27,45,0
1.11.1.28,12,20,0
1.11.1.29,60,100,20
1.11.1.6,27,45,0
1.11.1.7,15,25,0
1.11.1.8,33,55,11
1.11.1.9,33,55,0
1.11.2.-,0,0,0
1.11.2.1,90,150,30
1.11.2.2,75,125,25
1.11.2.3,30,50,0
1.11.2.4,66,110,22
1.11.2.5,132,220,44
1.12.-.-,66,110,22
1.12.1.2,39,65,0
1.12.1.3,24,40,8
1.12.1.4,51,85,17
1.12.2.1,30,50,0
1.12.5.1,75,125,25
1.12.7.2,57,95,0
1.12.98.1,15,25,0
1.12.98.2,21,35,0
1.12.98.3,30,50,10
1.12.99.-,15,25,0
1.12.99.6,18,30,0
1.13.1.-,120,200,40
1.13.11.-,6,10,0
1.13.11.1,27,45,0
1.13.11.11,18,30,0
1.13.11.12,18,30,0
1.13.11.16,9,15,0
1.13.11.18,54,90,18
1.13.11.19,63,105,21
1.13.11.2,30,50,0
1.13.11.25,60,100,20
1.13.11.29,48,80,16
1.13.11.3,36,60,0
1.13.11.31,24,40,0
1.13.11.33,24,40,0
1.13.11.34,63,105,21
1.13.11.37,42,70,14
1.13.11.38,114,190,38
1.13.11.39,30,50,0
1.13.11.4,27,45,9
1.13.11.40,0,0,0
1.13.11.43,90,150,30
1.13.11.45,51,85,17
1.13.11.46,54,90,18
1.13.11.48,111,185,37
1.13.11.49,69,115,23
1.13.11.50,120,200,40
1.13.11.51,24,40,0
1.13.11.52,24,40,0
1.13.11.53,15,25,0
1.13.11.54,15,25,0
1.13.11.55,93,155,31
1.13.11.56,54,90,18
1.13.11.57,93,155,31
1.13.11.58,21,35,0
1.13.11.59,45,75,15
1.13.11.6,21,35,0
1.13.11.60,0,0,0
1.13.11.61,81,135,27
1.13.11.62,0,0,0
1.13.11.63,33,55,0
1.13.11.64,99,165,33
1.13.11.65,87,145,29
1.13.11.66,84,140,28
1.13.11.68,57,95,19
1.13.11.69,84,140,28
1.13.11.71,30,50,10
1.13.11.72,102,170,34
1.13.11.73,105,175,35
1.13.11.75,120,200,40
1.13.11.76,120,200,40
1.13.11.77,75,125,25
1.13.11.78,129,215,43
1.13.11.79,57,95,19
1.13.11.8,81,135,27
1.13.11.80,78,130,26
1.13.11.81,36,60,12
1.13.11.82,129,215,43
1.13.11.83,108,180,36
1.13.11.84,96,160,32
1.13.11.86,114,190,38
1.13.11.88,51,85,17
1.13.11.89,111,185,37
1.13.11.9,90,150,30
1.13.11.90,84,140,28
1.13.11.91,93,155,31
1.13.11.93,45,75,0
1.13.12.-,33,55,0
1.13.12.13,123,205,41
1.13.12.16,75,125,25
1.13.12.18,0,0,0
1.13.12.19,39,65,13
1.13.12.20,153,255,51
1.13.12.21,75,125,25
1.13.12.22,129,215,43
1.13.12.3,36,60,12
1.13.12.4,168,280,56
1.13.12.5,105,175,35
1.13.12.7,39,65,13
1.13.12.9,129,215,43
1.13.99.1,42,70,0
1.14.-.-,3,5,0
1.14.11.1,42,70,14
1.14.11.13,21,35,0
1.14.11.15,30,50,0
1.14.11.17,57,95,19
1.14.11.20,105,175,35
1.14.11.21,51,85,17
1.14.11.24,123,205,41
1.14.11.26,63,105,21
1.14.11.27,18,30,0
1.14.11.28,78,130,26
1.14.11.29,18,30,0
1.14.11.30,57,95,19
1.14.11.31,72,120,24
1.14.11.35,51,85,17
1.14.11.36,45,75,15
1.14.11.38,48,80,16
1.14.11.39,117,195,39
1.14.11.4,24,40,0
1.14.11.40,129,215,43
1.14.11.41,93,155,31
1.14.11.42,48,80,16
1.14.11.43,72,120,24
1.14.11.44,66,110,22
1.14.11.45,126,210,42
1.14.11.47,102,170,34
1.14.11.49,66,110,22
1.14.11.51,24,40,0
1.14.11.52,105,175,35
1.14.11.54,27,45,9
1.14.11.55,63,105,0
1.14.11.56,84,140,28
1.14.11.57,84,140,28
1.14.11.58,108,180,36
1.14.11.59,105,175,35
1.14.11.6,30,50,0
1.14.11.60,147,245,49
1.14.11.61,39,65,0
1.14.11.62,48,80,16
1.14.11.63,54,90,18
1.14.11.64,24,40,0
1.14.11.65,39,65,13
1.14.11.66,36,60,0
1.14.11.67,63,105,21
1.14.11.7,39,65,0
1.14.11.71,96,160,32
1.14.11.72,102,170,34
1.14.11.73,33,55,11
1.14.11.74,132,220,44
1.14.11.75,114,190,38
1.14.11.76,75,125,25
1.14.11.77,39,65,13
1.14.11.78,60,100,20
1.14.11.79,45,75,0
1.14.11.8,15,25,5
1.14.11.80,150,250,50
1.14.11.81,126,210,42
1.14.11.82,114,190,38
1.14.11.9,18,30,0
1.14.11.n4,69,115,23
1.14.12.-,42,70,0
1.14.12.1,21,35,7
1.14.12.10,54,90,18
1.14.12.11,60,100,20
1.14.12.12,51,85,17
1.14.12.13,84,140,28
1.14.12.14,81,135,27
1.14.12.15,36,60,12
1.14.12.17,27,45,0
1.14.12.18,27,45,0
1.14.12.19,15,25,0
1.14.12.24,108,180,36
1.14.12.25,96,160,32
1.14.12.26,75,125,25
1.14.12.3,45,75,15
1.14.12.7,72,120,24
1.14.13.-,12,20,0
1.14.13.1,51,85,17
1.14.13.101,120,200,40
1.14.13.105,60,100,20
1.14.13.111,45,75,15
1.14.13.113,45,75,15
1.14.13.114,60,100,20
1.14.13.122,81,135,27
1.14.13.127,15,25,0
1.14.13.128,96,160,32
1.14.13.130,126,210,42
1.14.13.131,102,170,34
1.14.13.146,99,165,33
1.14.13.148,21,35,0
1.14.13.149,153,255,51
1.14.13.154,129,215,43
1.14.13.16,108,180,36
1.14.13.160,78,130,26
1.14.13.166,78,130,26
1.14.13.167,96,160,32
1.14.13.168,45,75,0
1.14.13.170,78,130,26
1.14.13.171,147,245,49
1.14.13.172,81,135,27
1.14.13.178,126,210,42
1.14.13.179,108,180,36
1.14.13.180,57,95,19
1.14.13.181,54,90,18
1.14.13.182,42,70,14
1.14.13.187,126,210,42
1.14.13.189,147,245,49
1.14.13.195,72,120,24
1.14.13.196,39,65,0
1.14.13.2,66,110,22
1.14.13.20,51,85,17
1.14.13.200,51,85,17
1.14.13.208,69,115,23
1.14.13.209,78,130,26
1.14.13.210,99,165,33
1.14.13.211,66,110,22
1.14.13.216,108,180,36
1.14.13.217,69,115,23
1.14.13.218,51,85,17
1.14.13.219,117,195,39
1.14.13.22,99,165,33
1.14.13.220,141,235,47
1.14.13.223,123,205,41
1.14.13.224,111,185,37
1.14.13.225,0,0,0
1.14.13.226,117,195,39
1.14.13.227,24,40,0
1.14.13.228,108,180,36
1.14.13.229,126,210,42
1.14.13.23,96,160,32
1.14.13.231,33,55,11
1.14.13.232,75,125,25
1.14.13.234,102,170,34
1.14.13.235,69,115,23
1.14.13.236,87,145,29
1.14.13.237,48,80,16
1.14.13.238,99,165,33
1.14.13.239,51,85,17
1.14.13.24,51,85,17
1.14.13.240,57,95,19
1.14.13.244,30,50,10
1.14.13.246,117,195,39
1.14.13.247,111,185,37
1.14.13.248,69,115,23
1.14.13.249,48,80,16
1.14.13.25,30,50,0
1.14.13.250,90,150,30
1.14.13.251,39,65,13
1.14.13.252,84,140,28
1.14.13.253,45,75,0
1.14.13.29,60,100,20
1.14.13.32,27,45,0
1.14.13.33,45,75,15
1.14.13.38,54,90,18
1.14.13.39,24,40,8
1.14.13.43,111,185,37
1.14.13.50,93,155,31
1.14.13.59,27,45,9
1.14.13.63,108,180,36
1.14.13.69,69,115,23
1.14.13.7,30,50,10
1.14.13.8,15,25,0
1.14.13.81,18,30,0
1.14.13.83,102,170,34
1.14.13.84,105,175,35
1.14.13.9,21,35,0
1.14.13.92,99,165,33
1.14.13.n7,21,35,0
1.14.14.-,15,25,0
1.14.14.1,21,35,0
1.14.14.10,120,200,40
1.14.14.102,15,25,5
1.14.14.103,57,95,19
1.14.14.104,81,135,27
1.14.14.106,156,260,52
1.14.14.107,30,50,10
1.14.14.109,132,220,44
1.14.14.11,72,120,24
1.14.14.111,120,200,40
1.14.14.112,75,125,25
1.14.14.115,87,145,29
1.14.14.117,45,75,15
1.14.14.118,51,85,17
1.14.14.119,60,100,20
1.14.14.12,45,75,15
1.14.14.121,135,225,45
1.14.14.122,72,120,24
1.14.14.123,108,180,36
1.14.14.124,54,90,18
1.14.14.125,66,110,22
1.14.14.126,42,70,0
1.14.14.127,123,205,41
1.14.14.128,138,230,46
1.14.14.129,120,200,40
1.14.14.13,51,85,17
1.14.14.130,45,75,15
1.14.14.131,102,170,34
1.14.14.132,72,120,24
1.14.14.133,126,210,42
1.14.14.134,108,180,36
1.14.14.137,21,35,0
1.14.14.138,132,220,44
1.14.14.139,51,85,17
1.14.14.14,30,50,0
1.14.14.143,159,265,53
1.14.14.147,39,65,13
1.14.14.148,153,255,51
1.14.14.149,129,215,43
1.14.14.15,117,195,39
1.14.14.150,75,125,25
1.14.14.151,138,230,46
1.14.14.152,87,145,29
1.14.14.154,33,55,0
1.14.14.155,141,235,47
1.14.14.156,48,80,16
1.14.14.158,108,180,36
1.14.14.159,99,165,33
1.14.14.16,21,35,0
1.14.14.160,150,250,50
1.14.14.161,120,200,40
1.14.14.162,72,120,24
1.14.14.163,123,205,41
1.14.14.164,105,175,35
1.14.14.165,102,170,34
1.14.14.166,93,155,31
1.14.14.167,78,130,26
1.14.14.168,96,160,32
1.14.14.17,21,35,0
1.14.14.170,141,235,47
1.14.14.171,120,200,40
1.14.14.173,126,210,42
1.14.14.174,111,185,37
1.14.14.175,39,65,13
1.14.14.176,126,210,42
1.14.14.178,45,75,15
1.14.14.179,57,95,19
1.14.14.18,36,60,0
1.14.14.180,75,125,25
1.14.14.181,81,135,27
1.14.14.182,102,170,34
1.14.14.184,114,190,38
1.14.14.186,87,145,29
1.14.14.187,90,150,30
1.14.14.189,114,190,38
1.14.14.190,93,155,31
1.14.14.21,48,80,16
1.14.14.23,81,135,27
1.14.14.24,60,100,20
1.14.14.25,51,85,17
1.14.14.26,36,60,0
1.14.14.27,93,155,31
1.14.14.29,78,130,26
1.14.14.3,9,15,0
1.14.14.30,93,155,31
1.14.14.32,21,35,0
1.14.14.35,75,125,25
1.14.14.36,102,170,34
1.14.14.37,114,190,38
1.14.14.38,57,95,19
1.14.14.39,39,65,13
1.14.14.40,69,115,23
1.14.14.41,99,165,33
1.14.14.42,69,115,23
1.14.14.43,105,175,35
1.14.14.44,102,170,34
1.14.14.45,153,255,51
1.14.14.46,126,210,42
1.14.14.47,39,65,0
1.14.14.48,84,140,28
1.14.14.49,84,140,28
1.14.14.5,12,20,0
1.14.14.50,132,220,44
1.14.14.51,36,60,0
1.14.14.53,51,85,17
1.14.14.55,117,195,39
1.14.14.56,90,150,30
1.14.14.58,48,80,16
1.14.14.59,72,120,24
1.14.14.60,54,90,18
1.14.14.61,51,85,17
1.14.14.62,105,175,35
1.14.14.63,114,190,38
1.14.14.64,102,170,34
1.14.14.65,117,195,39
1.14.14.68,108,180,36
1.14.14.69,111,185,37
1.14.14.71,105,175,35
1.14.14.72,87,145,29
1.14.14.73,60,100,20
1.14.14.74,99,165,33
1.14.14.75,84,140,28
1.14.14.76,129,215,43
1.14.14.78,75,125,25
1.14.14.79,51,85,17
1.14.14.80,21,35,0
1.14.14.81,24,40,0
1.14.14.82,54,90,18
1.14.14.83,84,140,28
1.14.14.84,93,155,31
1.14.14.85,102,170,34
1.14.14.86,48,80,16
1.14.14.87,42,70,14
1.14.14.88,168,280,56
1.14.14.89,99,165,33
1.14.14.9,39,65,13
1.14.14.90,96,160,32
1.14.14.91,21,35,0
1.14.14.94,45,75,15
1.14.14.95,60,100,20
1.14.14.98,90,150,30
1.14.14.99,36,60,12
1.14.15.-,51,85,17
1.14.15.1,87,145,29
1.14.15.11,108,180,36
1.14.15.13,105,175,35
1.14.15.14,66,110,22
1.14.15.15,60,100,20
1.14.15.16,63,105,21
1.14.15.17,66,110,22
1.14.15.18,69,115,23
1.14.15.19,105,175,35
1.14.15.21,24,40,0
1.14.15.22,108,180,36
1.14.15.23,102,170,34
1.14.15.24,27,45,0
1.14.15.26,90,150,30
1.14.15.27,63,105,21
1.14.15.28,33,55,11
1.14.15.29,36,60,12
1.14.15.3,24,40,8
1.14.15.31,114,190,38
1.14.15.32,114,190,38
1.14.15.33,123,205,41
1.14.15.34,117,195,39
1.14.15.35,87,145,29
1.14.15.38,63,105,21
1.14.15.4,27,45,0
1.14.15.43,99,165,33
1.14.15.44,165,275,55
1.14.15.45,27,45,0
1.14.15.46,18,30,0
1.14.15.5,21,35,7
1.14.15.6,18,30,0
1.14.15.7,63,105,21
1.14.15.8,123,205,41
1.14.15.9,39,65,13
1.14.16.-,105,175,35
1.14.16.1,15,25,0
1.14.16.2,21,35,0
1.14.16.4,30,50,0
1.14.16.5,33,55,11
1.14.16.7,111,185,37
1.14.17.-,24,40,0
1.14.17.1,36,60,12
1.14.17.3,27,45,0
1.14.17.4,9,15,0
1.14.18.-,33,55,0
1.14.18.1,30,50,0
1.14.18.10,84,140,28
1.14.18.11,39,65,13
1.14.18.12,57,95,19
1.14.18.2,24,40,0
1.14.18.3,33,55,11
1.14.18.4,114,190,38
1.14.18.5,30,50,10
1.14.18.6,111,185,37
1.14.18.7,48,80,16
1.14.18.9,27,45,0
1.14.19.-,21,35,0
1.14.19.1,36,60,0
1.14.19.11,36,60,12
1.14.19.12,126,210,42
1.14.19.13,144,240,48
1.14.19.14,78,130,26
1.14.19.15,153,255,51
1.14.19.16,60,100,20
1.14.19.17,33,55,0
1.14.19.18,33,55,11
1.14.19.2,12,20,0
1.14.19.20,42,70,0
1.14.19.22,144,240,48
1.14.19.23,42,70,14
1.14.19.25,39,65,13
1.14.19.26,99,165,33
1.14.19.27,75,125,25
1.14.19.28,90,150,30
1.14.19.29,33,55,11
1.14.19.3,36,60,0
1.14.19.30,45,75,15
1.14.19.31,66,110,22
1.14.19.33,33,55,11
1.14.19.34,66,110,22
1.14.19.35,63,105,21
1.14.19.36,72,120,24
1.14.19.37,54,90,18
1.14.19.38,126,210,42
1.14.19.39,129,215,43
1.14.19.4,108,180,36
1.14.19.40,120,200,40
1.14.19.41,33,55,0
1.14.19.42,102,170,34
1.14.19.43,120,200,40
1.14.19.44,21,35,0
1.14.19.45,42,70,14
1.14.19.46,63,105,21
1.14.19.48,66,110,22
1.14.19.5,30,50,10
1.14.19.50,30,50,10
1.14.19.51,96,160,32
1.14.19.52,123,205,41
1.14.19.53,78,130,26
1.14.19.54,93,155,31
1.14.19.55,60,100,20
1.14.19.57,108,180,36
1.14.19.58,162,270,54
1.14.19.59,48,80,16
1.14.19.6,36,60,12
1.14.19.60,126,210,42
1.14.19.61,120,200,40
1.14.19.62,63,105,21
1.14.19.64,57,95,19
1.14.19.65,63,105,21
1.14.19.66,108,180,36
1.14.19.67,111,185,37
1.14.19.69,72,120,24
1.14.19.71,69,115,23
1.14.19.72,69,115,23
1.14.19.73,51,85,17
1.14.19.74,60,100,20
1.14.19.75,126,210,42
1.14.19.76,87,145,29
1.14.19.78,93,155,31
1.14.19.79,66,110,22
1.14.19.8,48,80,16
1.14.19.80,39,65,13
1.14.19.81,69,115,23
1.14.19.9,57,95,19
1.14.19.n4,72,120,24
1.14.19.n5,75,125,25
1.14.20.-,102,170,34
1.14.20.1,69,115,23
1.14.20.10,111,185,37
1.14.20.11,99,165,33
1.14.20.15,108,180,36
1.14.20.3,87,145,29
1.14.20.4,36,60,0
1.14.20.5,102,170,34
1.14.20.6,36,60,0
1.14.20.7,54,90,18
1.14.20.8,108,180,36
1.14.99.1,27,45,0
1.14.99.15,126,210,42
1.14.99.22,114,190,38
1.14.99.29,15,25,0
1.14.99.38,33,55,11
1.14.99.39,78,130,26
1.14.99.44,87,145,29
1.14.99.46,12,20,0
1.14.99.47,126,210,42
1.14.99.48,21,35,0
1.14.99.53,69,115,23
1.14.99.55,42,70,14
1.14.99.56,21,35,0
1.14.99.57,78,130,26
1.14.99.58,87,145,29
1.14.99.59,90,150,30
1.14.99.60,15,25,0
1.14.99.61,75,125,25
1.14.99.62,120,200,40
1.14.99.63,42,70,14
1.14.99.64,105,175,35
1.14.99.65,99,165,33
1.14.99.66,48,80,16
1.14.99.67,117,195,39
1.14.99.68,111,185,37
1.14.99.n4,36,60,12
1.15.1.1,9,15,0
1.15.1.2,33,55,0
1.16.-.-,15,25,0
1.16.1.-,39,65,0
1.16.1.1,30,50,0
1.16.1.10,63,105,21
1.16.1.6,54,90,18
1.16.1.7,33,55,0
1.16.1.8,54,90,18
1.16.1.9,33,55,0
1.16.3.-,132,220,44
1.16.3.1,12,20,0
1.16.3.2,36,60,0
1.16.3.4,30,50,10
1.16.99.1,126,210,42
1.17.1.-,90,150,30
1.17.1.10,90,150,30
