ec,support_count,query_count,fallback_episodes
1.17.1.3,105,175,35
1.17.1.4,57,95,0
1.17.1.5,39,65,13
1.17.1.8,15,25,0
1.17.1.9,27,45,0
1.17.2.1,129,215,43
1.17.2.2,147,245,49
1.17.2.3,99,165,33
1.17.3.-,117,195,39
1.17.3.2,0,0,0
1.17.3.5,84,140,28
1.17.4.-,75,125,25
1.17.4.1,12,20,0
1.17.4.2,18,30,0
1.17.5.2,66,110,22
1.17.5.3,117,195,39
1.17.7.1,39,65,0
1.17.7.2,66,110,22
1.17.7.3,9,15,0
1.17.7.4,18,30,0
1.17.8.1,54,90,18
1.17.9.1,114,190,38
1.17.98.2,63,105,21
1.17.98.4,57,95,19
1.17.99.3,39,65,13
1.17.99.6,21,35,0
1.17.99.8,57,95,19
1.18.-.-,126,210,42
1.18.1.-,18,30,0
1.18.1.1,30,50,10
1.18.1.2,15,25,0
1.18.1.3,15,25,0
1.18.1.4,123,205,41
1.18.1.5,108,180,36
1.18.1.6,24,40,0
1.18.1.7,81,135,27
1.18.6.1,18,30,0
1.19.1.1,42,70,14
1.2.-.-,39,65,0
1.2.1.-,15,25,0
1.2.1.10,9,15,0
1.2.1.100,96,160,32
1.2.1.101,87,145,29
1.2.1.103,27,45,0
1.2.1.106,39,65,0
1.2.1.11,9,15,0
1.2.1.12,6,10,0
1.2.1.13,45,75,0
1.2.1.19,36,60,0
1.2.1.21,108,180,36
1.2.1.22,36,60,12
1.2.1.24,21,35,0
1.2.1.26,42,70,14
1.2.1.27,21,35,0
1.2.1.28,27,45,0
1.2.1.3,15,25,0
1.2.1.30,0,0,0
1.2.1.31,36,60,12
1.2.1.32,42,70,14
1.2.1.36,24,40,0
1.2.1.38,9,15,0
1.2.1.39,33,55,11
1.2.1.4,48,80,16
1.2.1.41,15,25,0
1.2.1.44,30,50,10
1.2.1.46,36,60,0
1.2.1.47,21,35,0
1.2.1.48,33,55,11
1.2.1.5,33,55,0
1.2.1.50,39,65,13
1.2.1.51,0,0,0
1.2.1.54,15,25,0
1.2.1.58,75,125,25
1.2.1.59,27,45,0
1.2.1.60,108,180,36
1.2.1.62,126,210,42
1.2.1.64,69,115,23
1.2.1.65,45,75,15
1.2.1.67,45,75,15
1.2.1.68,72,120,24
1.2.1.69,141,235,47
1.2.1.7,42,70,14
1.2.1.70,15,25,0
1.2.1.71,15,25,0
1.2.1.75,51,85,17
1.2.1.76,66,110,22
1.2.1.77,105,175,35
1.2.1.78,99,165,33
1.2.1.8,12,20,0
1.2.1.80,69,115,23
1.2.1.81,72,120,24
1.2.1.82,63,105,21
1.2.1.83,123,205,41
1.2.1.84,21,35,0
1.2.1.85,60,100,20
1.2.1.87,27,45,0
1.2.1.88,21,35,0
1.2.1.89,81,135,27
1.2.1.9,39,65,0
1.2.1.90,63,105,21
1.2.1.91,150,250,50
1.2.1.92,69,115,23
1.2.1.94,36,60,12
1.2.1.95,0,0,0
1.2.1.96,90,150,30
1.2.1.97,39,65,13
1.2.1.98,129,215,43
1.2.1.n2,84,140,28
1.2.2.-,117,195,39
1.2.3.1,48,80,16
1.2.3.14,0,0,0
1.2.3.15,99,165,33
1.2.3.3,81,135,27
1.2.3.4,45,75,15
1.2.3.5,42,70,14
1.2.3.7,0,0,0
1.2.4.-,33,55,0
1.2.4.1,21,35,0
1.2.4.2,18,30,0
1.2.4.4,27,45,0
1.2.5.1,135,225,45
1.2.5.2,60,100,20
1.2.5.3,39,65,0
1.2.7.-,39,65,13
1.2.7.1,45,75,0
1.2.7.11,36,60,0
1.2.7.12,21,35,0
1.2.7.3,27,45,0
1.2.7.4,24,40,0
1.2.7.5,39,65,13
1.2.7.6,111,185,37
1.2.7.7,24,40,0
1.2.7.8,33,55,0
1.2.98.1,66,110,22
1.2.99.-,57,95,19
1.2.99.10,69,115,23
1.2.99.6,42,70,14
1.2.99.7,114,190,38
1.20.1.1,105,175,35
1.20.4.1,39,65,0
1.20.4.2,33,55,0
1.20.4.3,72,120,24
1.20.4.4,21,35,0
1.20.99.1,51,85,17
1.21.-.-,33,55,11
1.21.1.-,126,210,42
1.21.1.1,24,40,0
1.21.3.1,27,45,0
1.21.3.10,60,100,20
1.21.3.11,141,235,47
1.21.3.3,69,115,23
1.21.3.6,123,205,41
1.21.3.7,117,195,39
1.21.3.8,126,210,42
1.21.4.1,54,90,18
1.21.4.2,12,20,0
1.21.4.3,18,30,0
1.21.4.4,30,50,0
1.21.98.-,54,90,18
1.21.98.1,75,125,25
1.21.98.3,60,100,20
1.21.98.4,18,30,0
1.21.99.1,51,85,17
1.21.99.3,18,30,0
1.21.99.4,27,45,0
1.21.99.5,30,50,10
1.23.1.-,18,30,0
1.23.1.1,45,75,0
1.23.1.2,51,85,17
1.23.1.3,39,65,13
1.23.5.1,36,60,12
1.3.-.-,24,40,0
1.3.1.1,21,35,7
1.3.1.100,81,135,27
1.3.1.102,114,190,38
1.3.1.103,117,195,39
1.3.1.104,30,50,0
1.3.1.105,39,65,13
1.3.1.106,18,30,6
1.3.1.107,114,190,38
1.3.1.108,66,110,22
1.3.1.112,72,120,24
1.3.1.113,114,190,38
1.3.1.114,111,185,37
1.3.1.115,117,195,39
1.3.1.116,105,175,35
1.3.1.12,24,40,0
1.3.1.120,138,230,46
1.3.1.121,33,55,11
1.3.1.122,36,60,0
1.3.1.123,108,180,36
1.3.1.124,36,60,0
1.3.1.125,120,200,40
1.3.1.14,6,10,0
1.3.1.19,120,200,40
1.3.1.2,57,95,19
1.3.1.20,30,50,0
1.3.1.21,33,55,0
1.3.1.24,60,100,20
1.3.1.25,54,90,18
1.3.1.28,63,105,21
1.3.1.29,54,90,18
1.3.1.3,63,105,21
1.3.1.31,78,130,26
1.3.1.32,45,75,0
1.3.1.33,36,60,0
1.3.1.34,87,145,29
1.3.1.38,42,70,14
1.3.1.39,60,100,20
1.3.1.42,42,70,14
1.3.1.44,24,40,0
1.3.1.45,27,45,9
1.3.1.48,39,65,0
1.3.1.49,102,170,34
1.3.1.53,90,150,30
1.3.1.54,33,55,11
1.3.1.56,51,85,17
1.3.1.57,84,140,28
1.3.1.58,78,130,26
1.3.1.60,69,115,23
1.3.1.70,33,55,0
1.3.1.71,36,60,12
1.3.1.72,36,60,12
1.3.1.73,90,150,30
1.3.1.74,54,90,0
1.3.1.75,57,95,19
1.3.1.76,18,30,0
1.3.1.77,123,205,41
1.3.1.78,102,170,34
1.3.1.81,123,205,41
1.3.1.82,126,210,42
1.3.1.83,42,70,14
1.3.1.84,33,55,11
1.3.1.85,102,170,34
1.3.1.86,72,120,24
1.3.1.87,18,30,0
1.3.1.88,48,80,16
1.3.1.89,24,40,0
1.3.1.9,18,30,0
1.3.1.90,57,95,19
1.3.1.91,36,60,0
1.3.1.92,108,180,36
1.3.1.93,42,70,0
1.3.1.94,24,40,0
1.3.1.95,87,145,29
1.3.1.96,135,225,45
1.3.1.98,18,30,0
1.3.1.n3,90,150,30
1.3.2.-,30,50,10
1.3.2.3,48,80,16
1.3.2.4,45,75,15
1.3.3.-,30,50,0
1.3.3.11,30,50,0
1.3.3.12,123,205,41
1.3.3.13,99,165,33
1.3.3.14,135,225,45
1.3.3.17,135,225,45
1.3.3.3,12,20,0
1.3.3.4,27,45,0
1.3.3.5,54,90,18
1.3.3.6,36,60,0
1.3.3.8,69,115,23
1.3.4.1,69,115,23
1.3.5.-,63,105,21
1.3.5.1,18,30,0
1.3.5.2,6,10,0
1.3.5.3,48,80,16
1.3.5.5,36,60,0
1.3.5.6,24,40,0
1.3.7.1,93,155,31
1.3.7.11,15,25,0
1.3.7.12,54,90,18
1.3.7.15,33,55,0
1.3.7.2,12,20,0
1.3.7.3,42,70,0
1.3.7.4,132,220,44
1.3.7.5,30,50,0
1.3.7.6,114,190,38
1.3.7.7,9,15,0
1.3.8.-,27,45,0
1.3.8.1,27,45,0
1.3.8.10,54,90,18
1.3.8.11,87,145,29
1.3.8.12,111,185,37
1.3.8.13,24,40,0
1.3.8.14,72,120,24
1.3.8.15,108,180,36
1.3.8.16,138,230,46
1.3.8.17,21,35,0
1.3.8.2,78,130,26
1.3.8.3,117,195,39
1.3.8.4,33,55,0
1.3.8.5,27,45,0
1.3.8.7,39,65,0
1.3.8.8,30,50,0
1.3.8.9,36,60,12
1.3.98.-,75,125,25
1.3.98.1,15,25,0
1.3.98.3,15,25,0
1.3.98.4,111,185,37
1.3.98.5,21,35,0
1.3.98.6,42,70,14
1.3.99.-,18,30,0
1.3.99.16,96,160,32
1.3.99.17,66,110,22
1.3.99.23,42,70,14
1.3.99.26,117,195,39
1.3.99.27,27,45,9
1.3.99.28,54,90,18
1.3.99.29,117,195,39
1.3.99.30,111,185,37
1.3.99.31,39,65,13
1.3.99.32,87,145,29
1.3.99.37,87,145,29
1.3.99.38,51,85,17
1.3.99.39,96,160,32
1.3.99.4,48,80,16
1.3.99.41,96,160,32
1.3.99.n1,54,90,18
1.4.-.-,117,195,39
1.4.1.-,30,50,0
1.4.1.1,21,35,0
1.4.1.11,69,115,23
1.4.1.12,108,180,36
1.4.1.13,27,45,0
1.4.1.14,0,0,0
1.4.1.16,48,80,16
1.4.1.17,54,90,18
1.4.1.18,111,185,37
1.4.1.19,69,115,23
1.4.1.2,24,40,0
1.4.1.20,36,60,0
1.4.1.21,30,50,0
1.4.1.23,48,80,16
1.4.1.24,21,35,0
1.4.1.25,105,175,35
1.4.1.26,141,235,47
1.4.1.28,102,170,34
1.4.1.3,27,45,0
1.4.1.4,12,20,0
1.4.1.9,30,50,10
1.4.2.-,117,195,39
1.4.2.2,108,180,36
1.4.2.3,99,165,33
1.4.3.-,33,55,0
1.4.3.1,33,55,0
1.4.3.10,84,140,28
1.4.3.11,57,95,19
1.4.3.13,18,30,0
1.4.3.14,87,145,29
1.4.3.16,21,35,0
1.4.3.2,6,10,0
1.4.3.20,111,185,37
1.4.3.21,15,25,0
1.4.3.22,51,85,17
1.4.3.23,69,115,23
1.4.3.25,45,75,15
1.4.3.26,48,80,16
1.4.3.3,24,40,0
1.4.3.4,12,20,0
1.4.3.5,9,15,0
1.4.4.2,12,20,0
1.4.5.-,81,135,27
1.4.5.1,48,80,16
1.4.7.1,120,200,40
1.4.9.-,57,95,19
1.4.9.1,33,55,0
1.4.9.2,78,130,26
1.4.99.-,21,35,0
1.4.99.6,144,240,48
1.5.-.-,6,10,0
1.5.1.-,27,45,0
1.5.1.1,42,70,14
1.5.1.10,36,60,12
1.5.1.11,39,65,13
1.5.1.15,30,50,0
1.5.1.16,42,70,14
1.5.1.19,66,110,22
1.5.1.2,21,35,0
1.5.1.20,60,100,20
1.5.1.21,63,105,21
1.5.1.23,102,170,34
1.5.1.24,69,115,23
1.5.1.25,21,35,7
1.5.1.27,108,180,36
1.5.1.28,69,115,23
1.5.1.3,21,35,0
1.5.1.30,33,55,11
1.5.1.32,108,180,36
1.5.1.33,51,85,17
1.5.1.34,30,50,10
1.5.1.36,45,75,0
1.5.1.37,21,35,7
1.5.1.38,24,40,0
1.5.1.39,27,45,9
1.5.1.40,36,60,12
1.5.1.41,60,100,20
1.5.1.42,21,35,0
1.5.1.43,42,70,14
1.5.1.44,66,110,22
1.5.1.45,126,210,42
1.5.1.47,111,185,37
1.5.1.51,123,205,41
1.5.1.52,126,210,42
1.5.1.53,48,80,16
1.5.1.54,21,35,0
1.5.1.55,111,185,37
1.5.1.56,129,215,43
1.5.1.57,54,90,18
1.5.1.6,36,60,12
1.5.1.7,36,60,0
1.5.1.9,57,95,19
1.5.3.1,42,70,0
1.5.3.10,90,150,30
1.5.3.13,60,100,20
1.5.3.15,123,205,41
1.5.3.16,42,70,14
1.5.3.17,60,100,20
1.5.3.18,96,160,32
1.5.3.19,108,180,36
1.5.3.21,144,240,48
1.5.3.24,27,45,0
1.5.3.5,66,110,22
1.5.3.6,96,160,32
1.5.3.7,42,70,14
1.5.4.1,102,170,34
1.5.5.-,78,130,26
1.5.5.1,39,65,0
1.5.5.2,27,45,0
1.5.5.3,36,60,12
1.5.7.3,123,205,41
1.5.8.-,93,155,31
1.5.8.1,90,150,30
1.5.8.2,123,205,41
1.5.8.3,63,105,21
1.5.8.4,57,95,19
1.5.98.1,27,45,0
1.5.98.2,39,65,0
1.5.98.3,33,55,0
1.5.99.-,45,75,15
1.5.99.12,39,65,0
1.5.99.13,114,190,38
1.5.99.14,51,85,17
1.5.99.15,69,115,23
1.5.99.4,48,80,16
1.6.-.-,21,35,0
1.6.1.1,21,35,0
1.6.2.-,15,25,0
1.6.2.2,12,20,0
1.6.2.4,9,15,0
1.6.2.6,72,120,24
1.6.3.1,45,75,0
1.6.3.2,117,195,39
1.6.3.4,33,55,0
1.6.3.5,30,50,10
1.6.5.-,18,30,0
1.6.5.10,15,25,0
1.6.5.12,66,110,22
1.6.5.2,12,20,0
1.6.5.4,21,35,0
1.6.5.5,27,45,0
1.6.5.6,114,190,38
1.6.5.7,108,180,36
1.6.5.9,12,20,0
1.7.-.-,24,40,0
1.7.1.1,27,45,0
1.7.1.13,3,5,0
1.7.1.15,27,45,9
1.7.1.16,78,130,26
1.7.1.17,12,20,0
1.7.1.2,36,60,12
1.7.1.3,42,70,0
1.7.1.4,36,60,12
1.7.1.6,126,210,42
1.7.1.7,9,15,0
1.7.1.9,84,140,28
1.7.2.-,30,50,0
1.7.2.1,21,35,0
1.7.2.2,18,30,0
1.7.2.4,42,70,0
1.7.2.5,81,135,27
1.7.2.6,84,140,28
1.7.2.7,66,110,22
1.7.2.8,111,185,37
1.7.2.9,57,95,19
1.7.3.1,48,80,16
1.7.3.3,36,60,0
1.7.5.1,15,25,0
1.7.6.1,78,130,26
1.7.7.1,30,50,0
1.7.7.2,111,185,37
1.7.99.1,6,10,0
1.8.-.-,15,25,0
1.8.1.-,18,30,0
1.8.1.12,24,40,8
1.8.1.14,12,20,0
1.8.1.15,51,85,17
1.8.1.16,126,210,42
1.8.1.19,66,110,22
1.8.1.2,18,30,0
1.8.1.20,120,200,40
1.8.1.22,51,85,17
1.8.1.4,15,25,0
1.8.1.7,15,25,0
1.8.1.8,21,35,0
1.8.1.9,12,20,0
1.8.2.2,51,85,17
1.8.2.3,78,130,26
1.8.2.4,123,205,41
1.8.3.-,60,100,20
1.8.3.1,33,55,11
1.8.3.2,15,25,0
1.8.3.4,33,55,0
1.8.3.5,51,85,17
1.8.3.6,105,175,35
1.8.3.7,33,55,11
1.8.4.-,21,35,0
1.8.4.10,18,30,0
1.8.4.11,12,20,0
1.8.4.12,24,40,0
1.8.4.13,111,185,37
1.8.4.14,24,40,0
1.8.4.2,36,60,12
1.8.4.8,30,50,0
1.8.4.9,57,95,19
1.8.5.-,27,45,0
1.8.5.1,36,60,0
1.8.5.2,66,110,22
1.8.5.3,48,80,16
1.8.5.4,57,95,19
1.8.5.5,138,230,46
1.8.5.6,120,200,40
1.8.5.7,63,105,21
1.8.5.8,72,120,24
1.8.7.1,30,50,0
1.8.7.2,39,65,0
1.8.7.3,33,55,0
1.8.98.-,24,40,0
1.8.98.1,27,45,0
1.8.98.2,33,55,11
1.8.98.3,93,155,31
1.8.98.4,51,85,17
1.8.98.5,33,55,0
1.8.98.6,51,85,17
1.8.98.7,54,90,18
1.8.99.2,117,195,39
1.9.3.-,54,90,18
1.9.6.1,18,30,0
1.97.1.1,87,145,29
1.97.1.12,12,20,0
1.97.1.13,126,210,42
1.97.1.2,60,100,20
1.97.1.4,6,10,0
2.-.-.-,27,45,0
2.1.-.-,21,35,0
2.1.1.-,3,5,0
2.1.1.1,51,85,17
2.1.1.10,48,80,0
2.1.1.100,24,40,0
2.1.1.102,138,230,46
2.1.1.103,21,35,0
2.1.1.104,9,15,0
2.1.1.106,132,220,44
2.1.1.107,3,5,0
2.1.1.11,72,120,24
2.1.1.110,81,135,27
2.1.1.111,99,165,33
2.1.1.112,51,85,17
2.1.1.114,24,40,0
2.1.1.116,63,105,21
2.1.1.117,45,75,15
2.1.1.122,51,85,17
2.1.1.127,69,115,23
2.1.1.128,42,70,14
2.1.1.13,114,190,38
2.1.1.130,45,75,15
2.1.1.131,42,70,14
2.1.1.132,51,85,17
2.1.1.133,36,60,12
2.1.1.136,120,200,40
2.1.1.137,21,35,0
2.1.1.140,63,105,21
2.1.1.141,51,85,17
2.1.1.143,36,60,12
2.1.1.144,21,35,0
2.1.1.145,66,110,22
2.1.1.146,60,100,20
2.1.1.148,24,40,0
2.1.1.15,96,160,32
2.1.1.150,33,55,11
2.1.1.151,60,100,20
2.1.1.152,102,170,34
2.1.1.154,87,145,29
2.1.1.155,60,100,20
2.1.1.156,45,75,15
2.1.1.157,63,105,21
2.1.1.158,57,95,19
2.1.1.159,33,55,0
2.1.1.160,24,40,0
2.1.1.161,111,185,37
2.1.1.164,105,175,35
2.1.1.166,15,25,0
2.1.1.167,96,160,32
2.1.1.168,120,200,40
2.1.1.169,120,200,40
2.1.1.17,9,15,0
2.1.1.170,15,25,0
2.1.1.173,21,35,0
2.1.1.174,18,30,0
2.1.1.175,48,80,16
2.1.1.177,3,5,0
2.1.1.178,18,30,0
2.1.1.180,51,85,17
2.1.1.181,24,40,0
2.1.1.182,18,30,0
2.1.1.183,18,30,0
2.1.1.186,12,20,0
2.1.1.187,126,210,42
2.1.1.188,102,170,34
2.1.1.189,12,20,0
2.1.1.190,3,5,0
2.1.1.191,15,25,0
2.1.1.192,9,15,0
2.1.1.193,15,25,0
2.1.1.195,6,10,0
2.1.1.196,15,25,0
2.1.1.197,18,30,0
2.1.1.198,18,30,0
2.1.1.199,21,35,0
2.1.1.2,33,55,0
2.1.1.20,45,75,15
2.1.1.200,45,75,0
2.1.1.202,99,165,33
2.1.1.203,42,70,14
2.1.1.204,33,55,11
2.1.1.206,15,25,0
2.1.1.208,96,160,32
2.1.1.209,102,170,34
2.1.1.210,30,50,10
2.1.1.211,18,30,0
2.1.1.212,51,85,17
2.1.1.213,54,90,18
2.1.1.214,24,40,0
2.1.1.215,111,185,37
2.1.1.216,24,40,0
2.1.1.217,120,200,40
2.1.1.218,54,90,18
2.1.1.22,21,35,0
2.1.1.220,30,50,0
2.1.1.221,21,35,0
2.1.1.222,6,10,0
2.1.1.223,12,20,0
2.1.1.224,21,35,0
2.1.1.225,30,50,0
2.1.1.226,57,95,19
2.1.1.227,63,105,21
2.1.1.228,21,35,0
2.1.1.229,30,50,0
2.1.1.230,51,85,17
2.1.1.231,108,180,36
2.1.1.232,36,60,12
2.1.1.233,18,30,0
2.1.1.234,126,210,42
2.1.1.235,87,145,29
2.1.1.237,111,185,37
2.1.1.238,105,175,35
2.1.1.239,120,200,40
2.1.1.240,105,175,35
2.1.1.241,78,130,26
2.1.1.242,12,20,0
2.1.1.244,33,55,0
2.1.1.246,60,100,20
2.1.1.247,33,55,11
2.1.1.248,39,65,0
2.1.1.249,6,10,0
2.1.1.250,36,60,0
2.1.1.251,105,175,35
2.1.1.254,132,220,44
2.1.1.255,75,125,25
2.1.1.258,108,180,36
2.1.1.259,81,135,27
2.1.1.260,144,240,48
2.1.1.261,36,60,0
2.1.1.262,69,115,23
2.1.1.263,111,185,37
2.1.1.264,18,30,0
2.1.1.265,117,195,39
2.1.1.267,48,80,16
2.1.1.268,114,190,38
2.1.1.269,90,150,30
2.1.1.27,63,105,21
2.1.1.270,81,135,27
2.1.1.271,57,95,19
2.1.1.272,78,130,26
2.1.1.273,24,40,8
2.1.1.274,48,80,16
2.1.1.275,135,225,45
2.1.1.276,129,215,43
2.1.1.277,54,90,18
2.1.1.278,75,125,25
2.1.1.279,126,210,42
2.1.1.28,18,30,6
2.1.1.280,87,145,29
2.1.1.281,96,160,32
2.1.1.282,24,40,0
2.1.1.283,138,230,46
2.1.1.285,90,150,30
2.1.1.287,72,120,24
2.1.1.288,120,200,40
2.1.1.289,57,95,19
2.1.1.290,27,45,0
2.1.1.291,120,200,40
2.1.1.292,66,110,22
2.1.1.293,48,80,16
2.1.1.294,63,105,21
2.1.1.295,42,70,14
2.1.1.296,48,80,16
2.1.1.297,18,30,0
2.1.1.298,12,20,0
2.1.1.299,63,105,21
2.1.1.300,120,200,40
2.1.1.301,108,180,36
2.1.1.302,135,225,45
2.1.1.304,108,180,36
2.1.1.306,102,170,34
2.1.1.307,108,180,36
2.1.1.308,132,220,44
2.1.1.309,87,145,29
2.1.1.310,147,245,49
2.1.1.311,123,205,41
2.1.1.312,111,185,37
2.1.1.313,123,205,41
2.1.1.314,27,45,0
2.1.1.316,126,210,42
2.1.1.317,48,80,16
2.1.1.319,18,30,0
2.1.1.320,36,60,0
2.1.1.321,39,65,0
2.1.1.323,66,110,22
2.1.1.324,87,145,29
2.1.1.325,57,95,19
2.1.1.327,144,240,48
2.1.1.328,99,165,33
2.1.1.329,39,65,0
2.1.1.330,84,140,28
2.1.1.331,96,160,32
2.1.1.332,138,230,46
2.1.1.333,123,205,41
2.1.1.334,21,35,7
2.1.1.336,63,105,21
2.1.1.337,165,275,55
2.1.1.338,51,85,17
2.1.1.339,114,190,38
2.1.1.34,27,45,9
2.1.1.341,114,190,38
2.1.1.342,90,150,30
2.1.1.343,93,155,31
2.1.1.344,84,140,28
2.1.1.345,48,80,16
2.1.1.346,33,55,0
2.1.1.347,99,165,33
2.1.1.348,27,45,0
2.1.1.35,9,15,0
2.1.1.351,108,180,36
2.1.1.352,123,205,41
2.1.1.354,36,60,0
2.1.1.355,15,25,0
2.1.1.356,24,40,0
2.1.1.357,30,50,10
2.1.1.359,15,25,0
2.1.1.360,21,35,0
2.1.1.361,21,35,0
2.1.1.362,27,45,0
2.1.1.364,36,60,0
2.1.1.365,102,170,34
2.1.1.366,15,25,0
2.1.1.367,24,40,0
2.1.1.368,60,100,20
2.1.1.369,63,105,21
2.1.1.37,9,15,0
2.1.1.370,0,0,0
2.1.1.372,15,25,0
2.1.1.374,39,65,13
2.1.1.375,120,200,40
2.1.1.376,102,170,34
2.1.1.378,105,175,35
2.1.1.379,72,120,24
2.1.1.38,102,170,34
2.1.1.381,117,195,39
2.1.1.383,108,180,36
2.1.1.387,108,180,36
2.1.1.392,144,240,48
2.1.1.393,123,205,41
2.1.1.396,54,90,18
2.1.1.397,129,215,43
2.1.1.4,30,50,0
2.1.1.41,21,35,0
2.1.1.42,39,65,13
2.1.1.44,48,80,16
2.1.1.45,9,15,0
2.1.1.46,48,80,16
2.1.1.47,126,210,42
2.1.1.5,27,45,0
2.1.1.50,144,240,48
2.1.1.53,63,105,21
2.1.1.57,30,50,0
2.1.1.59,36,60,12
2.1.1.6,30,50,0
2.1.1.60,24,40,8
2.1.1.61,21,35,0
2.1.1.62,24,40,8
2.1.1.63,21,35,0
2.1.1.64,12,20,0
2.1.1.65,114,190,38
2.1.1.68,9,15,0
2.1.1.7,57,95,19
2.1.1.70,87,145,29
2.1.1.71,15,25,0
2.1.1.74,12,20,0
2.1.1.75,129,215,43
2.1.1.76,90,150,30
2.1.1.77,24,40,0
2.1.1.8,27,45,0
2.1.1.80,36,60,0
2.1.1.85,27,45,0
2.1.1.89,60,100,20
2.1.1.9,30,50,10
2.1.1.90,102,170,34
2.1.1.94,114,190,38
2.1.1.95,75,125,25
2.1.1.96,30,50,10
2.1.1.98,6,10,0
2.1.1.99,75,125,25
2.1.1.n11,39,65,13
2.1.1.n4,42,70,14
2.1.2.-,30,50,0
2.1.2.10,21,35,0
2.1.2.11,12,20,0
2.1.2.13,12,20,0
2.1.2.14,54,90,18
2.1.2.2,27,45,0
2.1.2.3,12,20,0
2.1.2.5,24,40,0
2.1.2.7,36,60,12
2.1.2.8,72,120,24
2.1.2.9,12,20,0
2.1.3.-,15,25,0
2.1.3.1,48,80,16
2.1.3.10,69,115,23
2.1.3.11,36,60,12
2.1.3.12,108,180,36
2.1.3.15,9,15,0
2.1.3.16,75,125,25
2.1.3.2,12,20,0
2.1.3.3,12,20,0
2.1.3.5,36,60,12
2.1.3.6,36,60,0
2.1.3.9,45,75,15
2.1.4.1,15,25,0
2.1.4.2,39,65,13
2.1.4.3,90,150,30
2.1.5.1,117,195,39
2.2.1.-,36,60,12
2.2.1.1,12,20,0
2.2.1.10,18,30,0
2.2.1.11,126,210,42
2.2.1.12,63,105,21
2.2.1.13,45,75,15
2.2.1.14,81,135,27
2.2.1.15,66,110,22
2.2.1.2,9,15,0
2.2.1.3,69,115,23
2.2.1.5,0,0,0
2.2.1.6,15,25,0
2.2.1.7,18,30,0
2.2.1.8,117,195,39
2.2.1.9,9,15,0
2.3.-.-,18,30,0
2.3.1.-,9,15,0
2.3.1.1,24,40,0
2.3.1.101,39,65,0
2.3.1.102,117,195,39
2.3.1.103,42,70,14
2.3.1.107,108,180,36
2.3.1.108,24,40,0
2.3.1.109,9,15,0
2.3.1.110,105,175,35
2.3.1.111,0,0,0
2.3.1.116,45,75,15
2.3.1.117,9,15,0
2.3.1.118,24,40,0
2.3.1.12,27,45,0
2.3.1.121,48,80,16
2.3.1.122,24,40,0
2.3.1.129,33,55,0
2.3.1.13,27,45,0
2.3.1.133,42,70,14
2.3.1.135,54,90,18
2.3.1.136,114,190,38
2.3.1.137,42,70,0
2.3.1.140,51,85,17
2.3.1.144,51,85,17
2.3.1.145,81,135,27
2.3.1.146,60,100,20
2.3.1.149,57,95,19
2.3.1.15,15,25,0
2.3.1.150,93,155,31
2.3.1.151,87,145,29
2.3.1.153,138,230,46
2.3.1.155,18,30,0
2.3.1.156,60,100,20
2.3.1.158,66,110,22
2.3.1.159,66,110,22
2.3.1.160,123,205,41
2.3.1.161,72,120,24
2.3.1.162,48,80,16
2.3.1.164,81,135,27
2.3.1.165,0,0,0
2.3.1.167,105,175,35
2.3.1.168,48,80,0
2.3.1.169,18,30,0
2.3.1.17,54,90,18
2.3.1.170,84,140,28
2.3.1.171,123,205,41
2.3.1.174,27,45,9
2.3.1.175,132,220,44
2.3.1.176,33,55,11
2.3.1.177,120,200,40
2.3.1.179,18,30,0
2.3.1.18,63,105,21
2.3.1.180,15,25,0
2.3.1.181,9,15,0
2.3.1.184,12,20,0
2.3.1.187,105,175,35
2.3.1.188,132,220,44
2.3.1.19,72,120,24
2.3.1.191,15,25,0
2.3.1.193,21,35,0
2.3.1.196,48,80,16
2.3.1.199,24,40,0
2.3.1.20,21,35,0
2.3.1.200,36,60,12
2.3.1.201,132,220,44
2.3.1.202,96,160,32
2.3.1.203,81,135,27
2.3.1.204,18,30,0
2.3.1.205,54,90,18
2.3.1.206,111,185,37
2.3.1.208,66,110,22
2.3.1.21,24,40,0
2.3.1.210,51,85,17
2.3.1.211,132,220,44
2.3.1.212,66,110,22
2.3.1.214,99,165,33
2.3.1.216,102,170,34
2.3.1.217,63,105,21
2.3.1.218,120,200,40
2.3.1.219,111,185,37
2.3.1.22,15,25,0
2.3.1.220,51,85,17
2.3.1.221,0,0,0
2.3.1.222,33,55,0
2.3.1.223,126,210,42
2.3.1.224,51,85,17
2.3.1.225,15,25,0
2.3.1.226,108,180,36
2.3.1.227,102,170,34
2.3.1.228,117,195,39
2.3.1.229,138,230,46
2.3.1.23,18,30,0
2.3.1.230,129,215,43
2.3.1.232,90,150,30
2.3.1.233,66,110,22
2.3.1.234,9,15,0
2.3.1.235,39,65,13
2.3.1.236,0,0,0
2.3.1.237,0,0,0
2.3.1.238,69,115,23
2.3.1.239,0,0,0
2.3.1.24,24,40,0
2.3.1.240,0,0,0
2.3.1.241,60,100,20
2.3.1.242,78,130,26
2.3.1.243,33,55,11
2.3.1.244,0,0,0
2.3.1.245,15,25,0
2.3.1.246,78,130,26
2.3.1.247,63,105,21
2.3.1.248,99,165,33
2.3.1.249,144,240,48
2.3.1.250,36,60,12
2.3.1.251,24,40,0
2.3.1.252,0,0,0
2.3.1.253,51,85,17
2.3.1.254,33,55,0
2.3.1.255,48,80,0
2.3.1.256,24,40,8
2.3.1.257,51,85,17
